fips,human2014,human2016,human2018
51115,45,46.712002,52.026001
51117,47,50.460999,52.719002
51119,49,51.359001,53.907001
51121,48,54.849998,58.470001
51125,42,52.623001,56.473999
51127,42,45.549999,48.867001
51131,45,52.131001,55.073002
51133,49,48.805,49.195
51135,41,48.333,48.587002
51137,45,49.979,52.007
51139,45,47.723999,49.847
51141,43,43.826,45.279999
51143,45,45.084999,47.939999
51145,40,44.318001,48.986
51147,43,51.714001,55.264
51149,44,47.499001,50.988998
51153,48,55.597,59.433998
51155,42,45.324001,47.111
51157,53,54.595001,55.273998
51159,45,48.951,52.938
51161,42,45.140999,48.972
51163,42,46.155998,48.987999
51165,51,47.974998,50.331001
51167,41,43.217999,44.259998
51169,43,42.682999,44.099998
51171,43,45.314999,48.970001
51173,44,45.959999,45.907001
51175,50,49.744999,48.192001
51177,45,50.854,55.367001
51179,50,54.445999,58.782001
51181,44,51.341999,54.636002
51183,42,51.349998,52.868
51185,45,42.751999,44.924
51187,46,50.716999,52.266998
51191,45,44.881001,47.501999
51193,49,50.458,53.799999
51195,45,45.805,46.848
51197,45,45.464001,47.035
51199,46,49.139999,51.694
51510,62,66.917999,70.068001
51520,41,45.428001,49.991001
51530,41,45.132,47.958
51540,54,61.194,65.406998
51550,45,49.637001,53.342999
51570,49,46.632999,49.049
51580,37,49.405998,47.497002
51590,42,51.543999,55.248001
51595,53,52.902,55.658001
51600,53,59.84,64.592003
51610,49,62.508999,67.246002
51620,42,50.801998,53.901001
51630,50,58.970001,63.195
51640,53,50.818001,50.075001
51650,46,57.073002,58.410999
51660,50,55.386002,62.138
51670,46,51.382999,54.931
51678,57,58.028999,63.73
51680,46,50.807999,55.842999
51683,47,44.268002,61.082001
51685,47,57.490002,64.309998
51690,50,54.716999,57.884998
51700,50,56.962002,60.724998
51710,53,59.147999,61.856998
51720,39,44.542,45.284
51730,46,54.351002,58.766998
51735,41,42.687,46.081001
51740,45,55.238998,57.641998
51750,47,51.993999,55.973
51760,59,60.923,63.342999
51770,47,54.535,57.563999
51775,47,49.021999,52.514999
51790,49,54.043999,56.094002
51800,48,54.321999,55.346001
51810,48,52.058998,55.27
51820,52,50.645,53.231998
51830,53,60.209999,64.487999
51840,44,54.723,60.687
53001,47,49.997002,55.564999
53003,46,48.263,50.007999
53005,45,48.042999,51.451
53007,50,51.925999,55.522999
53009,49,53.198002,56.414001
53011,48,51.957001,56.07
53013,51,50.669998,54.348999
53015,48,52.209999,53.268002
53017,48,49.728001,51.797001
53019,48,49.384998,56.441002
53021,50,49.98,54.032001
53023,41,43.966,46.902
53025,46,48.737,53.856998
53027,49,53.694,54.034
53029,53,54.563,58.777
53031,53,57.412998,59.707001
53033,58,62.028999,67.096001
53035,47,54.908001,59.264999
53037,52,53.861,55.792999
53039,47,49.513,54.618
53041,40,45.542999,48.293999
53043,46,47.23,50.525002
53045,49,52.199001,55.549
53047,49,51.507,54.188999
53049,47,53.132999,54.791
53051,51,50.729,53.917
53053,50,54.159,56.834999
53055,58,60.367001,64.165001
53057,48,54.219002,57.944
53059,44,49.773998,54.286999
53061,55,57.16,62.617001
53063,45,49.021999,51.714001
53065,45,47.773998,51.473
53067,49,54.257999,57.330002
53069,42,49.752998,51.630001
53071,49,51.646999,57.924
53073,52,56.735001,60.952999
53075,56,55.030998,61.004002
53077,49,52.481998,57.476002
54001,40,46.498001,50.206001
54003,45,47.058998,49.062
54005,40,43.632999,45.421001
54007,39,46.784,48.395
54009,42,44.700001,44.879002
54011,47,49.865002,51.862
54013,39,45.776001,45.582001
54015,40,45.292,48.205002
54017,42,45.895,45.612999
54019,40,46.674,48.483002
54021,42,48.710999,50.564999
54023,38,37.821999,40.702
54025,38,45.091,47.667
54027,44,45.011002,46.303001
54029,38,43.702999,45.375
54031,46,46.426998,49.561001
54033,39,43.786999,47.043999
54035,45,45.026001,46.449001
54037,49,52.639,54.771999
54039,47,49.513,52.720001
54041,38,42.716999,44.601002
54043,43,45.945999,47.429001
54045,42,43.971001,45.223
54047,42,45.911999,45.328999
54049,41,44.882999,48.617001
54051,37,44.764,45.259998
54053,37,39.369999,40.987
54055,39,42.765999,45.678001
54057,46,43.951,45.400002
54059,39,43.077999,44.601002
54061,45,50.785,55.502998
54063,40,43.101002,45.046001
54065,41,46.155998,47.896999
54067,41,42.879002,44.375999
54069,46,48.598999,51.153999
54071,41,45.716999,49.666
54073,36,42.948002,43.269001
54075,40,45.873001,48.997002
54077,40,44.029999,47.448002
54079,37,41.618,45.254002
54081,41,43.728001,47.523998
54083,45,48.835999,50.695
54085,40,41.810001,43.055
54087,41,46.748001,48.332001
54089,43,48.140999,48.785
54091,38,43.436001,45.911999
54093,42,45.542,47.264999
54095,39,45.73,45.866001
54097,48,46.119999,48.248001
54099,46,44.428001,45.178001
54101,44,48.001999,46.932999
54103,38,45.027,44.779999
54105,39,43.013,44.584
54107,43,45.499001,47.312
54109,38,41.444,44.952999
55001,45,50.777,52.945
55003,45,54.115002,58.255001
55005,45,50.214001,52.862
55007,47,55.601002,59.351002
55009,46,50.570999,53.660999
55011,40,49.555,52.794998
55013,45,49.480999,52.160999
55015,44,49.346001,51.722
55017,50,51.41,53.326
55019,45,49.924,53.875999
55021,44,50.194,53.380001
55023,43,52.002998,53.618
55025,58,63.035,66.856003
55027,45,48.264,51.438999
55029,55,54.636002,57.465
55031,53,55.173,57.351002
55033,47,52.514,55.604
55035,50,54.417,58.660999
55037,43,43.977001,44.799999
55039,44,47.352001,51.134998
55041,43,50.448002,53.646
55043,45,50.915001,53.966999
55045,45,52.361,56.101002
55047,44,47.014,50.818001
55049,46,55.287998,57.935001
55051,43,50.460999,54.852001
55053,44,50.575001,52.707001
55055,45,49.514999,53.66
55057,44,50.695999,52.137001
55059,49,52.333,55.896
55061,43,48.75,50.874001
55063,47,52.669998,56.666
55065,48,53.508999,55.987
55067,50,50.243999,51.244999
55069,44,48.956001,51.772999
55071,44,50.594002,53.332001
55073,47,49.891998,53.719002
55075,43,48.799,49.390999
55077,46,49.591,52.679001
55078,46,57.509998,62.984001
55079,48,58.433998,61.554001
55081,44,49.037998,52.333
55083,44,48.566002,50.638
55085,45,50.106998,54.181999
55087,39,47.381001,51.154999
55089,47,47.91,53.042
55091,47,50.824001,54.125
55093,48,51.660999,55.542999
55095,45,49.445999,52.491001
55097,46,52.598,56.726002
55099,44,50.758999,54.805
55101,44,50.283001,54.025002
55103,44,51.576,53.82
55105,47,54.693001,58.415001
55107,42,49.028999,52.021
55109,50,49.886002,55.028
55111,45,52.501999,56.042999
55113,44,50.296001,54.812
55115,42,49.962002,51.855999
55117,45,48.676998,51.819
55119,42,47.341,50.926998
55121,48,52.890999,54.733002
55123,40,51.395,54.757
55125,45,47.368999,51.540001
55127,48,50.113998,54.610001
55129,44,48.453999,51.651001
55131,42,44.286999,48.813
55133,44,46.056,52.150002
55135,46,49.667,51.758999
55137,44,48.832001,50.855
55139,46,51.212002,53.819
55141,44,49.714001,52.778999
56001,44,54.134998,58.966
56003,42,44.222,47.195999
56005,41,39.235001,41.900002
56007,41,49.009998,49.356998
56009,40,38.618,40.891998
56011,40,41.487999,45.888
56013,41,46.393002,49.882
56015,41,46.259998,47.306
56017,46,47.512001,50.619999
56019,46,44.610001,49.485001
56021,42,46.521,48.379002
56023,40,38.778999,44.756001
56025,41,44.167,45.636002
56027,42,44.373001,47.646999
56029,44,44.035999,49.091
56031,36,40.425999,43.980999
56033,40,43.897999,46.937
56035,45,44.147999,48.955002
56037,42,43.173,44.594002
56039,49,58.261002,63.098999
56041,41,43.884998,48.039001
56043,42,45.749001,48.417
56045,40,41.138,45.136002
