Name,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered
Mister Trash Wheel,May,2014,5/16/2014,4.31,18,1450,1820,126000,72,584,1162,7,0
Mister Trash Wheel,May,2014,5/16/2014,2.74,13,1120,1030,91000,42,496,874,5,0
Mister Trash Wheel,May,2014,5/16/2014,3.4499999999999997,15,2450,3100,105000,50,1080,2032,6,0
Mister Trash Wheel,May,2014,5/17/2014,3.1,15,2380,2730,100000,52,896,1971,6,0
Mister Trash Wheel,May,2014,5/17/2014,4.06,18,980,870,120000,72,368,753,7,0
Mister Trash Wheel,May,2014,5/20/2014,2.71,13,1430,2140,90000,46,672,1144,5,0
Mister Trash Wheel,May,2014,5/21/2014,1.91,8,910,1090,56000,32,416,692,3,0
Mister Trash Wheel,May,2014,5/28/2014,3.7,16,3580,4310,112000,58,1552,3015,6,0
Mister Trash Wheel,June,2014,6/5/2014,2.52,14,2400,2790,98000,49,984,1988,6,0
Mister Trash Wheel,June,2014,6/11/2014,3.76,18,1340,1730,130000,75,448,1066,7,0
Mister Trash Wheel,June,2014,6/11/2014,3.4299999999999997,15,740,869,110000,38,344,544,6,0
Mister Trash Wheel,June,2014,6/12/2014,4.17,19,950,1140,133000,45,520,727,8,0
Mister Trash Wheel,June,2014,6/13/2014,5.13,15,530,630,104000,58,224,361,6,0
Mister Trash Wheel,June,2014,6/13/2014,4.17,15,840,760,100000,62,344,631,6,0
Mister Trash Wheel,June,2014,6/19/2014,3.28,15,1130,1350,102000,64,432,883,6,0
Mister Trash Wheel,June,2014,6/19/2014,3.05,15,1640,2130,106000,56,752,1327,6,0
Mister Trash Wheel,June,2014,6/28/2014,2.49,13,1350,1620,89000,47,696,1075,5,0
Mister Trash Wheel,July,2014,7/3/2014,2.54,15,1640,1960,108000,65,744,1327,6,0
Mister Trash Wheel,July,2014,7/7/2014,2.4099999999999997,15,1730,2100,107000,63,896,1405,6,0
Mister Trash Wheel,July,2014,7/11/2014,3.83,18,5960,6540,132000,79,2560,5085,7,0
Mister Trash Wheel,July,2014,7/14/2014,2.73,15,2170,2620,112000,32,1144,1788,6,0
Mister Trash Wheel,July,2014,7/15/2014,4.4,16,1930,2210,115000,53,688,1579,6,0
Mister Trash Wheel,July,2014,7/15/2014,2.79,14,3200,3840,98000,25,1464,2684,6,0
Mister Trash Wheel,July,2014,7/25/2014,2.5,13,2500,3040,85000,18,1248,2075,5,0
Mister Trash Wheel,August,2014,8/4/2014,4.39,16,2140,2050,118000,68,904,1762,6,0
Mister Trash Wheel,August,2014,8/4/2014,5.33,17,1630,1950,123000,75,512,1318,7,0
Mister Trash Wheel,August,2014,8/13/2014,3.58,20,3640,4360,141000,82,1560,3067,8,0
Mister Trash Wheel,August,2014,8/13/2014,3.1,17,1430,1870,121000,63,552,1144,7,0
Mister Trash Wheel,August,2014,8/19/2014,1.77,10,570,780,32000,21,310,1440,4,0
Mister Trash Wheel,September,2014,9/3/2014,3.76,18,4800,3640,310000,110,1880,2200,7,0
Mister Trash Wheel,September,2014,9/24/2014,1.24,8,550,860,18000,11,420,1040,3,0
Mister Trash Wheel,September,2014,9/26/2014,3.14,15,2240,2880,112000,42,1200,1860,6,0
Mister Trash Wheel,October,2014,10/3/2014,2.71,16,4220,4840,84000,38,1400,2140,6,0
Mister Trash Wheel,October,2014,10/9/2014,2.11,14,1400,1650,80000,18,1450,2030,6,0
Mister Trash Wheel,October,2014,10/20/2014,4.09,18,2820,3010,78000,7,990,1450,7,0
Mister Trash Wheel,October,2014,10/20/2014,2.3099999999999996,14,1900,2240,81000,22,840,1260,6,0
Mister Trash Wheel,October,2014,10/24/2014,3.5,15,3650,3880,94000,51,1210,1840,6,0
Mister Trash Wheel,November,2014,11/06/14,2.7,15,760,1680,22000,18,960,1720,6,0
Mister Trash Wheel,November,2014,11/17/14,3.25,18,1250,2730,46000,28,1130,2340,7,0
Mister Trash Wheel,November,2014,11/20/14,3.84,15,880,1840,35000,14,730,1760,6,0
Mister Trash Wheel,November,2014,11/28/14,2.88,15,1800,3970,52000,32,560,1850,6,0
Mister Trash Wheel,December,2014,12/1/2014,1.81,17,1370,3140,38000,28,950,1620,7,0
Mister Trash Wheel,December,2014,12/17/2014,3.48,15,550,1450,22000,34,740,1280,6,0
Mister Trash Wheel,December,2014,12/30/2014,3.18,15,640,1670,26000,42,880,1540,6,0
Mister Trash Wheel,January,2015,1/12/2015,2.8699999999999997,17,1160,2250,31000,60,1120,2450,7,0
Mister Trash Wheel,January,2015,1/23/2015,2,14,1570,2400,33000,37,380,910,6,0
Mister Trash Wheel,January,2015,1/26/2015,2.14,13,1340,2650,28000,46,430,1170,5,0
Mister Trash Wheel,February,2015,2/4/2015,2.54,15,1740,2250,22000,38,320,980,3,42
Mister Trash Wheel,March,2015,3/9/2015,3.82,18,2870,3240,25000,26,540,860,8,64
Mister Trash Wheel,March,2015,3/13/2015,1.83,15,3120,5430,32000,54,650,1120,16,31
Mister Trash Wheel,March,2015,3/27/2015,2.02,15,2780,4980,26000,47,470,960,14,34
Mister Trash Wheel,April,2015,4/8/2015,2.5,18,2240,2360,27000,46,270,840,13,42
Mister Trash Wheel,April,2015,4/10/2015,3.4099999999999997,15,2550,3420,32000,32,320,1260,16,57
Mister Trash Wheel,April,2015,4/19/2015,1.83,11,1470,1840,18000,22,240,680,8,31
Mister Trash Wheel,April,2015,4/20/2015,3.84,18,1240,1630,23000,18,430,760,5,64
Mister Trash Wheel,April,2015,4/20/2015,3.22,15,1150,1420,19000,16,370,590,8,54
Mister Trash Wheel,April,2015,4/20/2015,3.03,15,2850,3160,18000,15,350,610,11,0
Mister Trash Wheel,April,2015,4/20/2015,2.64,18,960,1280,22000,22,450,820,7,0
Mister Trash Wheel,April,2015,4/20/2015,3.54,15,870,1140,18000,17,330,620,6,59
Mister Trash Wheel,May,2015,5/15/2015,1.95,9,1340,2150,22000,16,190,530,8,33
Mister Trash Wheel,May,2015,5/17/2015,4.25,18,2630,3480,38000,36,1240,1760,22,71
Mister Trash Wheel,May,2015,5/17/2015,5.619999999999999,15,1850,3270,54000,44,970,1320,28,94
Mister Trash Wheel,May,2015,5/18/2015,3.81,15,2830,3780,48000,28,650,1130,19,64
Mister Trash Wheel,May,2015,5/19/2015,3.4499999999999997,18,1740,2630,32000,16,820,1250,32,58
Mister Trash Wheel,May,2015,5/19/2015,3.34,15,2780,3250,37000,32,1140,1960,24,56
Mister Trash Wheel,June,2015,6/1/2015,2.54,15,1260,1830,56000,56,1230,2140,26,42
Mister Trash Wheel,June,2015,6/9/2015,4.659999999999999,18,2340,3460,48000,42,1620,1840,36,78
Mister Trash Wheel,June,2015,6/9/2015,3.3899999999999997,15,3240,4360,33000,23,1430,1760,24,57
Mister Trash Wheel,June,2015,6/9/2015,3.17,15,940,1220,35000,18,840,960,9,53
Mister Trash Wheel,June,2015,6/9/2015,3.15,18,830,1150,37000,26,920,1050,16,53
Mister Trash Wheel,June,2015,6/9/2015,3.83,15,960,1190,33000,22,730,940,22,0
Mister Trash Wheel,June,2015,6/10/2015,4.78,15,870,1040,32000,24,820,960,17,80
Mister Trash Wheel,June,2015,6/10/2015,3.85,18,920,1290,34000,26,930,1020,13,0
Mister Trash Wheel,June,2015,6/10/2015,4.48,15,1130,1370,38000,29,1270,1450,14,0
Mister Trash Wheel,June,2015,6/10/2015,4.18,15,1060,1250,37000,27,1340,1420,21,0
Mister Trash Wheel,June,2015,6/10/2015,3.38,18,740,930,34000,19,1130,1340,15,0
Mister Trash Wheel,June,2015,6/10/2015,3.83,15,950,1220,35000,21,1370,1430,13,0
Mister Trash Wheel,June,2015,6/12/2015,3.95,15,2340,3250,65000,45,2730,3340,18,0
Mister Trash Wheel,June,2015,6/15/2015,2.44,18,2660,3420,72000,37,2430,3170,16,41
Mister Trash Wheel,June,2015,6/18/2015,2.8499999999999996,15,2430,3120,68000,35,2370,2820,22,48
Mister Trash Wheel,June,2015,6/24/2015,3.4299999999999997,15,2690,3370,82000,29,1910,2180,32,57
Mister Trash Wheel,June,2015,6/24/2015,4.28,18,1540,1780,45000,24,1830,1990,18,71
Mister Trash Wheel,June,2015,6/24/2015,3.94,15,1240,1450,37000,31,1650,1780,21,66
Mister Trash Wheel,June,2015,6/28/2015,3.38,15,2870,3560,68000,36,2140,2450,34,56
Mister Trash Wheel,June,2015,6/28/2015,3.4499999999999997,18,2450,3240,74000,41,2320,2750,19,58
Mister Trash Wheel,June,2015,6/29/2015,3.93,15,1830,2240,36000,28,1630,2450,14,66
Mister Trash Wheel,July,2015,7/7/2015,4.07,15,2360,3120,82000,32,1840,2950,22,68
Mister Trash Wheel,July,2015,7/8/2015,3.03,18,2640,3520,68000,28,1460,2630,16,51
Mister Trash Wheel,July,2015,7/14/2015,3.52,15,2840,3360,65000,41,1690,2580,25,59
Mister Trash Wheel,July,2015,7/14/2015,3.51,15,2640,3120,76000,38,2130,2760,27,59
Mister Trash Wheel,July,2015,7/27/2015,3.68,18,3070,4250,82000,26,1770,2540,18,61
Mister Trash Wheel,July,2015,7/29/2015,3.4,15,2820,3740,75000,31,2400,2940,20,57
Mister Trash Wheel,August,2015,8/4/2015,3.72,15,2640,3250,68000,26,1860,2730,17,62
Mister Trash Wheel,August,2015,8/18/2015,1.84,9,870,980,34000,13,750,930,56,31
Mister Trash Wheel,August,2015,8/21/2015,3,15,3220,3460,67000,36,2170,2450,32,50
Mister Trash Wheel,August,2015,8/25/2015,4.33,18,1980,2190,48000,21,1600,1840,22,72
Mister Trash Wheel,August,2015,8/25/2015,4.3,15,410,540,3000,16,250,330,6,0
Mister Trash Wheel,August,2015,8/26/2015,3.3899999999999997,15,640,780,32000,18,350,560,3,0
Mister Trash Wheel,September,2015,9/11/2015,4.08,18,2730,3140,54000,45,2430,2680,17,0
Mister Trash Wheel,September,2015,9/11/2015,3.62,15,1360,1570,26000,25,1420,1570,13,0
Mister Trash Wheel,September,2015,9/22/2015,2.4,7,760,1030,24000,16,780,1340,12,0
Mister Trash Wheel,September,2015,9/30/2015,4.24,18,1240,1460,46000,43,860,920,7,0
Mister Trash Wheel,September,2015,9/30/2015,3.3099999999999996,15,800,920,32000,26,270,450,8,55
Mister Trash Wheel,October,2015,10/12/2015,2.9,15,2540,2780,42000,54,2230,3140,16,0
Mister Trash Wheel,October,2015,10/27/2015,2.46,18,2130,2560,34000,43,1970,2430,23,41
Mister Trash Wheel,October,2015,10/31/2015,2.8899999999999997,15,2670,2820,36000,35,2450,2830,33,48
Mister Trash Wheel,November,2015,11/20/2015,4.46,15,1940,2230,28000,47,2960,3320,27,0
Mister Trash Wheel,December,2015,12/2/2015,3.42,18,2140,2570,19000,62,3100,3540,15,0
Mister Trash Wheel,December,2015,12/2/2015,3.56,15,1960,2340,21000,56,3300,4120,21,0
Mister Trash Wheel,December,2015,12/23/2015,1.92,12,1640,2150,32000,32,2430,2660,9,32
Mister Trash Wheel,December,2015,12/24/2015,2.9,18,1850,2670,33000,36,2770,3240,13,48
Mister Trash Wheel,December,2015,12/26/2015,3.24,15,2370,3240,24000,42,1830,2250,22,54
Mister Trash Wheel,December,2015,12/26/2015,4.41,15,2530,3300,41000,47,2190,3540,17,74
Mister Trash Wheel,December,2015,12/26/2015,3.3899999999999997,18,2720,3690,23000,22,2520,3360,27,57
Mister Trash Wheel,December,2015,12/26/2015,3.27,15,2250,3180,37000,63,2740,2840,8,55
Mister Trash Wheel,January,2016,1/10/2016,3.6,15,3240,4160,28000,54,1360,2580,17,60
Mister Trash Wheel,February,2016,2/2/2016,4.06,18,3530,4620,24000,62,1850,2210,14,68
Mister Trash Wheel,February,2016,2/3/2016,2.11,15,2340,3870,31000,46,2130,2680,21,35
Mister Trash Wheel,February,2016,2/5/2016,3.01,15,2460,3640,27000,38,1920,2390,26,50
Mister Trash Wheel,February,2016,2/17/2016,3.4099999999999997,18,1340,1680,24000,22,1530,1940,6,57
Mister Trash Wheel,February,2016,2/19/2016,3.66,15,950,1120,21000,32,1370,1640,4,61
Mister Trash Wheel,February,2016,2/25/2016,4.51,15,2240,3150,36000,46,2450,3140,16,75
Mister Trash Wheel,March,2016,3/1/2016,2.8899999999999997,18,3050,3270,29000,24,1740,2250,24,48
Mister Trash Wheel,March,2016,3/11/2016,2.8899999999999997,15,1630,1820,18000,37,2150,2390,23,48
Mister Trash Wheel,March,2016,3/12/2016,2.51,15,1120,1460,17000,43,2270,2490,18,42
Mister Trash Wheel,March,2016,3/15/2016,3.58,18,3340,3640,45000,48,3450,3740,46,60
Mister Trash Wheel,March,2016,3/29/2016,3.4099999999999997,15,3560,3740,43000,53,3320,3570,38,57
Mister Trash Wheel,April,2016,4/8/2016,2.79,15,2460,3150,38000,46,3540,3840,24,47
Mister Trash Wheel,April,2016,4/30/2016,4.21,18,3860,4240,47000,18,3200,3470,36,70
Mister Trash Wheel,April,2016,4/30/2016,4.88,15,3230,3640,52000,27,3750,3940,42,81
Mister Trash Wheel,April,2016,4/30/2016,4.470000000000001,15,3760,4150,45000,40,2840,3270,23,75
Mister Trash Wheel,April,2016,4/30/2016,3.29,18,3640,3520,52000,33,2530,2940,34,55
Mister Trash Wheel,May,2016,5/7/2016,4.159999999999999,15,4230,4620,53000,34,2727,3360,38,69
Mister Trash Wheel,May,2016,5/12/2016,2.9299999999999997,15,3590,3840,47000,42,1760,2640,26,49
Mister Trash Wheel,May,2016,5/31/2016,2.3699999999999997,18,3740,4120,56000,65,1680,2530,32,40
Mister Trash Wheel,June,2016,6/15/2016,2.57,15,4200,4630,38000,53,1480,1760,43,43
Mister Trash Wheel,June,2016,6/16/2016,2.3899999999999997,15,3840,3990,41000,32,1540,2030,38,40
Mister Trash Wheel,June,2016,6/21/2016,3.98,15,4350,4120,45000,42,1630,2140,24,66
Mister Trash Wheel,June,2016,6/22/2016,3.47,15,3960,3720,52000,38,1870,2200,35,58
Mister Trash Wheel,June,2016,6/24/2016,3.97,18,4150,3970,48000,41,1530,1700,26,66
Mister Trash Wheel,June,2016,6/30/2016,3.12,18,4450,4310,58000,43,2130,2410,29,52
Mister Trash Wheel,July,2016,7/1/2016,3.17,15,3460,3820,43000,38,2240,2670,31,53
Mister Trash Wheel,July,2016,7/13/2016,2.12,15,2850,3120,52000,53,1930,2150,28,35
Mister Trash Wheel,July,2016,7/23/2016,2.3099999999999996,18,3560,3780,65000,33,2460,2520,34,39
Mister Trash Wheel,July,2016,7/28/2016,3.16,15,4130,4360,52000,54,2610,2900,26,53
Mister Trash Wheel,July,2016,7/29/2016,4.02,15,4350,4600,55000,34,2430,2780,38,67
Mister Trash Wheel,July,2016,7/29/2016,3.26,18,4420,4850,65000,48,2340,2580,25,54
Mister Trash Wheel,July,2016,7/31/2016,3.82,15,2130,2240,35000,45,1830,2140,16,64
Mister Trash Wheel,July,2016,7/31/2016,4.88,15,2450,2500,32000,33,1950,2070,24,81
Mister Trash Wheel,August,2016,8/4/2016,5.05,18,2300,2260,16000,28,1360,1650,15,84
Mister Trash Wheel,August,2016,8/16/2016,2.79,15,2850,3120,34000,42,2100,2630,31,47
Mister Trash Wheel,August,2016,8/17/2016,3.47,15,2640,2900,38000,37,2340,2760,22,58
Mister Trash Wheel,August,2016,8/19/2016,4.01,18,3250,3570,42000,56,2700,3020,28,67
Mister Trash Wheel,August,2016,8/24/2016,3.18,15,2530,2740,52000,38,2810,3150,32,53
Mister Trash Wheel,September,2016,9/2/2016,3.13,15,2780,2640,38000,21,2130,2830,15,52
Mister Trash Wheel,September,2016,9/7/2016,2.4299999999999997,18,2740,3360,24000,32,2210,2490,28,41
Mister Trash Wheel,September,2016,9/19/2016,3.08,15,2530,3460,21000,38,2300,2760,33,51
Mister Trash Wheel,October,2016,10/9/2016,2.9,15,1876,3990,27600,10,1240,1980,11,48
Mister Trash Wheel,October,2016,10/27/2016,3,18,2340,3150,19000,46,2470,2810,37,50
Mister Trash Wheel,November,2016,11/17/2016,2.01,15,2244,4358,27000,64,3400,3700,22,34
Mister Trash Wheel,November,2016,11/29/2016,1.98,15,2980,4460,36000,18,1880,1610,11,33
Mister Trash Wheel,November,2016,11/30/2016,2.75,18,3460,5840,16000,42,3260,3430,34,46
Mister Trash Wheel,December,2016,12/1/2016,3.4099999999999997,15,1840,4760,23000,43,3470,3800,6,57
Mister Trash Wheel,December,2016,12/6/2016,2.55,15,1360,3850,34000,39,2340,4220,24,43
Mister Trash Wheel,December,2016,12/16/2016,1.74,18,1880,2890,26000,59,2100,4040,20,29
Mister Trash Wheel,December,2016,1/2/2017,2.13,15,2460,2740,32000,48,3250,4430,15,36
Mister Trash Wheel,January,2017,1/19/2017,2.4299999999999997,15,2260,2780,28000,36,2870,3640,22,41
Mister Trash Wheel,February,2017,2/26/2017,2.32,18,2890,2460,30000,22,2610,3250,19,39
Mister Trash Wheel,February,2017,2/26/2017,3.72,15,2140,1870,15000,23,2040,2450,12,62
Mister Trash Wheel,March,2017,3/30/2017,2.14,15,2570,2930,23000,28,2650,2910,14,36
Mister Trash Wheel,March,2017,3/31/2017,2.74,18,2030,2340,14000,18,1960,2150,18,46
Mister Trash Wheel,March,2017,3/31/2017,2.63,15,1940,2170,12000,15,1820,1980,10,44
Mister Trash Wheel,March,2017,3/31/2017,2.09,15,1870,2040,11000,13,1950,2210,6,35
Mister Trash Wheel,April,2017,4/1/2017,2.67,18,1920,2130,13000,21,2230,2590,8,45
Mister Trash Wheel,April,2017,4/1/2017,2.67,18,1920,2130,13000,21,2230,2590,8,45
Mister Trash Wheel,April,2017,4/6/2017,3.55,15,2230,2540,2000,16,1480,1670,5,59
Mister Trash Wheel,April,2017,4/6/2017,3.89,18,980,1120,3000,14,1500,1730,3,65
Mister Trash Wheel,April,2017,4/6/2017,3.59,15,650,720,2000,10,1140,1450,5,60
Mister Trash Wheel,April,2017,4/6/2017,3.13,15,430,560,4000,9,870,990,7,52
Mister Trash Wheel,April,2017,4/6/2017,3.3299999999999996,18,390,460,2000,8,720,850,2,56
Mister Trash Wheel,April,2017,4/7/2017,3.11,15,490,510,3000,11,1020,1110,7,52
Mister Trash Wheel,April,2017,4/7/2017,3.04,15,210,340,2000,12,890,1040,3,51
Mister Trash Wheel,April,2017,4/7/2017,3.21,18,560,670,2000,15,920,1080,4,54
Mister Trash Wheel,April,2017,4/7/2017,4.08,15,470,560,3000,12,780,820,5,68
Mister Trash Wheel,April,2017,4/7/2017,3.26,15,390,450,2000,8,830,990,8,54
Mister Trash Wheel,April,2017,4/8/2017,3.36,18,460,620,1000,9,790,830,10,56
Mister Trash Wheel,April,2017,4/8/2017,3.62,15,530,670,2000,13,1120,1340,5,60
Mister Trash Wheel,April,2017,4/8/2017,4.2700000000000005,15,460,530,1000,12,820,1030,7,71
Mister Trash Wheel,April,2017,4/8/2017,4.01,18,340,510,2000,10,730,910,5,67
Mister Trash Wheel,April,2017,4/8/2017,3.88,15,360,490,1000,15,820,950,8,65
Mister Trash Wheel,April,2017,4/21/2017,4.67,15,2540,2330,12000,32,2450,2670,10,78
Mister Trash Wheel,May,2017,5/5/2017,3.53,18,2870,3140,16000,21,3460,3720,11,59
Mister Trash Wheel,May,2017,5/5/2017,4.07,15,2230,2820,14000,19,3250,3890,14,68
Mister Trash Wheel,May,2017,5/6/2017,3.93,15,2340,2530,15000,18,2890,3100,12,66
Mister Trash Wheel,May,2017,5/11/2017,2.59,18,2560,2430,18000,16,3120,3240,8,43
Mister Trash Wheel,May,2017,5/11/2017,3.81,15,2340,2250,19000,22,2830,3020,5,64
Mister Trash Wheel,May,2017,5/22/2017,3.3,15,2480,2320,14000,21,2990,3120,9,55
Mister Trash Wheel,May,2017,5/22/2017,3.84,18,2540,2410,15000,16,1980,2230,5,64
Mister Trash Wheel,May,2017,5/26/2017,4.1,15,2980,2830,17000,18,2590,2730,14,68
Mister Trash Wheel,June,2017,6/21/2017,4.1,18,3250,2980,21000,23,3460,3640,12,68
Mister Trash Wheel,June,2017,6/21/2017,2.52,15,3340,3120,26000,16,2640,3010,8,42
Mister Trash Wheel,June,2017,6/27/2017,1.95,15,2850,2560,17000,21,2430,2790,7,33
Mister Trash Wheel,July,2017,7/3/2017,3.58,18,3220,3140,23000,24,2870,3160,18,60
Mister Trash Wheel,July,2017,7/3/2017,1.5,15,2110,1920,14000,32,1780,2140,11,25
Mister Trash Wheel,July,2017,7/12/2017,3.63,15,3670,3240,32000,34,3020,3560,22,61
Mister Trash Wheel,July,2017,7/27/2017,2.21,18,2890,2710,11000,20,2890,3250,13,37
Mister Trash Wheel,July,2017,7/28/2017,4.04,15,1460,1250,9000,12,1120,1540,21,67
Mister Trash Wheel,August,2017,8/2/2017,3.87,15,3240,3120,18000,27,2780,3170,14,65
Mister Trash Wheel,August,2017,8/4/2017,3.68,18,3530,3240,26000,25,3250,3590,9,61
Mister Trash Wheel,August,2017,8/7/2017,2.17,15,2760,2500,19000,31,2230,2740,6,36
Mister Trash Wheel,August,2017,8/11/2017,2.1,15,2980,2740,22000,28,2640,2930,13,35
Mister Trash Wheel,August,2017,8/18/2017,3.7,18,2430,2010,27000,36,2910,3310,11,62
Mister Trash Wheel,August,2017,8/19/2017,3.3899999999999997,15,1500,1390,12000,42,600,750,6,57
Mister Trash Wheel,August,2017,8/19/2017,3.14,15,1270,1140,9000,13,780,890,8,52
Mister Trash Wheel,August,2017,8/19/2017,3.54,18,1340,1180,13000,31,630,1250,5,59
Mister Trash Wheel,September,2017,9/12/2017,3.07,18,2780,2540,11000,21,1460,1870,6,51
Mister Trash Wheel,September,2017,9/25/2017,2.15,15,2910,2890,14000,32,1870,2140,12,36
Mister Trash Wheel,October,2017,10/11/2017,2.76,15,2760,2450,11000,24,1640,2350,8,46
Mister Trash Wheel,October,2017,10/25/2017,2.76,18,2950,2780,10000,29,1780,2130,7,46
Mister Trash Wheel,November,2017,11/14/2017,2.38,15,2550,2870,12000,23,1640,2210,13,40
Mister Trash Wheel,November,2017,11/15/2017,2.02,15,2720,2980,11000,32,1870,2340,11,34
Mister Trash Wheel,January,2018,1/15/2018,2.17,15,2540,3160,15000,28,2220,2560,12,36
Mister Trash Wheel,January,2018,1/25/2018,2.08,15,2370,2790,21000,12,1540,2760,8,35
Mister Trash Wheel,February,2018,2/5/2018,3.12,18,2250,3120,18000,16,1630,2800,6,52
Mister Trash Wheel,February,2018,2/5/2018,2.4499999999999997,15,1260,1670,22000,9,870,1580,4,41
Mister Trash Wheel,February,2018,2/5/2018,3.72,15,950,1470,16000,11,920,1340,6,62
Mister Trash Wheel,February,2018,2/6/2018,4,18,1020,1590,14000,7,1110,1850,12,67
Mister Trash Wheel,February,2018,2/11/2018,3.54,15,2250,2560,24000,18,1430,2260,14,59
Mister Trash Wheel,February,2018,2/11/2018,3.19,15,1130,1470,12000,10,650,1400,5,53
Mister Trash Wheel,February,2018,2/11/2018,4.51,18,1240,1510,11000,6,710,1390,4,75
Mister Trash Wheel,February,2018,2/13/2018,2.97,15,1950,2130,16000,3,1050,1670,8,50
Mister Trash Wheel,February,2018,2/13/2018,3.78,15,1460,1620,12000,5,630,1320,3,63
Mister Trash Wheel,March,2018,3/6/2018,2.66,15,2210,2650,18000,11,1420,1710,7,44
Mister Trash Wheel,March,2018,3/6/2018,2.64,15,2470,2810,19000,13,1540,1980,10,44
Mister Trash Wheel,April,2018,4/16/2018,4.3,15,2150,2300,23000,16,1320,2070,12,72
Mister Trash Wheel,April,2018,4/16/2018,2.9099999999999997,15,970,1100,8000,2,300,800,1,49
Mister Trash Wheel,April,2018,4/16/2018,3.62,15,840,920,7000,3,290,650,4,60
Mister Trash Wheel,April,2018,4/16/2018,2.4,12,790,910,8000,4,260,590,2,40
Mister Trash Wheel,April,2018,4/17/2018,3.19,15,750,830,6000,3,190,400,4,53
Mister Trash Wheel,April,2018,4/17/2018,3.03,15,810,890,5000,4,200,450,3,51
Mister Trash Wheel,April,2018,4/17/2018,3.26,15,790,1020,6000,3,150,500,4,54
Mister Trash Wheel,April,2018,4/17/2018,3.04,15,670,840,7000,2,230,620,3,51
Mister Trash Wheel,April,2018,4/18/2018,3.09,15,710,910,7000,4,310,780,4,52
Mister Trash Wheel,April,2018,4/18/2018,2.72,15,730,840,6000,6,280,640,2,45
Mister Trash Wheel,April,2018,4/18/2018,3.65,15,820,980,7000,5,170,590,5,61
Mister Trash Wheel,April,2018,4/18/2018,3.38,15,760,870,6000,3,240,720,1,56
Mister Trash Wheel,April,2018,4/18/2018,3.44,15,670,780,6000,7,310,810,3,57
Mister Trash Wheel,April,2018,4/18/2018,2.57,15,730,850,6000,2,110,570,2,43
Mister Trash Wheel,April,2018,4/20/2018,3.36,15,750,870,7000,4,230,730,4,56
Mister Trash Wheel,April,2018,4/20/2018,2.72,15,820,910,8000,3,190,610,2,45
Mister Trash Wheel,April,2018,4/26/2018,3.81,15,1580,1870,12000,12,980,1560,3,64
Mister Trash Wheel,May,2018,5/12/2018,3.36,15,2130,2340,11000,9,1140,2140,4,56
Mister Trash Wheel,May,2018,5/14/2018,4.29,15,2350,2130,14000,5,600,2350,5,72
Mister Trash Wheel,May,2018,5/14/2018,4.29,15,2460,2370,17000,3,740,2570,3,72
Mister Trash Wheel,May,2018,5/16/2018,4,15,1220,1360,8000,4,350,780,2,67
Mister Trash Wheel,May,2018,5/16/2018,3.25,15,950,890,7000,3,250,1010,3,54
Mister Trash Wheel,May,2018,5/16/2018,1.6,15,400,320,4000,2,210,780,0,27
Mister Trash Wheel,May,2018,5/17/2018,3.62,15,1050,1170,6000,4,470,970,2,60
Mister Trash Wheel,May,2018,5/28/2018,3.19,15,1480,1560,8000,3,1360,2340,3,53
Mister Trash Wheel,May,2018,5/28/2018,2.86,15,1300,1230,7000,6,1130,2140,2,48
Mister Trash Wheel,May,2018,5/28/2018,4.1,15,1650,1490,9000,2,820,1930,1,68
Mister Trash Wheel,May,2018,5/31/2018,3.38,15,2130,2240,11000,9,650,2350,2,56
Mister Trash Wheel,June,2018,6/3/2018,3.3499999999999996,15,2340,2580,12000,11,1130,1760,5,56
Mister Trash Wheel,June,2018,6/3/2018,3.17,15,1890,2130,14000,6,870,1590,4,53
Mister Trash Wheel,June,2018,6/5/2018,4.1899999999999995,15,1420,1650,8000,3,590,1020,3,70
Mister Trash Wheel,June,2018,6/5/2018,2.6,15,1280,1330,9000,3,630,1170,2,43
Mister Trash Wheel,June,2018,6/5/2018,4.1499999999999995,15,1140,1290,7000,2,570,1340,4,69
Mister Trash Wheel,June,2018,6/12/2018,4.23,15,870,950,11000,6,890,1220,2,71
Mister Trash Wheel,June,2018,6/12/2018,4.1499999999999995,15,940,1130,10000,8,760,1430,8,69
Mister Trash Wheel,June,2018,6/12/2018,4.44,15,620,730,5000,4,810,1020,3,74
Mister Trash Wheel,June,2018,6/28/2018,3.12,15,1560,1780,13000,5,1240,1750,2,52
Mister Trash Wheel,June,2018,6/29/2018,0.96,15,1720,1980,12000,4,1110,1500,2,16
Mister Trash Wheel,July,2018,7/18/2018,2.99,15,1890,1630,13000,8,850,1290,3,50
Mister Trash Wheel,July,2018,7/22/2018,3.49,15,1760,1830,10000,10,790,1340,1,58
Mister Trash Wheel,July,2018,7/24/2018,4.39,15,890,1020,8000,4,340,710,5,73
Mister Trash Wheel,July,2018,7/24/2018,3.57,15,710,850,6000,2,410,820,3,60
Mister Trash Wheel,July,2018,7/24/2018,3.79,15,620,540,4000,2,370,560,1,63
Mister Trash Wheel,July,2018,7/24/2018,4.24,15,780,670,5000,3,50,720,2,71
Mister Trash Wheel,July,2018,7/25/2018,3.49,15,540,430,8000,6,410,910,7,58
Mister Trash Wheel,July,2018,7/25/2018,4.159999999999999,15,670,720,7000,4,360,840,4,69
