fips,year,pincp
36095,2010,30638
36095,2011,31482
36095,2012,32896
36095,2013,33592
36095,2014,34847
36095,2015,36007
36095,2016,37515
36095,2017,39716
36095,2018,40989
36095,2019,43113
36097,1969,3272
36097,1970,3442
36097,1971,3691
36097,1972,3821
36097,1973,4265
36097,1974,4655
36097,1975,4954
36097,1976,5263
36097,1977,5720
36097,1978,6149
36097,1979,6702
36097,1980,7699
36097,1981,8494
36097,1982,8969
36097,1983,9400
36097,1984,10156
36097,1985,10737
36097,1986,11474
36097,1987,11933
36097,1988,12863
36097,1989,13655
36097,1990,13992
36097,1991,14590
36097,1992,15185
36097,1993,15679
36097,1994,16335
36097,1995,16946
36097,1996,17934
36097,1997,18457
36097,1998,19298
36097,1999,20937
36097,2000,22846
36097,2001,22906
36097,2002,23031
36097,2003,23801
36097,2004,25327
36097,2005,25998
36097,2006,26666
36097,2007,28232
36097,2008,30059
36097,2009,31014
36097,2010,32906
36097,2011,34295
36097,2012,35459
36097,2013,36344
36097,2014,38075
36097,2015,39298
36097,2016,39271
36097,2017,40988
36097,2018,41513
36097,2019,43262
36099,1969,3399
36099,1970,3778
36099,1971,4088
36099,1972,4451
36099,1973,4964
36099,1974,5445
36099,1975,5861
36099,1976,6133
36099,1977,6559
36099,1978,7068
36099,1979,7820
36099,1980,9039
36099,1981,9938
36099,1982,10774
36099,1983,11477
36099,1984,12725
36099,1985,13159
36099,1986,13785
36099,1987,14475
36099,1988,15487
36099,1989,16734
36099,1990,17488
36099,1991,17885
36099,1992,18629
36099,1993,19485
36099,1994,19806
36099,1995,20330
36099,1996,20418
36099,1997,21513
36099,1998,22390
36099,1999,23030
36099,2000,24052
36099,2001,23290
36099,2002,23325
36099,2003,23938
36099,2004,25471
36099,2005,25651
36099,2006,26454
36099,2007,27631
36099,2008,29479
36099,2009,29721
36099,2010,31040
36099,2011,31996
36099,2012,33072
36099,2013,33408
36099,2014,34267
36099,2015,35034
36099,2016,35566
36099,2017,38190
36099,2018,38553
36099,2019,40534
36101,1969,3500
36101,1970,3691
36101,1971,3812
36101,1972,4007
36101,1973,4545
36101,1974,5075
36101,1975,5365
36101,1976,5678
36101,1977,6184
36101,1978,6715
36101,1979,7398
36101,1980,8266
36101,1981,9116
36101,1982,9718
36101,1983,10492
36101,1984,11312
36101,1985,12163
36101,1986,13139
36101,1987,13503
36101,1988,14819
36101,1989,16157
36101,1990,17090
36101,1991,17849
36101,1992,18398
36101,1993,18640
36101,1994,19297
36101,1995,20486
36101,1996,21583
36101,1997,21856
36101,1998,22919
36101,1999,24393
36101,2000,29331
36101,2001,27605
36101,2002,25839
36101,2003,25657
36101,2004,26732
36101,2005,28258
36101,2006,31226
36101,2007,32126
36101,2008,33798
36101,2009,33045
36101,2010,35503
36101,2011,36578
36101,2012,37351
36101,2013,38373
36101,2014,39563
36101,2015,40885
36101,2016,41275
36101,2017,43554
36101,2018,45241
36101,2019,47212
36103,1969,4185
36103,1970,4386
36103,1971,4742
36103,1972,5186
36103,1973,5608
36103,1974,6078
36103,1975,6569
36103,1976,6997
36103,1977,7557
36103,1978,8369
36103,1979,9348
36103,1980,10843
36103,1981,12150
36103,1982,13284
36103,1983,14368
36103,1984,16084
36103,1985,17379
36103,1986,18818
36103,1987,20002
36103,1988,21674
36103,1989,22913
36103,1990,24620
36103,1991,25008
36103,1992,25821
36103,1993,26444
36103,1994,27643
36103,1995,28594
36103,1996,29907
36103,1997,32176
36103,1998,33216
36103,1999,35027
36103,2000,37974
36103,2001,38348
36103,2002,38350
36103,2003,38907
36103,2004,41166
36103,2005,43249
36103,2006,46674
36103,2007,50098
36103,2008,50634
36103,2009,49288
36103,2010,50593
36103,2011,52497
36103,2012,55340
36103,2013,55445
36103,2014,57496
36103,2015,60384
36103,2016,62845
36103,2017,65649
36103,2018,68868
36103,2019,71911
36105,1969,3835
36105,1970,4115
36105,1971,4329
36105,1972,4631
36105,1973,4963
36105,1974,5298
36105,1975,5893
36105,1976,6049
36105,1977,6329
36105,1978,6877
36105,1979,7614
36105,1980,8853
36105,1981,10036
36105,1982,10946
36105,1983,11309
36105,1984,12769
36105,1985,13771
36105,1986,14719
36105,1987,15512
36105,1988,16384
36105,1989,17687
36105,1990,18312
36105,1991,18433
36105,1992,19521
36105,1993,20065
36105,1994,20660
36105,1995,21187
36105,1996,22447
36105,1997,22118
36105,1998,23369
36105,1999,24459
36105,2000,26434
36105,2001,25843
36105,2002,26405
36105,2003,27424
36105,2004,28777
36105,2005,29457
36105,2006,29855
36105,2007,30670
36105,2008,32604
36105,2009,33471
36105,2010,34597
36105,2011,35517
36105,2012,36597
36105,2013,36882
36105,2014,38825
36105,2015,41309
36105,2016,42070
36105,2017,44437
36105,2018,46012
36105,2019,48753
36107,1969,3520
36107,1970,3712
36107,1971,3884
36107,1972,4248
36107,1973,4621
36107,1974,5010
36107,1975,5431
36107,1976,5846
36107,1977,6318
36107,1978,7012
36107,1979,7856
36107,1980,8674
36107,1981,9576
36107,1982,10612
36107,1983,11393
36107,1984,12566
36107,1985,13404
36107,1986,14286
36107,1987,15070
36107,1988,15646
36107,1989,16637
36107,1990,16867
36107,1991,17590
36107,1992,18228
36107,1993,18437
36107,1994,18660
36107,1995,19380
36107,1996,20240
36107,1997,21230
36107,1998,21656
36107,1999,23358
36107,2000,24648
36107,2001,25278
36107,2002,25066
36107,2003,25510
36107,2004,27327
36107,2005,28418
36107,2006,30369
36107,2007,32049
36107,2008,33897
36107,2009,34789
36107,2010,35647
36107,2011,36908
36107,2012,38838
36107,2013,39997
36107,2014,42001
36107,2015,41401
36107,2016,42053
36107,2017,44275
36107,2018,44804
36107,2019,46969
36109,1969,3251
36109,1970,3523
36109,1971,3805
36109,1972,4029
36109,1973,4349
36109,1974,4712
36109,1975,5052
36109,1976,5298
36109,1977,5490
36109,1978,5992
36109,1979,6508
36109,1980,7468
36109,1981,8560
36109,1982,9502
36109,1983,10698
36109,1984,11932
36109,1985,12667
36109,1986,13573
36109,1987,14364
36109,1988,15119
36109,1989,16688
36109,1990,17173
36109,1991,17446
36109,1992,18231
36109,1993,18476
36109,1994,19136
36109,1995,19906
36109,1996,20298
36109,1997,21016
36109,1998,21926
36109,1999,23189
36109,2000,24478
36109,2001,25680
36109,2002,26117
36109,2003,27171
36109,2004,28570
36109,2005,28769
36109,2006,30140
36109,2007,31897
36109,2008,34318
36109,2009,34224
36109,2010,34966
36109,2011,36581
36109,2012,37821
36109,2013,37960
36109,2014,39083
36109,2015,41159
36109,2016,41111
36109,2017,43732
36109,2018,45120
36109,2019,46496
36111,1969,3771
36111,1970,4040
36111,1971,4251
36111,1972,4498
36111,1973,4934
36111,1974,5376
36111,1975,5853
36111,1976,6131
36111,1977,6592
36111,1978,7209
36111,1979,7965
36111,1980,8986
36111,1981,9992
36111,1982,11215
36111,1983,12271
36111,1984,13699
36111,1985,14687
36111,1986,15816
36111,1987,16378
36111,1988,17345
36111,1989,18756
36111,1990,19318
36111,1991,20004
36111,1992,20979
36111,1993,20391
36111,1994,20483
36111,1995,20916
36111,1996,21403
36111,1997,22289
36111,1998,23877
36111,1999,25012
36111,2000,26608
36111,2001,27366
36111,2002,27326
36111,2003,28121
36111,2004,30539
36111,2005,31939
36111,2006,33933
36111,2007,35618
36111,2008,37130
36111,2009,37118
36111,2010,38245
36111,2011,39623
36111,2012,40964
36111,2013,41308
36111,2014,42912
36111,2015,44679
36111,2016,46296
36111,2017,48584
36111,2018,50590
36111,2019,53006
36113,1969,3515
36113,1970,3859
36113,1971,4096
36113,1972,4331
36113,1973,4679
36113,1974,5054
36113,1975,5478
36113,1976,6001
36113,1977,6445
36113,1978,6978
36113,1979,7586
36113,1980,8534
36113,1981,9413
36113,1982,10293
36113,1983,11073
36113,1984,12416
36113,1985,13347
36113,1986,14602
36113,1987,15762
36113,1988,17197
36113,1989,18392
36113,1990,18823
36113,1991,19056
36113,1992,20404
36113,1993,20383
36113,1994,20857
36113,1995,22085
36113,1996,22768
36113,1997,23902
36113,1998,25097
36113,1999,26060
36113,2000,27882
36113,2001,28073
36113,2002,28845
36113,2003,30079
36113,2004,32267
36113,2005,32762
36113,2006,34362
36113,2007,35343
36113,2008,37763
36113,2009,38930
36113,2010,40855
36113,2011,42135
36113,2012,43469
36113,2013,44358
36113,2014,45092
36113,2015,46904
36113,2016,48233
36113,2017,50796
36113,2018,52822
36113,2019,55181
36115,1969,3102
36115,1970,3385
36115,1971,3535
36115,1972,3746
36115,1973,4092
36115,1974,4458
36115,1975,4691
36115,1976,5040
36115,1977,5350
36115,1978,5927
36115,1979,6533
36115,1980,7318
36115,1981,8154
36115,1982,8810
36115,1983,9442
36115,1984,10454
36115,1985,10957
36115,1986,11658
36115,1987,12356
36115,1988,13211
36115,1989,14221
36115,1990,14749
36115,1991,15098
36115,1992,16101
36115,1993,16605
36115,1994,17448
36115,1995,17919
36115,1996,18780
36115,1997,19471
36115,1998,20326
36115,1999,20788
36115,2000,22577
36115,2001,22690
36115,2002,22684
36115,2003,23543
36115,2004,25093
36115,2005,25880
36115,2006,26490
36115,2007,27440
36115,2008,29407
36115,2009,30211
36115,2010,31066
36115,2011,32707
36115,2012,33484
36115,2013,34116
36115,2014,35236
36115,2015,35808
36115,2016,36707
36115,2017,39002
36115,2018,40148
36115,2019,42181
36117,1969,3752
36117,1970,3854
36117,1971,4086
36117,1972,4342
36117,1973,4871
36117,1974,5408
36117,1975,5803
36117,1976,6140
36117,1977,6586
36117,1978,7316
36117,1979,7876
36117,1980,9056
36117,1981,10058
36117,1982,11147
36117,1983,11512
36117,1984,12636
36117,1985,13547
36117,1986,14378
36117,1987,15143
36117,1988,16104
36117,1989,17468
36117,1990,18068
36117,1991,18881
36117,1992,19974
36117,1993,20412
36117,1994,21115
36117,1995,21876
36117,1996,22483
36117,1997,23522
36117,1998,24020
36117,1999,24598
36117,2000,25809
36117,2001,26049
36117,2002,26190
36117,2003,27384
36117,2004,28292
36117,2005,28980
36117,2006,30295
36117,2007,31883
36117,2008,33526
36117,2009,33737
36117,2010,35095
36117,2011,36463
36117,2012,37546
36117,2013,38445
36117,2014,39295
36117,2015,41170
36117,2016,42377
36117,2017,44962
36117,2018,45828
36117,2019,47886
36119,1969,6365
36119,1970,6682
36119,1971,7095
36119,1972,7550
36119,1973,8005
36119,1974,8704
36119,1975,9446
36119,1976,10042
36119,1977,11044
36119,1978,12175
36119,1979,13616
36119,1980,15547
36119,1981,17644
36119,1982,19214
36119,1983,20449
36119,1984,22767
36119,1985,24408
36119,1986,26110
36119,1987,27560
36119,1988,30351
36119,1989,32369
36119,1990,34403
36119,1991,34399
36119,1992,36755
36119,1993,37306
36119,1994,38058
36119,1995,40800
36119,1996,43542
36119,1997,46664
36119,1998,50546
36119,1999,53762
36119,2000,57112
36119,2001,56684
36119,2002,55316
36119,2003,56504
36119,2004,61387
36119,2005,66134
36119,2006,73216
36119,2007,79308
36119,2008,80213
36119,2009,75153
36119,2010,76051
36119,2011,79996
36119,2012,87602
36119,2013,86452
36119,2014,90438
36119,2015,93819
36119,2016,96620
36119,2017,103808
36119,2018,109324
36119,2019,113477
36121,1969,3360
36121,1970,3534
36121,1971,3803
36121,1972,4226
36121,1973,4705
36121,1974,5041
36121,1975,5351
36121,1976,5592
36121,1977,5879
36121,1978,6325
36121,1979,7026
36121,1980,7738
36121,1981,8542
36121,1982,9322
36121,1983,9757
36121,1984,10777
36121,1985,11484
36121,1986,12184
36121,1987,12655
36121,1988,13210
36121,1989,14309
36121,1990,14554
36121,1991,14492
36121,1992,15644
36121,1993,15972
36121,1994,16767
36121,1995,17253
36121,1996,17921
36121,1997,18370
36121,1998,19060
36121,1999,19855
36121,2000,20731
36121,2001,21456
36121,2002,22413
36121,2003,23600
36121,2004,25185
36121,2005,26291
36121,2006,26817
36121,2007,28328
36121,2008,30012
36121,2009,29121
36121,2010,31234
36121,2011,33022
36121,2012,33969
36121,2013,35046
36121,2014,36990
36121,2015,36729
36121,2016,37265
36121,2017,39604
36121,2018,40115
36121,2019,43176
36123,1969,3293
36123,1970,3497
36123,1971,3767
36123,1972,3898
36123,1973,4502
36123,1974,5149
36123,1975,5467
36123,1976,5736
36123,1977,6057
36123,1978,6733
36123,1979,7401
36123,1980,8006
36123,1981,8988
36123,1982,9426
36123,1983,9907
36123,1984,10734
36123,1985,11381
36123,1986,11830
36123,1987,12349
36123,1988,13059
36123,1989,14000
36123,1990,14751
36123,1991,15267
36123,1992,15985
36123,1993,16194
36123,1994,16448
36123,1995,17092
36123,1996,17837
36123,1997,18900
36123,1998,19333
36123,1999,19905
36123,2000,21248
36123,2001,22471
36123,2002,22354
36123,2003,22675
36123,2004,25334
36123,2005,26146
36123,2006,27080
36123,2007,27619
36123,2008,28916
36123,2009,29549
36123,2010,31336
36123,2011,32677
36123,2012,33578
36123,2013,34154
36123,2014,35028
36123,2015,34915
36123,2016,36206
36123,2017,38359
36123,2018,38788
36123,2019,40877
