make,city_mpg,highway_mpg
Dodge,22,30
Nissan,16,20
Nissan,12,18
Toyota,17,22
Toyota,17,22
Nissan,106,92
Mitsubishi,25,30
Mitsubishi,24,30
Mitsubishi,23,28
VPG,11,16
VPG,13,18
Dodge,22,29
Buick,21,31
Chevrolet,14,19
Buick,17,27
Toyota,19,28
Nissan,25,30
Nissan,13,18
Nissan,12,17
Nissan,19,24
Chevrolet,17,24
Mazda,20,27
Dodge,18,26
Chevrolet,16,22
Aston Martin,14,21
smart,34,38
smart,34,38
Roush Performance,15,22
BMW,23,33
BMW,23,34
BMW,23,32
BMW,20,29
Chevrolet,12,18
Dodge,17,26
Toyota,26,34
Toyota,27,33
Toyota,53,46
Volkswagen,19,27
Buick,19,26
Hyundai,34,39
Kia,34,38
Hyundai,20,28
Nissan,26,30
Ford,23,29
Nissan,25,29
Toyota,25,31
Toyota,26,32
Toyota,20,26
Toyota,21,28
Toyota,21,28
Toyota,21,28
Toyota,19,26
Toyota,21,27
Toyota,19,26
Mercury,23,29
Ford,27,38
Toyota,21,27
Toyota,19,26
Toyota,20,25
Toyota,18,25
Nissan,16,23
Volkswagen,22,31
Volkswagen,17,27
Volkswagen,17,25
Chevrolet,25,36
Lexus,19,28
Ford,24,34
Lexus,19,26
Mazda,25,30
Volvo,16,23
Volvo,16,22
Hyundai,17,27
Hyundai,21,29
Hyundai,16,25
Hyundai,18,27
Volkswagen,21,32
Lincoln,18,26
Ford,22,31
Lincoln,17,25
Lincoln,18,27
Ford,20,27
Mazda,26,32
Mazda,26,34
Lexus,12,17
Toyota,13,18
Ram,17,25
Ford,31,40
Mazda,18,27
Ford,18,26
Ford,17,25
Ford,18,26
Ford,19,28
Ford,21,29
Ford,19,27
Ford,19,26
Lincoln,19,26
Ford,22,28
Ford,18,25
Ford,17,23
Ford,17,23
Lincoln,17,23
Ford,19,30
Ford,19,29
Ford,18,25
Ford,16,25
Ford,19,29
Kia,28,36
Ford,23,27
Kia,29,37
Kia,30,36
Hyundai,28,38
Hyundai,28,38
Hyundai,28,38
Hyundai,27,37
Hyundai,28,38
Mazda,21,30
Mazda,21,30
Ford,19,28
Ford,19,25
Porsche,16,23
Lincoln,17,23
Ford,17,24
Ford,17,24
Ford,18,25
Lincoln,17,24
Ford,17,23
Ford,16,22
Lincoln,16,22
Kia,21,30
Ford,22,31
Kia,21,28
Kia,20,26
Kia,20,25
Kia,20,26
Kia,21,26
Kia,18,24
BMW,107,96
CODA Automotive,77,68
Ford,110,99
Mercedes-Benz,23,32
Ford,19,28
Mercedes-Benz,22,32
Mercedes-Benz,19,28
Fiat,28,33
Lotus,18,26
Lotus,17,26
Lotus,20,28
Lotus,19,28
Porsche,19,27
Porsche,20,28
Porsche,19,27
Ford,18,22
Porsche,20,28
Porsche,19,27
Porsche,19,27
Porsche,19,26
Porsche,19,27
Mercedes-Benz,13,19
Mercedes-Benz,19,27
Mercedes-Benz,19,28
Mercedes-Benz,20,28
Mercedes-Benz,19,27
Mercury,28,39
Ford,16,22
Chevrolet,27,36
Ford,26,35
Ford,27,37
Ford,28,39
Mercedes-Benz,19,28
Chevrolet,27,36
Mercedes-Benz,15,20
Mercedes-Benz,14,18
Scion,24,33
Scion,22,30
Ford,16,24
Subaru,24,33
Subaru,21,29
Porsche,16,24
Porsche,16,24
Infiniti,18,24
Infiniti,18,23
Maybach,10,16
Maybach,10,16
Maybach,10,16
Maybach,10,16
Ford,17,24
Maybach,10,16
Ferrari,12,18
Ferrari,11,15
Ferrari,11,15
Ferrari,11,15
Ferrari,11,15
Ferrari,13,19
Ferrari,13,19
Ferrari,9,16
Ferrari,10,16
Ford,16,24
Ferrari,12,18
Ferrari,12,18
Ferrari,12,18
Ferrari,12,18
Ferrari,13,19
Ferrari,13,19
Honda,27,38
Ferrari,11,17
Ferrari,11,17
Lexus,29,34
Honda,21,27
Hyundai,22,33
Hyundai,24,34
Hyundai,24,34
Lexus,18,25
Lexus,31,28
BMW,21,28
BMW,19,26
BMW,14,20
BMW,14,20
Lexus,18,24
Honda,23,31
Lexus,29,27
BMW,16,23
BMW,12,17
BMW,16,23
BMW,12,17
Chevrolet,14,21
Chevrolet,15,24
smart,34,38
smart,34,38
Bentley,14,24
Honda,21,27
Bentley,11,19
Bentley,12,19
Bentley,15,24
Bentley,12,19
Hyundai,28,37
Hyundai,28,37
Bentley,11,19
Ford,22,30
Ford,22,29
Ford,21,28
Honda,22,29
Chevrolet,16,25
Chevrolet,15,24
Mercedes-Benz,17,25
Porsche,20,29
Porsche,22,31
Porsche,19,27
Porsche,20,28
Porsche,19,27
Porsche,20,28
Porsche,19,27
Mercury,17,24
Porsche,19,27
Porsche,19,26
Porsche,19,27
Porsche,19,27
Porsche,20,27
Porsche,19,26
Porsche,20,27
Porsche,18,26
Porsche,19,26
Porsche,18,26
Mercury,16,24
Porsche,19,26
Ford,15,24
Chevrolet,14,19
Chevrolet,12,18
Chevrolet,16,24
Chevrolet,19,29
Chevrolet,17,27
Chevrolet,16,24
Audi,18,28
Buick,25,36
Mercury,23,33
Mercury,23,29
Buick,25,36
Cadillac,14,19
Cadillac,12,18
Dodge,27,38
Dodge,25,35
Infiniti,18,24
Audi,18,28
Hyundai,15,23
Porsche,18,26
Porsche,18,26
Mercury,27,38
Audi,20,26
Cadillac,14,19
Cadillac,12,18
Chevrolet,15,20
Chevrolet,15,21
Chevrolet,15,22
Chevrolet,14,19
Chevrolet,13,18
GMC,15,20
GMC,15,22
Mercury,24,34
GMC,15,21
GMC,14,19
GMC,13,18
Chevrolet,14,18
Chevrolet,15,21
Chevrolet,13,18
Chevrolet,12,18
GMC,14,18
GMC,15,21
GMC,13,18
Mercury,22,31
GMC,12,18
Chevrolet,15,20
Chevrolet,13,18
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
GMC,15,20
GMC,13,18
GMC,13,17
GMC,13,17
Mercury,31,40
GMC,13,17
Chevrolet,11,17
Chevrolet,13,17
Chevrolet,13,17
GMC,11,17
GMC,13,17
GMC,13,17
Lincoln,20,28
Porsche,16,22
Porsche,15,21
Mercury,19,24
Hyundai,21,30
Hyundai,20,27
Hyundai,22,29
Hyundai,20,26
Kia,21,30
Kia,20,27
Kia,21,28
Ford,22,29
Hyundai,20,27
Hyundai,19,25
Mercury,22,31
Kia,20,27
Kia,19,25
Kia,20,25
Subaru,21,27
Subaru,21,26
Subaru,19,23
Cadillac,14,18
Cadillac,14,18
Chevrolet,15,21
Chevrolet,15,21
Mercury,19,28
Chevrolet,15,21
Chevrolet,10,16
GMC,15,21
GMC,15,21
GMC,14,18
GMC,14,18
GMC,10,16
Cadillac,13,18
Chevrolet,15,21
Chevrolet,15,21
Mercury,18,22
Chevrolet,15,21
GMC,15,21
GMC,15,21
GMC,13,18
Toyota,51,49
Infiniti,17,25
Infiniti,16,24
Infiniti,17,25
Infiniti,19,26
Infiniti,18,25
Merkur,16,20
Buick,17,27
Infiniti,16,24
Infiniti,16,23
Infiniti,27,31
Infiniti,18,26
Subaru,21,28
Subaru,24,32
Subaru,18,24
Cadillac,17,27
GMC,12,18
Mercury,36,46
Merkur,18,23
Chevrolet,10,15
GMC,10,15
Chevrolet,11,17
Chevrolet,11,16
Chevrolet,11,16
GMC,11,17
GMC,11,16
GMC,11,16
Subaru,21,28
Subaru,24,30
Mazda,22,28
Subaru,18,24
Cadillac,13,18
Cadillac,13,18
Chevrolet,10,16
GMC,13,18
GMC,10,16
Fisker,20,21
Porsche,20,27
Porsche,21,29
Porsche,17,24
Mazda,23,27
Porsche,16,24
Porsche,17,24
Porsche,16,24
Porsche,16,24
Porsche,16,24
Ford,29,37
Ford,29,37
Ford,29,38
Buick,21,31
Chevrolet,18,26
Mazda,24,31
Scion,23,30
Scion,22,30
Subaru,27,35
Subaru,19,25
Subaru,17,23
Buick,17,27
Buick,18,28
Buick,20,31
Buick,18,28
Cadillac,18,26
Mazda,20,26
Chevrolet,26,37
Chevrolet,26,37
Chevrolet,28,40
Chevrolet,26,36
Chevrolet,25,35
Chevrolet,22,34
Cadillac,18,26
Subaru,27,35
Subaru,19,25
Subaru,17,23
Mazda,23,29
Porsche,15,22
Toyota,20,26
Toyota,19,26
Toyota,20,26
Toyota,18,25
Cadillac,17,24
Cadillac,16,23
Tesla,88,90
Audi,22,31
Mercedes-Benz,22,32
Mazda,19,26
Audi,22,32
Audi,18,28
Audi,18,26
Audi,17,26
Audi,16,23
Audi,22,31
Audi,18,25
Chevrolet,31,37
Roush Performance,14,22
Roush Performance,16,23
Mercedes-Benz,17,22
Volkswagen,22,30
Volvo,19,27
Audi,22,32
Audi,18,28
Audi,17,26
Chevrolet,28,38
Chevrolet,27,36
Hyundai,28,37
Hyundai,27,37
Hyundai,24,31
Mercedes-Benz,22,27
Hyundai,24,35
Kia,25,34
Kia,24,32
Kia,23,30
Kia,22,31
Subaru,24,33
Volkswagen,24,33
Volkswagen,19,27
Volvo,18,25
Volvo,21,30
Mercedes-Benz,16,20
Volvo,21,29
Volvo,21,30
Volvo,20,29
BMW,20,30
Cadillac,18,26
Cadillac,16,26
Cadillac,18,27
Cadillac,18,26
Chevrolet,28,38
Chevrolet,27,36
Mercury,31,39
Mercedes-Benz,12,15
Dodge,24,33
Hyundai,27,37
Hyundai,26,37
Kia,22,33
Kia,24,34
Kia,24,34
Kia,25,35
Kia,25,34
Kia,27,35
Kia,23,31
Mcevoy Motors,18,23
Kia,22,31
Nissan,27,38
Nissan,22,30
Volkswagen,24,32
Volkswagen,22,33
Volkswagen,30,40
Volkswagen,20,28
Volvo,18,25
Cadillac,17,26
Mitsubishi,18,24
Audi,21,30
Audi,21,28
Cadillac,18,26
Cadillac,18,26
Cadillac,18,26
Subaru,24,33
Chevrolet,20,23
GMC,20,23
Chevrolet,20,23
GMC,20,23
Mitsubishi,18,24
Volkswagen,18,26
Volkswagen,21,26
Volkswagen,20,29
Volkswagen,20,26
Acura,20,28
Acura,19,27
Chevrolet,20,28
Chevrolet,20,28
GMC,20,28
GMC,20,28
Oldsmobile,19,29
Subaru,23,29
Subaru,25,32
Volvo,17,23
Volvo,17,23
Cadillac,20,23
Chevrolet,20,23
GMC,20,23
Jeep,17,23
Audi,16,21
Cadillac,20,23
Oldsmobile,19,30
Chevrolet,20,23
GMC,20,23
GMC,20,23
Jeep,16,23
Land Rover,12,17
Chevrolet,35,40
Bugatti,8,15
Lamborghini,13,20
Lamborghini,13,20
Lamborghini,12,20
Oldsmobile,17,25
Lamborghini,12,20
Mazda,22,27
Mazda,21,27
Mazda,21,27
Mercedes-Benz,16,25
Mercedes-Benz,19,28
Nissan,19,26
Nissan,18,25
Nissan,18,25
Nissan,18,24
Oldsmobile,21,29
Jaguar,15,22
Jaguar,16,22
Jaguar,16,24
Jaguar,15,22
Audi,24,31
Audi,20,30
Audi,20,30
Chevrolet,28,36
Mercedes-Benz,19,29
Mercedes-Benz,19,29
Oldsmobile,22,30
Mercedes-Benz,19,27
Mercedes-Benz,20,28
Mercedes-Benz,19,28
Mercedes-Benz,17,27
Mercedes-Benz,16,25
Volkswagen,27,39
Volkswagen,27,39
Audi,24,31
Audi,20,30
Buick,20,31
Oldsmobile,22,29
Cadillac,22,32
Chevrolet,26,34
Chevrolet,24,34
Mercedes-Benz,15,24
Mercedes-Benz,15,22
Mercedes-Benz,17,25
Mercedes-Benz,16,25
Mercedes-Benz,16,25
Volkswagen,29,37
Volkswagen,29,39
Mercury,31,39
Oldsmobile,23,33
Audi,25,33
Audi,20,30
Audi,18,28
Audi,18,27
Buick,19,27
Buick,17,25
Buick,19,30
Buick,19,30
Chevrolet,26,34
Chevrolet,24,34
Oldsmobile,18,24
Lexus,21,30
Lexus,40,39
Mercedes-Benz,19,28
Mercedes-Benz,19,29
Mercedes-Benz,16,26
Mercedes-Benz,16,24
Volkswagen,29,37
Volkswagen,29,39
Volkswagen,22,32
Volkswagen,22,31
Oldsmobile,17,25
Volkswagen,23,29
Volkswagen,24,34
Volvo,19,28
Chevrolet,18,28
Chevrolet,18,29
Mercedes-Benz,15,25
Mercedes-Benz,15,23
Mercedes-Benz,15,24
Porsche,15,23
Porsche,15,23
Peugeot,18,21
Audi,21,28
Audi,29,37
Volkswagen,29,37
Volkswagen,29,39
Mercedes-Benz,15,23
Porsche,17,23
Porsche,15,22
Volkswagen,20,24
Volkswagen,17,23
Chevrolet,17,24
Peugeot,17,20
Chevrolet,22,31
Chevrolet,17,24
Chevrolet,22,31
Chevrolet,20,28
Chevrolet,17,24
GMC,22,31
GMC,17,24
GMC,22,31
Chevrolet,16,22
Subaru,16,21
Peugeot,17,22
Volvo,18,24
Volvo,18,24
Dodge,14,20
Dodge,16,23
Jeep,14,20
Dodge,16,23
Dodge,13,20
Jeep,13,20
Jeep,12,18
Land Rover,13,18
Peugeot,18,21
Lexus,15,20
Mercedes-Benz,18,23
Mercedes-Benz,23,32
Mercedes-Benz,21,28
Mercedes-Benz,13,19
Mercedes-Benz,13,19
Maserati,13,21
Maserati,13,20
Mercedes-Benz,21,31
Mercedes-Benz,13,19
Peugeot,16,22
Mercedes-Benz,13,19
Mercedes-Benz,19,27
Mercedes-Benz,20,28
Mercedes-Benz,20,28
Mercedes-Benz,19,27
Mercedes-Benz,19,28
Volkswagen,21,30
Mazda,29,34
Mercedes-Benz,19,28
Mercedes-Benz,20,28
Peugeot,21,25
Mercedes-Benz,22,31
Mercedes-Benz,20,28
Mercedes-Benz,13,19
Mercedes-Benz,12,18
Rolls-Royce,11,19
Rolls-Royce,11,19
Volkswagen,21,30
Volkswagen,28,40
Mercedes-Benz,20,29
Mercedes-Benz,19,28
Peugeot,16,20
Ford,22,31
Hyundai,18,28
Hyundai,16,25
Maserati,12,19
Mercedes-Benz,19,25
Mercedes-Benz,12,19
Mercedes-Benz,12,19
Porsche,22,30
Rolls-Royce,11,19
Mercury,21,26
Peugeot,16,20
Rolls-Royce,11,19
Kia,26,31
Kia,25,30
Kia,25,30
Kia,24,29
Kia,23,28
Kia,24,29
Mercedes-Benz,19,27
Chrysler,17,25
Dodge,17,25
Plymouth,21,24
Dodge,17,25
Ram,17,25
Volkswagen,17,25
Porsche,20,24
Dodge,17,25
Dodge,19,26
Hyundai,21,29
Hyundai,20,27
Infiniti,17,24
Jeep,23,28
Plymouth,22,31
Jeep,23,28
Jeep,21,27
Jeep,21,27
Jeep,22,27
Jeep,22,27
Jeep,23,30
Jeep,23,30
Mercedes-Benz,19,25
Mercedes-Benz,19,25
Nissan,23,28
Plymouth,17,22
Volvo,19,25
Volvo,19,25
Dodge,16,24
Hyundai,20,26
Hyundai,19,24
Infiniti,14,20
Infiniti,16,22
Jeep,22,27
Jeep,22,27
Jeep,20,23
Plymouth,20,26
Jeep,20,23
Jeep,21,26
Jeep,21,26
Mercedes-Benz,19,24
Mercedes-Benz,19,24
Nissan,22,26
Mercedes-Benz,18,23
Audi,19,27
Audi,20,28
Mercedes-Benz,18,23
Plymouth,17,21
Mercedes-Benz,14,20
Mercedes-Benz,13,17
Mercedes-Benz,16,21
Mercedes-Benz,12,15
Mercedes-Benz,12,14
BMW,22,32
BMW,22,33
BMW,19,26
BMW,17,23
BMW,17,23
Plymouth,21,25
MINI,27,34
MINI,27,34
MINI,27,35
MINI,29,36
MINI,26,34
MINI,26,34
MINI,26,34
MINI,26,34
MINI,25,33
MINI,26,34
Plymouth,22,29
MINI,26,34
MINI,26,34
MINI,27,35
MINI,29,36
MINI,27,34
MINI,27,34
MINI,26,34
MINI,26,34
MINI,26,34
MINI,26,34
Plymouth,22,30
MINI,26,34
MINI,26,34
MINI,26,34
MINI,26,34
Scion,36,37
BMW,18,25
BMW,18,25
BMW,19,27
BMW,18,27
BMW,19,27
Plymouth,18,26
BMW,18,26
BMW,20,28
BMW,17,23
BMW,18,26
BMW,18,27
BMW,19,27
MINI,27,34
MINI,27,34
MINI,26,34
MINI,26,34
Mercury,22,31
Plymouth,17,26
MINI,26,34
MINI,26,34
Volkswagen,21,27
Volkswagen,21,28
BMW,23,33
BMW,22,33
BMW,22,32
BMW,20,29
BMW,20,30
BMW,20,28
Pontiac,18,24
BMW,17,23
BMW,18,26
BMW,20,30
Chrysler,19,28
Chrysler,18,27
Ford,27,36
Ford,27,36
Ford,26,35
Ford,23,31
Ford,27,37
Pontiac,18,28
Ford,27,37
Ford,26,35
Ford,28,39
Mazda,28,33
Mazda,26,37
Mazda,28,39
Mazda,25,32
Mazda,24,32
Mazda,20,28
Mazda,22,28
Pontiac,19,29
Mercedes-Benz,20,29
Mercedes-Benz,19,26
Mercedes-Benz,12,18
MINI,25,29
MINI,27,34
MINI,25,31
MINI,26,32
MINI,23,30
MINI,25,30
MINI,25,31
Pontiac,19,29
MINI,23,30
MINI,25,30
Mitsubishi,24,33
Mitsubishi,25,33
Mitsubishi,22,30
Mitsubishi,23,30
Mitsubishi,18,25
Mitsubishi,22,28
Mitsubishi,17,23
Mitsubishi,17,22
Pontiac,17,25
Toyota,26,33
Toyota,27,33
Volkswagen,24,31
Volkswagen,22,29
Volkswagen,22,30
Volkswagen,21,31
Volkswagen,23,33
Volkswagen,22,31
Audi,17,27
Audi,17,27
Pontiac,18,25
BMW,22,32
BMW,24,33
BMW,18,26
BMW,24,33
BMW,22,32
BMW,20,30
BMW,20,29
BMW,21,29
BMW,17,25
BMW,15,22
Pontiac,22,30
Chevrolet,22,33
Chrysler,19,28
Chrysler,20,30
Chrysler,21,28
Dodge,19,28
Dodge,14,23
Dodge,16,25
Dodge,18,27
Dodge,15,23
Dodge,14,23
Pontiac,18,29
Dodge,20,30
Dodge,21,28
Mazda,26,37
Mazda,28,37
Mazda,18,25
Mercedes-Benz,20,29
Mercedes-Benz,19,28
MINI,23,30
MINI,25,30
MINI,23,30
Pontiac,22,29
MINI,25,30
Volkswagen,24,31
Volkswagen,23,33
BMW,20,30
Chrysler,14,23
Chrysler,15,23
Chrysler,16,25
Chrysler,18,27
Chrysler,19,30
Chrysler,18,27
TVR Engineering Ltd,15,22
Mercury,19,29
Pontiac,23,33
Chrysler,19,30
Dodge,15,23
Dodge,16,25
Dodge,18,27
Dodge,18,27
Dodge,19,30
Dodge,18,27
Dodge,18,27
Dodge,19,30
Dodge,14,23
Renault,23,28
Ford,42,37
Mitsubishi,24,32
Mitsubishi,22,28
Volkswagen,24,31
Volkswagen,23,33
Ford,21,27
Ford,22,26
Ford,23,32
GMC,17,24
Jeep,17,21
Renault,29,37
Jeep,16,20
Jeep,17,21
Jeep,16,21
Lexus,18,26
Ford,110,99
Lamborghini,11,18
Ferrari,14,19
Fiat,28,33
Fiat,28,33
Fiat,27,33
Renault,28,34
Fiat,30,38
BMW,18,28
BMW,19,28
BMW,18,26
BMW,19,28
BMW,20,28
BMW,17,25
BMW,16,25
BMW,18,26
BMW,17,26
Renault,28,36
BMW,14,21
BMW,14,20
BMW,14,20
BMW,14,20
BMW,17,24
BMW,15,22
BMW,14,20
Nissan,23,31
Suzuki,22,29
Suzuki,23,29
Renault,21,26
Suzuki,22,30
Suzuki,23,29
BMW,18,28
BMW,19,28
BMW,23,32
BMW,23,32
BMW,16,24
BMW,17,24
BMW,16,24
BMW,15,22
Renault,25,34
BMW,14,20
MINI,26,32
Suzuki,23,32
Suzuki,25,31
Suzuki,23,31
Suzuki,23,29
Suzuki,23,30
Suzuki,21,30
Suzuki,20,29
Suzuki,22,29
Renault,23,27
Suzuki,22,29
Audi,17,28
BMW,25,32
BMW,23,30
BMW,16,24
BMW,15,22
BMW,14,20
BMW,17,24
BMW,16,24
BMW,15,22
Rolls-Royce,7,9
BMW,14,20
Buick,19,26
Dodge,27,36
Ford,43,39
Ford,25,36
Ford,23,35
Ford,22,32
Ford,22,33
Ford,22,31
Audi,16,26
Saab,17,20
Audi,13,21
BMW,18,26
BMW,16,24
BMW,16,24
BMW,19,28
BMW,19,28
BMW,19,28
BMW,17,24
BMW,16,24
BMW,16,24
Merkur,16,20
Saab,17,20
BMW,16,24
BMW,16,24
BMW,16,24
BMW,16,24
BMW,16,24
BMW,13,20
Rolls-Royce,13,21
Rolls-Royce,13,21
Toyota,25,31
Toyota,26,32
Saab,17,20
Toyota,20,26
Toyota,21,28
Toyota,21,28
Toyota,17,21
Toyota,16,21
Toyota,19,24
Toyota,21,25
Toyota,16,21
Toyota,16,19
Toyota,18,21
Saab,18,24
Toyota,18,21
Toyota,19,24
Toyota,18,25
Toyota,16,23
Porsche,20,29
Mitsubishi,23,29
Mitsubishi,24,30
Suzuki,19,25
Suzuki,19,24
Mitsubishi,24,29
Saab,18,24
Suzuki,19,23
Buick,17,24
Chevrolet,17,24
GMC,17,24
Buick,16,22
Chevrolet,16,23
GMC,16,23
Ferrari,13,17
Ferrari,13,17
Ferrari,13,17
Saab,18,24
Ferrari,13,17
Ferrari,14,19
Audi,20,29
Audi,20,29
Scion,27,33
Scion,27,32
Acura,24,34
Acura,22,31
Acura,38,38
Acura,21,29
Saab,18,24
Acura,22,31
Acura,19,28
Audi,20,29
Buick,21,29
Cadillac,18,26
Cadillac,18,26
Cadillac,19,27
Cadillac,19,27
Honda,40,42
Honda,40,42
Subaru,19,23
Acura,20,29
Acura,18,24
Acura,18,26
Audi,15,26
Bentley,11,18
Chevrolet,21,29
Dodge,28,38
Dodge,28,39
Ferrari,11,17
Ferrari,11,17
Subaru,21,24
Honda,26,34
Honda,24,34
Honda,21,33
Honda,21,31
Honda,18,28
Nissan,19,26
Hyundai,20,29
Acura,22,29
Audi,20,26
Nissan,27,31
Subaru,21,26
Nissan,25,30
Nissan,25,29
Ford,15,21
Ford,15,21
Ford,13,18
Ford,17,23
Ford,17,23
Ford,16,22
Ford,16,22
Nissan,13,18
Subaru,22,29
Nissan,13,18
Ram,14,20
Ram,14,20
Ram,17,25
Toyota,16,20
Toyota,15,20
Toyota,13,18
Ford,12,16
Ford,12,16
Ford,14,19
Merkur,17,22
Subaru,18,21
Ford,14,19
Ford,16,21
Ford,16,21
Ford,15,21
Ford,15,21
Nissan,12,17
Nissan,12,17
Ram,14,19
Ram,13,19
Ram,16,23
Subaru,19,23
Toyota,14,19
Toyota,13,17
Toyota,13,18
Ford,13,17
Ford,13,17
Ford,12,16
Ford,12,16
Ford,12,16
Ford,10,14
Ford,13,16
Toyota,22,28
Ford,12,16
Ford,12,15
Ford,10,14
Honda,18,27
Honda,19,27
Nissan,19,25
Buick,25,33
Honda,23,30
Honda,18,25
Mitsubishi,22,28
Toyota,23,31
Mitsubishi,19,26
Toyota,20,25
Toyota,18,24
Toyota,16,20
Acura,16,21
Chevrolet,16,23
Chevrolet,16,23
GMC,16,23
GMC,16,23
Honda,22,29
Toyota,24,29
Mitsubishi,22,27
Mitsubishi,19,24
Toyota,17,22
Toyota,17,20
Toyota,15,18
Ford,14,20
Lincoln,14,20
Nissan,13,19
Nissan,13,19
Toyota,17,22
Toyota,24,32
Toyota,13,18
Ford,13,18
Ford,16,22
Honda,17,24
Lincoln,13,18
Mercedes-Benz,14,19
Mercedes-Benz,19,26
Mercedes-Benz,13,18
Nissan,12,18
Nissan,12,18
Toyota,26,33
Toyota,28,28
Toyota,17,21
Toyota,17,21
Toyota,13,17
Toyota,13,17
Honda,132,105
Nissan,31,40
Nissan,27,35
Nissan,26,35
Honda,26,35
Toyota,16,22
Infiniti,19,26
Infiniti,17,25
Infiniti,18,25
Honda,27,33
Honda,28,35
Honda,27,33
Infiniti,18,25
Infiniti,17,24
Audi,20,27
Mercedes-Benz,20,27
Toyota,17,22
Ford,24,35
Bentley,12,20
Lexus,16,23
Lexus,19,26
Lexus,19,27
Lexus,21,27
Lexus,21,29
Cadillac,20,29
Lexus,43,40
Toyota,30,35
Volkswagen,31,37
Toyota,30,36
Lincoln,22,32
Lincoln,22,31
Lincoln,18,26
Lincoln,19,27
Lincoln,38,37
BMW,22,30
Honda,16,21
Mazda,21,28
Mazda,22,28
Mazda,21,26
Volkswagen,21,25
Mazda,17,24
Audi,24,30
Mazda,16,22
Infiniti,14,20
Infiniti,14,20
smart,122,93
smart,122,93
Scion,138,105
Toyota,78,74
Lotus,18,26
Volkswagen,23,31
Lotus,17,26
Lotus,20,28
Lotus,19,28
Bentley,12,21
Cadillac,21,31
Toyota,53,46
Chevrolet,27,33
Chevrolet,25,33
Jaguar,17,27
Jaguar,16,25
Volkswagen,21,26
Lexus,16,24
Lexus,16,23
Lexus,16,24
Lexus,16,23
Toyota,49,46
Jaguar,15,23
Jaguar,15,23
Jaguar,16,24
Jaguar,16,24
Nissan,26,30
Volkswagen,21,24
Nissan,25,29
Toyota,43,39
Nissan,18,24
Land Rover,20,27
Nissan,18,23
Toyota,51,49
Ford,40,36
CODA Automotive,77,68
Mercedes-Benz,14,21
Mercedes-Benz,13,19
Volkswagen,23,28
Mercedes-Benz,13,19
Cadillac,19,29
Jaguar,15,23
Mercedes-Benz,24,30
Mercedes-Benz,21,32
Nissan,27,35
Nissan,30,38
Nissan,29,38
Toyota,21,30
Jaguar,16,24
Volkswagen,21,25
Jaguar,18,27
Mercedes-Benz,21,31
Ram,17,25
Ram,18,25
Nissan,20,25
Audi,18,26
Nissan,19,25
Land Rover,13,17
Mitsubishi,126,99
Mercedes-Benz,19,27
Volkswagen,23,31
BMW,15,19
BMW,14,20
Ford,27,36
BMW,23,30
Honda,21,29
Mercedes-Benz,18,23
Volkswagen,41,48
Tesla,94,97
Tesla,88,90
Audi,16,22
Volkswagen,21,26
Jaguar,19,30
Lexus,19,23
Toyota,25,34
Toyota,40,39
Toyota,42,38
Toyota,40,37
Toyota,21,30
Toyota,21,30
VPG,13,18
Ford,18,25
Volkswagen,21,24
Land Rover,17,24
Land Rover,13,19
Land Rover,14,20
BYD,60,64
Aston Martin,13,19
Aston Martin,14,21
Aston Martin,13,19
Aston Martin,14,21
Aston Martin,13,19
Cadillac,15,21
Volkswagen,23,28
Cadillac,15,21
Hyundai,18,25
Buick,23,29
Hyundai,18,24
Nissan,17,22
BMW,19,26
Fiat,122,108
Toyota,78,74
Ford,40,36
Mazda,25,36
Mazda,23,29
Volkswagen,16,20
Mazda,26,37
Mazda,25,31
Mazda,26,34
Mazda,26,32
Mazda,24,29
Mazda,25,30
Ford,19,29
Ford,19,30
Ford,15,24
Ford,18,25
Volkswagen,17,22
Subaru,22,28
Subaru,24,31
Subaru,23,27
Lamborghini,10,16
Dodge,24,33
Nissan,30,39
Scion,22,27
Scion,22,27
Nissan,17,23
Nissan,19,23
Volvo,18,22
Nissan,16,22
Nissan,16,22
Nissan,15,21
Nissan,16,21
Nissan,16,22
Toyota,23,30
Nissan,15,20
Nissan,16,20
Toyota,22,28
Toyota,22,29
Volvo,19,26
Ford,19,29
Ford,16,25
Nissan,16,23
Audi,24,36
Kia,20,26
Kia,19,27
Kia,18,25
Kia,19,24
Kia,18,23
Nissan,17,22
Volvo,15,19
Audi,13,22
Audi,13,22
Audi,14,23
Audi,14,23
Audi,12,19
Audi,12,19
Audi,11,20
Audi,11,20
Aston Martin,13,19
Aston Martin,13,19
Volvo,15,20
Aston Martin,13,19
Roush Performance,14,22
Jeep,21,28
Jeep,21,28
Jeep,21,28
Jeep,21,28
Jeep,23,28
Jeep,23,28
Jeep,23,30
Jeep,21,27
Dodge,15,23
Jeep,21,27
Jeep,23,28
Jeep,23,28
Jeep,13,19
Porsche,15,22
Honda,31,37
MINI,27,34
MINI,27,34
MINI,26,34
BMW,23,35
ASC Incorporated,14,21
BMW,23,34
Honda,22,31
MINI,25,29
MINI,27,34
Ram,15,21
Honda,19,27
Mercedes-Benz,13,17
Roush Performance,15,22
Porsche,14,20
BMW,22,32
Audi,15,23
BMW,19,26
BMW,17,23
BMW,17,23
BMW,22,32
BMW,20,30
BMW,16,24
BMW,16,24
BMW,20,30
BMW,16,24
Kia,24,35
Audi,16,20
Kia,24,34
