sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2018-02-22,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,629000,1,0,1,4141,876,1945,2018,73
2018-02-22,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,878000,1,0,1,4256,1574,1930,2018,88
2018-02-22,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,682000,1,0,1,4000,1500,1930,2018,88
2018-02-22,4,Queens,CORONA,01 ONE FAMILY DWELLINGS,11368,765000,1,0,1,2500,1098,1925,2018,93
2018-02-22,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,828000,1,0,1,2000,1280,1945,2018,73
2018-02-22,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,448000,1,0,1,2975,1800,1915,2018,103
2018-02-22,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,930000,1,0,1,3429,1725,1940,2018,78
2018-02-22,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,1241223,1,0,1,3800,1194,1950,2018,68
2018-02-22,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1050000,1,0,1,2000,1520,1940,2018,78
2018-02-22,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,489000,1,0,1,2500,1332,1925,2018,93
2018-02-22,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,548000,1,0,1,2618,1216,1925,2018,93
2018-02-22,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,500000,1,0,1,2000,1497,1910,2018,108
2018-02-22,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,280000,1,0,1,2523,1296,1925,2018,93
2018-02-22,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11434,256000,1,0,1,2000,1092,1930,2018,88
2018-02-22,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,660000,1,0,1,2600,1272,1930,2018,88
2018-02-22,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,310000,1,0,1,3000,928,1935,2018,83
2018-02-22,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,168150,1,0,1,2923,1100,1930,2018,88
2018-02-22,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,550000,1,0,1,4000,1845,1930,2018,88
2018-02-22,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,855000,1,0,1,2500,1618,1920,2018,98
2018-02-22,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,675000,1,0,1,2141,1768,1920,2018,98
2018-02-22,5,Staten Island,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,10304,402000,1,0,1,1134,780,1995,2018,23
2018-02-22,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,450000,1,0,1,1550,1968,1992,2018,26
2018-02-22,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,490000,1,0,1,3135,1920,1978,2018,40
2018-02-22,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,1175000,1,0,1,13500,1935,1930,2018,88
2018-02-22,5,Staten Island,HUGUENOT,01 ONE FAMILY DWELLINGS,10312,545000,1,0,1,4142,2042,1970,2018,48
2018-02-22,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,575000,1,0,1,3920,1118,1955,2018,63
2018-02-22,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,330000,1,0,1,4900,960,1915,2018,103
2018-02-22,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10305,322452,1,0,1,2300,924,1965,2018,53
2018-02-22,5,Staten Island,PORT IVORY,01 ONE FAMILY DWELLINGS,10303,430000,1,0,1,5000,912,1960,2018,58
2018-02-22,5,Staten Island,STAPLETON,01 ONE FAMILY DWELLINGS,10304,430000,1,0,1,3750,1518,1920,2018,98
2018-02-22,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10314,595000,1,0,1,2700,1332,1965,2018,53
2018-02-21,2,Bronx,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,10453,437500,1,0,1,3933,2762,1910,2018,108
2018-02-21,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,10469,605500,1,0,1,2600,1942,1960,2018,58
2018-02-21,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,10469,346000,1,0,1,2500,1980,1948,2018,70
2018-02-21,2,Bronx,WESTCHESTER,01 ONE FAMILY DWELLINGS,10461,280000,1,0,1,3555,1514,1920,2018,98
2018-02-21,3,Brooklyn,BATH BEACH,01 ONE FAMILY DWELLINGS,11214,710000,1,0,1,2417,1742,1930,2018,88
2018-02-21,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,448500,1,0,1,2000,1340,1987,2018,31
2018-02-21,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,3380000,1,1,2,2000,3520,1931,2018,87
2018-02-21,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11208,425000,1,0,1,1968,1340,1910,2018,108
2018-02-21,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,475000,1,0,1,2175,1438,1935,2018,83
2018-02-21,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,730000,1,0,1,2850,3245,1920,2018,98
2018-02-21,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,1300000,1,0,1,3492,1274,1925,2018,93
2018-02-21,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,1800000,1,0,1,2567,1676,1925,2018,93
2018-02-21,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,695888,1,0,1,2500,960,1950,2018,68
2018-02-21,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11429,575000,1,0,1,4000,1339,1945,2018,73
2018-02-21,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,763000,1,0,1,2500,1296,1960,2018,58
2018-02-21,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,660000,1,0,1,1820,864,1940,2018,78
2018-02-21,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,185250,1,0,1,4829,1990,1930,2018,88
2018-02-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,939800,1,0,1,3840,1067,1925,2018,93
2018-02-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,1130000,1,0,1,2000,1600,1935,2018,83
2018-02-21,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,790000,1,0,1,1800,1296,1940,2018,78
2018-02-21,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,825000,1,0,1,4000,2318,1960,2018,58
2018-02-21,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11370,710000,1,0,1,1800,1831,1955,2018,63
2018-02-21,4,Queens,JAMAICA HILLS,01 ONE FAMILY DWELLINGS,11432,500000,1,0,1,2342,1280,1920,2018,98
2018-02-21,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11377,720000,1,0,1,2000,1520,1945,2018,73
2018-02-21,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,579000,1,0,1,2007,1328,1930,2018,88
2018-02-21,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,350000,1,0,1,1216,1432,1960,2018,58
2018-02-21,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11411,390000,1,0,1,4077,1225,1945,2018,73
2018-02-21,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,720000,1,0,1,2905,1640,1920,2018,98
2018-02-21,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,315650,1,0,1,2875,926,1920,2018,98
2018-02-21,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11411,475000,1,0,1,4200,1232,1935,2018,83
2018-02-21,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,591500,1,0,1,5682,1552,2011,2018,7
2018-02-21,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,395000,1,0,1,560,1553,1996,2018,22
2018-02-21,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,476000,1,0,1,1854,1260,1970,2018,48
2018-02-21,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,478750,1,0,1,5940,1072,1930,2018,88
2018-02-21,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,548888,1,0,1,2500,1280,1989,2018,29
2018-02-21,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,625000,1,0,1,4000,1118,1950,2018,68
2018-02-21,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,310761,1,0,1,1824,1000,2003,2018,15
2018-02-21,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,30000,1,0,1,2304,1400,1989,2018,29
2018-02-21,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,430500,1,0,1,4018,1150,1960,2018,58
2018-02-21,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,270000,1,0,1,4000,560,1925,2018,93
2018-02-21,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,555000,1,0,1,2158,1440,1994,2018,24
2018-02-21,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,318370,1,0,1,1700,1150,1999,2018,19
2018-02-21,5,Staten Island,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS,10309,599999,1,0,1,2500,1200,2004,2018,14
2018-02-21,5,Staten Island,TODT HILL,01 ONE FAMILY DWELLINGS,10301,875000,1,0,1,15554,1880,1930,2018,88
2018-02-21,5,Staten Island,TRAVIS,01 ONE FAMILY DWELLINGS,10314,425000,1,0,1,5000,940,1935,2018,83
2018-02-21,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,273780,1,0,1,1050,1350,1999,2018,19
2018-02-20,2,Bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,10466,249000,1,0,1,2860,1136,1925,2018,93
2018-02-20,2,Bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,10466,350000,1,0,1,1600,1392,1950,2018,68
2018-02-20,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,530000,1,0,1,2200,1862,1920,2018,98
2018-02-20,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,845000,1,0,1,2000,1300,1925,2018,93
2018-02-20,3,Brooklyn,FORT GREENE,01 ONE FAMILY DWELLINGS,11217,2846008,1,0,1,1188,1884,2015,2018,3
2018-02-20,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,75828,1,0,1,1733,1248,1920,2018,98
2018-02-20,3,Brooklyn,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,11235,1162000,1,0,1,3000,2435,1925,2018,93
2018-02-20,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11229,290000,1,0,1,1817,1092,1925,2018,93
2018-02-20,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,651780,1,0,1,2024,1088,1960,2018,58
2018-02-20,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11229,760000,1,0,1,2567,1116,1950,2018,68
2018-02-20,4,Queens,ARVERNE,01 ONE FAMILY DWELLINGS,11692,235298,1,0,1,2375,1116,1960,2018,58
2018-02-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,700000,1,0,1,3800,1184,1955,2018,63
2018-02-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,1280000,1,0,1,4742,1840,1940,2018,78
2018-02-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,800000,1,0,1,4000,1396,1920,2018,98
2018-02-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,970000,1,0,1,3000,1665,1930,2018,88
2018-02-20,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,916000,1,0,1,3373,1643,1945,2018,73
2018-02-20,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,850000,1,0,1,1800,1296,1935,2018,83
2018-02-20,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,956500,1,0,1,1800,1172,1945,2018,73
2018-02-20,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11385,610000,1,0,1,2300,1300,1925,2018,93
2018-02-20,4,Queens,HILLCREST,01 ONE FAMILY DWELLINGS,11432,766000,1,0,1,2392,1152,1930,2018,88
2018-02-20,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,530000,1,0,1,3300,1050,1950,2018,68
2018-02-20,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,465000,1,0,1,2300,1056,1925,2018,93
2018-02-20,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,321113,1,0,1,3000,1672,1930,2018,88
2018-02-20,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11416,615000,1,0,1,2125,1230,1910,2018,108
2018-02-20,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,305000,1,0,1,3125,1224,1925,2018,93
2018-02-20,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,300000,1,0,1,2521,1312,1920,2018,98
2018-02-20,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11434,465000,1,0,1,2073,946,1945,2018,73
2018-02-20,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,370000,1,0,1,1950,1020,1960,2018,58
2018-02-20,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,209000,1,0,1,2000,1400,1955,2018,63
2018-02-20,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,425000,1,0,1,1106,1690,1990,2018,28
2018-02-20,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,362000,1,0,1,1440,1088,1973,2018,45
2018-02-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,530000,1,0,1,2425,1280,1973,2018,45
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,575000,1,0,1,5000,1180,1960,2018,58
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,520000,1,0,1,2304,1440,1980,2018,38
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,665000,1,0,1,8950,2100,2006,2018,12
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,330000,1,0,1,611,1120,1990,2018,28
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,83614,1,0,1,2450,1440,1975,2018,43
2018-02-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,675000,1,0,1,5075,1600,1985,2018,33
2018-02-20,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,210000,1,0,1,3737,720,1935,2018,83
2018-02-20,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,485000,1,0,1,4000,1064,1930,2018,88
2018-02-20,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,317100,1,0,1,1700,1150,1999,2018,19
2018-02-20,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,280000,1,0,1,1900,1200,2000,2018,18
2018-02-20,5,Staten Island,ROSEBANK,01 ONE FAMILY DWELLINGS,10305,695000,1,0,1,3838,1012,2004,2018,14
2018-02-20,5,Staten Island,ROSEBANK,01 ONE FAMILY DWELLINGS,10305,647000,1,0,1,6864,1008,1950,2018,68
2018-02-20,5,Staten Island,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS,10304,1100000,1,0,1,40860,4237,1930,2018,88
2018-02-20,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,410800,1,0,1,1125,1050,1999,2018,19
2018-02-20,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10314,650000,1,0,1,6300,1642,1960,2018,58
2018-02-20,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,599000,1,0,1,3520,1440,1996,2018,22
2018-02-20,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,340451,1,0,1,1224,1828,1992,2018,26
2018-02-19,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,10464,232500,1,0,1,2466,761,1940,2018,78
2018-02-19,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,315000,1,0,1,5000,1400,1925,2018,93
2018-02-19,2,Bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,10469,60000,1,0,1,5463,1968,1930,2018,88
2018-02-19,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,1400000,1,0,1,3800,2303,1950,2018,68
2018-02-19,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,380250,1,0,1,5000,1732,1930,2018,88
2018-02-16,1,Manhattan,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS,10030,4000000,1,0,1,1998,3933,1910,2018,108
2018-02-16,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10469,270000,1,0,1,2748,1332,1920,2018,98
2018-02-16,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,10464,520000,1,0,1,5004,1626,1899,2018,119
2018-02-16,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10471,665000,1,0,1,2100,1760,1950,2018,68
2018-02-16,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10471,755000,1,0,1,2432,1386,1930,2018,88
2018-02-16,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,10000,1,0,1,1710,1750,1955,2018,63
2018-02-16,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,390000,1,0,1,1800,1116,1986,2018,32
2018-02-16,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,675000,1,0,1,2033,1400,1905,2018,113
2018-02-16,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11225,637500,1,0,1,1300,960,1930,2018,88
2018-02-16,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,617500,1,0,1,1530,1222,1925,2018,93
2018-02-16,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,498000,1,0,1,2500,1044,1930,2018,88
2018-02-16,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,715000,1,0,1,1600,1024,1940,2018,78
2018-02-16,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,578000,1,0,1,3000,1571,1925,2018,93
2018-02-16,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,470000,1,0,1,4000,1188,1945,2018,73
2018-02-16,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11001,562500,1,0,1,4000,929,1945,2018,73
2018-02-16,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,570000,1,0,1,2300,1056,1925,2018,93
2018-02-16,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,570000,1,0,1,3242,2078,1935,2018,83
2018-02-16,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,516794,1,0,1,4000,1038,1945,2018,73
2018-02-16,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,750000,1,0,1,4000,1025,1950,2018,68
2018-02-16,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,700000,1,0,1,8000,1100,1925,2018,93
2018-02-16,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11434,382514,1,0,1,3100,1440,1920,2018,98
2018-02-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,160000,1,0,1,2500,1504,1920,2018,98
2018-02-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,200000,1,0,1,2500,1208,1910,2018,108
2018-02-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,569543,1,0,1,1642,1651,1920,2018,98
2018-02-16,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,344760,1,0,1,3694,1355,1930,2018,88
2018-02-16,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,380000,1,0,1,4000,1298,1930,2018,88
2018-02-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,237000,1,0,1,4000,1848,1930,2018,88
2018-02-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,335000,1,0,1,3500,1596,1925,2018,93
2018-02-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11411,499900,1,0,1,2480,1584,1935,2018,83
2018-02-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11434,470125,1,0,1,3000,1788,1925,2018,93
2018-02-16,4,Queens,WOODSIDE,01 ONE FAMILY DWELLINGS,11377,790000,1,0,1,1780,1229,1930,2018,88
2018-02-16,5,Staten Island,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,10314,670000,1,0,1,4000,1616,1935,2018,83
2018-02-16,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,610000,1,0,1,6772,1632,1960,2018,58
2018-02-16,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,300851,1,0,1,1400,1564,1992,2018,26
2018-02-16,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,230000,1,0,1,2400,420,1925,2018,93
2018-02-16,5,Staten Island,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,10309,582400,1,0,1,5400,720,1960,2018,58
2018-02-16,5,Staten Island,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,10306,1125000,1,0,1,10000,3600,1988,2018,30
2018-02-16,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,490000,1,0,1,3200,1200,1988,2018,30
2018-02-15,2,Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,10458,210000,1,0,1,1650,1296,1910,2018,108
2018-02-15,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10469,310000,1,0,1,3333,1123,1930,2018,88
2018-02-15,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,10464,530000,1,0,1,4750,2600,1930,2018,88
2018-02-15,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,10464,535000,1,0,1,5000,1181,1930,2018,88
2018-02-15,2,Bronx,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,10465,525000,1,0,1,2250,1392,1925,2018,93
2018-02-15,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,1450000,1,0,1,3280,1895,1925,2018,93
2018-02-15,3,Brooklyn,BOROUGH PARK,01 ONE FAMILY DWELLINGS,11204,988000,1,0,1,1803,1782,1945,2018,73
2018-02-15,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,774500,1,0,1,2000,1612,1915,2018,103
2018-02-15,3,Brooklyn,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,11225,995000,1,0,1,3298,1848,1899,2018,119
2018-02-15,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,365000,1,0,1,2000,1352,1920,2018,98
2018-02-15,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,417475,1,0,1,2417,1135,1930,2018,88
2018-02-15,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,503250,1,0,1,1878,1456,1915,2018,103
2018-02-15,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,1560000,1,0,1,2400,2540,1935,2018,83
2018-02-15,3,Brooklyn,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,11223,930000,1,0,1,2054,2011,1935,2018,83
2018-02-15,3,Brooklyn,RED HOOK,01 ONE FAMILY DWELLINGS,11231,2800000,1,0,1,1683,2625,2016,2018,2
2018-02-15,4,Queens,BELLE HARBOR,01 ONE FAMILY DWELLINGS,11694,1150000,1,0,1,6000,2785,1920,2018,98
2018-02-15,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,730000,1,0,1,3000,1606,1930,2018,88
2018-02-15,4,Queens,EAST ELMHURST,01 ONE FAMILY DWELLINGS,11369,675000,1,0,1,1900,1216,1935,2018,83
2018-02-15,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11377,749000,1,0,1,2204,1600,1950,2018,68
2018-02-15,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,895000,1,0,1,3510,1150,1955,2018,63
2018-02-15,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11375,618000,1,0,1,2000,1216,1920,2018,98
2018-02-15,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11427,590000,1,0,1,2800,1800,1930,2018,88
2018-02-15,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,245000,1,0,1,2548,1440,1950,2018,68
2018-02-15,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11429,421000,1,0,1,4400,1759,1950,2018,68
2018-02-15,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,1541094,1,0,1,7020,2316,1940,2018,78
2018-02-15,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,623000,1,0,1,3200,1492,1930,2018,88
2018-02-15,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,210000,1,0,1,2280,1248,1920,2018,98
2018-02-15,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,475000,1,0,1,2500,1394,1955,2018,63
2018-02-15,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,455000,1,0,1,2296,1234,1925,2018,93
2018-02-15,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11433,265000,1,0,1,2000,800,1945,2018,73
2018-02-15,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,870000,1,0,1,4500,1486,1955,2018,63
2018-02-15,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,329000,1,0,1,500,1354,1996,2018,22
2018-02-15,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,505000,1,0,1,3520,1288,1970,2018,48
