sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2017-09-29,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11428,460000,1,0,1,2200,960,1925,2017,92
2017-09-29,4,Queens,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,11427,995000,1,0,1,4800,2050,1955,2017,62
2017-09-29,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,286140,1,0,1,1200,480,1920,2017,97
2017-09-29,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,750000,1,0,1,6200,1431,1950,2017,67
2017-09-29,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,760000,1,0,1,5650,1696,1945,2017,72
2017-09-29,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,350000,1,0,1,4000,1036,1920,2017,97
2017-09-29,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,565000,1,1,2,2028,2520,1931,2017,86
2017-09-29,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,535000,1,0,1,4400,1456,1930,2017,87
2017-09-29,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,1020000,1,0,1,4320,1384,1945,2017,72
2017-09-29,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11420,555000,1,0,1,2585,1328,1925,2017,92
2017-09-29,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11427,400000,1,0,1,2325,1348,1930,2017,87
2017-09-29,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,350000,1,0,1,3000,1304,1930,2017,87
2017-09-29,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,440000,1,0,1,2600,1200,1935,2017,82
2017-09-29,4,Queens,RIDGEWOOD,01 ONE FAMILY DWELLINGS,11385,910000,1,0,1,2107,1548,1920,2017,97
2017-09-29,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11413,480000,1,0,1,2000,1280,1940,2017,77
2017-09-29,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,400000,1,0,1,2600,1236,1965,2017,52
2017-09-29,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,500000,1,0,1,2295,1120,1920,2017,97
2017-09-29,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,320000,1,0,1,2435,1426,1950,2017,67
2017-09-29,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,430000,1,0,1,2200,924,1940,2017,77
2017-09-29,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,480000,1,0,1,2280,1234,1925,2017,92
2017-09-29,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,520000,1,0,1,3234,1113,1920,2017,97
2017-09-29,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,370000,1,0,1,4000,1275,1930,2017,87
2017-09-29,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,399990,1,0,1,2605,1328,1920,2017,97
2017-09-29,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,353500,1,1,2,1887,1800,1931,2017,86
2017-09-29,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,270000,1,0,1,4250,1457,1930,2017,87
2017-09-29,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,575000,1,0,1,4000,1980,1925,2017,92
2017-09-29,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,225000,1,0,1,3000,1600,1925,2017,92
2017-09-29,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,455000,1,0,1,2600,1296,1930,2017,87
2017-09-29,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,1350000,1,0,1,5130,2100,1960,2017,57
2017-09-29,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,985000,1,0,1,5000,1644,1925,2017,92
2017-09-29,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,549000,1,0,1,2500,1832,1920,2017,97
2017-09-29,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,585000,1,0,1,2100,1156,1915,2017,102
2017-09-29,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,300000,1,0,1,1440,1732,1975,2017,42
2017-09-29,5,Staten Island,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,10304,368000,1,0,1,832,936,1992,2017,25
2017-09-29,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,725000,1,0,1,9873,1750,1970,2017,47
2017-09-29,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,590000,1,0,1,4000,864,1965,2017,52
2017-09-29,5,Staten Island,GRANT CITY,01 ONE FAMILY DWELLINGS,10306,350000,1,0,1,4000,880,1955,2017,62
2017-09-29,5,Staten Island,GRASMERE,01 ONE FAMILY DWELLINGS,10304,505000,1,0,1,9434,1936,1965,2017,52
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10306,600000,1,0,1,2600,1920,1986,2017,31
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10306,395000,1,0,1,500,1150,1993,2017,24
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,460000,1,0,1,2398,676,1965,2017,52
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,660000,1,0,1,5150,1100,1960,2017,57
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,455000,1,0,1,3600,1368,1970,2017,47
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,370000,1,0,1,1360,960,1987,2017,30
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,490000,1,0,1,2400,1600,1976,2017,41
2017-09-29,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,470000,1,0,1,4275,2250,1925,2017,92
2017-09-29,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,900000,1,0,1,7680,4602,1975,2017,42
2017-09-29,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,780095,1,0,1,6000,1830,1965,2017,52
2017-09-29,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10305,420676,1,0,1,7200,640,1965,2017,52
2017-09-29,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,176725,1,0,1,3800,2208,1910,2017,107
2017-09-29,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,888000,1,0,1,5750,2874,1989,2017,28
2017-09-29,5,Staten Island,OAKWOOD,01 ONE FAMILY DWELLINGS,10306,537777,1,0,1,2376,1312,1975,2017,42
2017-09-29,5,Staten Island,PORT IVORY,01 ONE FAMILY DWELLINGS,10303,420000,1,0,1,4320,912,1960,2017,57
2017-09-29,5,Staten Island,PRINCES BAY,01 ONE FAMILY DWELLINGS,10309,865512,1,0,1,6449,2093,2016,2017,1
2017-09-29,5,Staten Island,ROSEBANK,01 ONE FAMILY DWELLINGS,10305,415000,1,0,1,2500,1071,1910,2017,107
2017-09-29,5,Staten Island,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS,10309,667500,1,0,1,1520,2490,2006,2017,11
2017-09-29,5,Staten Island,SUNNYSIDE,01 ONE FAMILY DWELLINGS,10301,380000,1,0,1,4480,900,1950,2017,67
2017-09-29,5,Staten Island,TRAVIS,01 ONE FAMILY DWELLINGS,10314,230000,1,0,1,7067,1092,1915,2017,102
2017-09-29,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,585000,1,0,1,5087,1344,1950,2017,67
2017-09-29,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,335000,1,0,1,930,960,1987,2017,30
2017-09-28,1,Manhattan,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS,10027,4250000,1,0,1,1850,4780,1909,2017,108
2017-09-28,1,Manhattan,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY DWELLINGS,10032,1560000,1,0,1,673,1425,1899,2017,118
2017-09-28,2,Bronx,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,10461,410000,1,0,1,2500,1518,1927,2017,90
2017-09-28,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,460000,1,0,1,1800,1584,1955,2017,62
2017-09-28,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,400000,1,0,1,1800,1260,1965,2017,52
2017-09-28,2,Bronx,WOODLAWN,01 ONE FAMILY DWELLINGS,10470,531274,1,0,1,2333,1728,1920,2017,97
2017-09-28,3,Brooklyn,BERGEN BEACH,01 ONE FAMILY DWELLINGS,11234,780000,1,0,1,2717,1665,1970,2017,47
2017-09-28,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,265000,1,0,1,1672,1548,1955,2017,62
2017-09-28,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11213,724500,1,0,1,1600,2220,1901,2017,116
2017-09-28,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11213,1330000,1,0,1,2555,3004,1905,2017,112
2017-09-28,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,1200000,1,0,1,2667,2052,1925,2017,92
2017-09-28,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,520278,1,0,1,1800,1120,1920,2017,97
2017-09-28,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,1050000,1,0,1,2250,735,1899,2017,118
2017-09-28,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,500000,1,0,1,2805,1191,1925,2017,92
2017-09-28,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,605000,1,0,1,1500,1200,1930,2017,87
2017-09-28,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11229,600000,1,0,1,2000,2320,1910,2017,107
2017-09-28,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,40000,1,0,1,4000,1340,1955,2017,62
2017-09-28,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,42500,1,0,1,4000,1340,1955,2017,62
2017-09-28,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,730000,1,0,1,5238,1080,1945,2017,72
2017-09-28,4,Queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,11362,1075000,1,0,1,13635,3696,1952,2017,65
2017-09-28,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,600000,1,0,1,4146,938,1940,2017,77
2017-09-28,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,300000,1,0,1,4000,1632,1950,2017,67
2017-09-28,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,930000,1,0,1,4280,1936,1930,2017,87
2017-09-28,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,1095000,1,0,1,4000,2280,1950,2017,67
2017-09-28,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,780000,1,0,1,4000,945,1955,2017,62
2017-09-28,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,750000,1,0,1,3800,836,1955,2017,62
2017-09-28,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1125000,1,0,1,2000,1520,1935,2017,82
2017-09-28,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,795000,1,0,1,4371,1720,1925,2017,92
2017-09-28,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,649000,1,0,1,2200,1960,1970,2017,47
2017-09-28,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,540000,1,0,1,4000,1795,1940,2017,77
2017-09-28,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,424000,1,0,1,3897,1235,1950,2017,67
2017-09-28,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11362,770000,1,0,1,5500,948,1950,2017,67
2017-09-28,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,800000,1,0,1,5274,1948,1925,2017,92
2017-09-28,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,674000,1,0,1,2642,1422,1950,2017,67
2017-09-28,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,780000,1,0,1,2600,1116,1950,2017,67
2017-09-28,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11427,395000,1,0,1,2500,1278,1920,2017,97
2017-09-28,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11411,565000,1,0,1,4000,1225,1950,2017,67
2017-09-28,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11411,525000,1,0,1,4204,1373,1950,2017,67
2017-09-28,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,545000,1,0,1,2410,1272,1930,2017,87
2017-09-28,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11413,817400,2,0,2,4300,1125,1950,2017,67
2017-09-28,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,367500,1,0,1,4067,1745,1925,2017,92
2017-09-28,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11434,475000,1,0,1,3000,1216,1935,2017,82
2017-09-28,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,461370,1,0,1,5170,2115,1930,2017,87
2017-09-28,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,445000,1,0,1,2500,1476,1925,2017,92
2017-09-28,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,447550,1,0,1,2000,1392,1920,2017,97
2017-09-28,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,520000,1,0,1,2500,1088,1920,2017,97
2017-09-28,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,495000,1,0,1,2500,1444,1930,2017,87
2017-09-28,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,995000,1,0,1,4300,2700,2007,2017,10
2017-09-28,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,480000,1,0,1,3069,1440,1935,2017,82
2017-09-28,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,480000,1,0,1,4750,1463,1940,2017,77
2017-09-28,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,412000,1,0,1,3675,928,1930,2017,87
2017-09-28,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,500000,1,1,2,2200,1800,1932,2017,85
2017-09-28,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,499000,1,0,1,3000,1620,1940,2017,77
2017-09-28,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11411,279000,1,0,1,2480,1584,1935,2017,82
2017-09-28,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,385000,1,0,1,3325,1290,1930,2017,87
2017-09-28,4,Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS,11104,1025000,1,0,1,1393,952,1925,2017,92
2017-09-28,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,900000,1,0,1,5310,1464,1920,2017,97
2017-09-28,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,359000,1,0,1,720,1008,1990,2017,27
2017-09-28,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,420000,1,0,1,1316,980,1992,2017,25
2017-09-28,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,719000,1,0,1,4000,1988,1970,2017,47
2017-09-28,5,Staten Island,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,10314,600000,1,0,1,4000,1488,1937,2017,80
2017-09-28,5,Staten Island,CLOVE LAKES,01 ONE FAMILY DWELLINGS,10301,530000,1,0,1,2000,960,1992,2017,25
2017-09-28,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,445000,1,0,1,2800,1940,1995,2017,22
2017-09-28,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,623000,1,0,1,4000,2184,1975,2017,42
2017-09-28,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,590000,1,0,1,2800,1496,1984,2017,33
2017-09-28,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,485000,1,0,1,5440,1296,1901,2017,116
2017-09-28,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,385000,1,0,1,2112,1690,1990,2017,27
2017-09-28,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,499999,1,0,1,2121,1092,1975,2017,42
2017-09-28,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,520000,1,0,1,4000,1046,1930,2017,87
2017-09-28,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,425000,1,0,1,3906,1873,1960,2017,57
2017-09-28,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,359000,1,0,1,820,1340,1990,2017,27
2017-09-28,5,Staten Island,PORT IVORY,01 ONE FAMILY DWELLINGS,10303,275000,1,0,1,5000,912,1960,2017,57
2017-09-28,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,262000,1,0,1,1809,1288,1955,2017,62
2017-09-28,5,Staten Island,STAPLETON,01 ONE FAMILY DWELLINGS,10304,355000,1,0,1,2170,900,1998,2017,19
2017-09-28,5,Staten Island,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS,10304,520000,1,0,1,3570,1405,2002,2017,15
2017-09-28,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,182810,1,0,1,1360,1312,1910,2017,107
2017-09-28,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,365000,1,0,1,3250,1300,1925,2017,92
2017-09-28,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10302,569000,1,0,1,3498,1475,1920,2017,97
2017-09-28,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,1300000,1,0,1,10000,4051,1985,2017,32
2017-09-27,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,430000,1,0,1,2500,1224,1955,2017,62
2017-09-27,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,499999,1,0,1,2436,1332,1955,2017,62
2017-09-27,2,Bronx,WAKEFIELD,01 ONE FAMILY DWELLINGS,10466,418200,1,0,1,2379,1186,1920,2017,97
2017-09-27,2,Bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,10466,449500,1,0,1,1100,1375,1948,2017,69
2017-09-27,3,Brooklyn,BUSHWICK,01 ONE FAMILY DWELLINGS,11206,1220000,1,0,1,2350,1847,1899,2017,118
2017-09-27,3,Brooklyn,BUSHWICK,01 ONE FAMILY DWELLINGS,11207,1150000,1,1,2,2100,2480,1910,2017,107
2017-09-27,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,377000,1,0,1,4000,860,1940,2017,77
2017-09-27,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,970000,1,0,1,1800,1488,1930,2017,87
2017-09-27,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11208,250000,1,0,1,2000,700,1899,2017,118
2017-09-27,3,Brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,11218,2295000,1,0,1,4000,2503,1899,2017,118
2017-09-27,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,618000,1,0,1,2000,824,1945,2017,72
2017-09-27,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,1200000,1,0,1,4000,1536,1930,2017,87
2017-09-27,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,1375000,1,0,1,3300,2070,1925,2017,92
2017-09-27,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,254000,1,0,1,1850,952,1925,2017,92
2017-09-27,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,585000,1,0,1,1917,1240,1925,2017,92
2017-09-27,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11229,600000,1,0,1,1287,1648,1960,2017,57
2017-09-27,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11360,780000,1,0,1,4320,1130,1945,2017,72
2017-09-27,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,1550000,1,0,1,6849,4011,1910,2017,107
2017-09-27,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,1275000,1,0,1,4833,2262,1960,2017,57
2017-09-27,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,873000,1,0,1,2000,1728,1945,2017,72
2017-09-27,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,803000,1,0,1,1060,1996,1945,2017,72
2017-09-27,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,955000,1,0,1,4000,1564,1945,2017,72
2017-09-27,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,1210000,1,0,1,4000,1238,1930,2017,87
2017-09-27,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,1080000,1,0,1,3800,2028,1950,2017,67
2017-09-27,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1980000,1,0,1,3640,2899,1920,2017,97
2017-09-27,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1902500,1,0,1,6918,2196,1915,2017,102
2017-09-27,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11429,595000,1,0,1,3450,1400,1930,2017,87
2017-09-27,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11427,625000,1,0,1,4100,1627,1945,2017,72
2017-09-27,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11369,635000,1,0,1,1600,1370,1920,2017,97
2017-09-27,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11372,1060000,1,0,1,2000,1550,1935,2017,82
2017-09-27,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,240000,1,0,1,2100,1636,1930,2017,87
2017-09-27,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,443000,1,0,1,3142,1324,1925,2017,92
2017-09-27,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11363,1580000,1,0,1,5985,3220,1965,2017,52
2017-09-27,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,650000,1,0,1,2400,1560,1920,2017,97
2017-09-27,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,585000,1,0,1,1995,1554,1940,2017,77
2017-09-27,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11379,700000,1,0,1,2160,1683,1950,2017,67
2017-09-27,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,700000,1,0,1,1800,1224,1940,2017,77
2017-09-27,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,1311862,1,0,1,4000,1125,1960,2017,57
2017-09-27,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,289000,1,0,1,2500,1346,1920,2017,97
2017-09-27,4,Queens,REGO PARK,01 ONE FAMILY DWELLINGS,11374,900000,1,0,1,3218,2125,1945,2017,72
2017-09-27,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,571000,1,0,1,2335,1314,1930,2017,87
2017-09-27,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,470000,1,0,1,3000,1297,1920,2017,97
2017-09-27,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,225000,1,0,1,4000,1050,1945,2017,72
2017-09-27,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,455000,1,0,1,2500,1536,1920,2017,97
2017-09-27,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,362000,1,0,1,2558,1428,1925,2017,92
2017-09-27,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,435000,1,0,1,3000,1216,1920,2017,97
2017-09-27,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,500025,1,0,1,4000,950,1965,2017,52
2017-09-27,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,500025,1,0,1,4000,1224,1920,2017,97
2017-09-27,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,375000,1,0,1,3800,1188,1940,2017,77
2017-09-27,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,875000,1,0,1,4960,1063,1955,2017,62
2017-09-27,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,699500,1,0,1,2459,1428,1920,2017,97
2017-09-27,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,380000,1,0,1,3000,2519,1920,2017,97
2017-09-27,4,Queens,WOODSIDE,01 ONE FAMILY DWELLINGS,11377,832000,1,0,1,4000,1282,1920,2017,97
2017-09-27,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,559000,1,0,1,2500,1536,2000,2017,17
2017-09-27,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,360000,1,0,1,1260,1008,1987,2017,30
2017-09-27,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10314,586000,1,0,1,3382,1887,2014,2017,3
2017-09-27,5,Staten Island,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,10310,485000,1,0,1,3080,2040,1996,2017,21
2017-09-27,5,Staten Island,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,10304,650000,1,0,1,8361,1352,1960,2017,57
2017-09-27,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,428030,1,0,1,5000,1218,1940,2017,77
2017-09-27,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,1018248,2,0,2,5700,840,1945,2017,72
2017-09-27,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,725000,1,0,1,3400,1800,2006,2017,11
2017-09-27,5,Staten Island,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,10306,430000,1,0,1,2000,1370,1965,2017,52
2017-09-27,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,609000,1,0,1,2106,1628,2014,2017,3
