tconst,title_type,primary_title,genre,year,runtime_minutes,average_rating,num_votes
tt3274632,tvMovie,Guess Who's Coming to Christmas,Comedy,2013,90,5.8,845
tt3274632,tvMovie,Guess Who's Coming to Christmas,Romance,2013,90,5.8,845
tt3289944,tvMovie,The Christmas Ornament,Romance,2013,83,6.8,2151
tt3294206,movie,Casper and Emma's Wonderful Christmas,Family,2014,73,5.6,114
tt3294662,tvMovie,Mouse and Mole at Christmas Time,Animation,2013,28,6.4,44
tt3294662,tvMovie,Mouse and Mole at Christmas Time,Family,2013,28,6.4,44
tt3302348,movie,The Christmas Colt,Drama,2013,85,3.7,78
tt3302348,movie,The Christmas Colt,Family,2013,85,3.7,78
tt3307848,video,It's a Hi-5 Christmas,Family,2005,54,7.6,13
tt3327140,tvMovie,A Christmas Blessing,Drama,2013,NA,6.9,225
tt3328510,video,Scooby-Doo! Haunted Holidays,Animation,2012,22,6.7,832
tt3328510,video,Scooby-Doo! Haunted Holidays,Comedy,2012,22,6.7,832
tt3341268,tvMovie,The Twelve Trees of Christmas,Drama,2013,87,5.8,924
tt3341268,tvMovie,The Twelve Trees of Christmas,Family,2013,87,5.8,924
tt3361702,tvMovie,All I Want for Christmas,Comedy,2014,86,5,136
tt3361702,tvMovie,All I Want for Christmas,Family,2014,86,5,136
tt3395648,movie,Christmas at Rosemont,Drama,2015,95,6.7,880
tt3396114,movie,The Christmas Trap,Comedy,2018,112,5.8,1611
tt3396114,movie,The Christmas Trap,Drama,2018,112,5.8,1611
tt3396114,movie,The Christmas Trap,Family,2018,112,5.8,1611
tt3449158,video,Jubilee and Elmer Holiday Adventures: Special Edition,Animation,2013,29,9,22
tt3458194,tvMovie,Marry Me for Christmas,Comedy,2013,120,5.4,375
tt3458194,tvMovie,Marry Me for Christmas,Romance,2013,120,5.4,375
tt3482032,movie,Christmas with the Karountzoses,Comedy,2015,110,6.3,108
tt3493870,movie,Family Holiday,Drama,2014,90,5.3,69
tt3503454,movie,Christmas All Over Again,Comedy,2016,78,3.7,306
tt3503454,movie,Christmas All Over Again,Family,2016,78,3.7,306
tt3509662,movie,Holiday,Drama,2014,82,5.8,427
tt3545504,movie,The Christmas King: In Full Armor,Family,2015,93,5.3,265
tt3562266,movie,Christmas in Palm Springs,Comedy,2014,84,5,484
tt3579250,tvMovie,The Tree That Saved Christmas,Drama,2014,88,6.1,1218
tt3579250,tvMovie,The Tree That Saved Christmas,Romance,2014,88,6.1,1218
tt3579698,movie,12 Dog Days Till Christmas,Comedy,2014,90,4.7,538
tt3579698,movie,12 Dog Days Till Christmas,Drama,2014,90,4.7,538
tt3579698,movie,12 Dog Days Till Christmas,Family,2014,90,4.7,538
tt3596436,movie,Home for Christmas,Comedy,2014,102,5.5,345
tt3596436,movie,Home for Christmas,Romance,2014,102,5.5,345
tt3617078,video,The Badly Animated Marvel Christmas Carol,Animation,2014,61,8,10
tt3626180,tvMovie,The Christmas Secret,Drama,2014,86,7.3,3706
tt3626180,tvMovie,The Christmas Secret,Family,2014,86,7.3,3706
tt3626180,tvMovie,The Christmas Secret,Romance,2014,86,7.3,3706
tt3683386,movie,The Borrowed Christmas,Drama,2014,95,4,202
tt3683386,movie,The Borrowed Christmas,Family,2014,95,4,202
tt3703148,movie,Christmas Eve,Comedy,2015,95,5,2780
tt3725224,tvMovie,One Christmas Eve,Comedy,2014,86,6,1584
tt3725224,tvMovie,One Christmas Eve,Drama,2014,86,6,1584
tt3725224,tvMovie,One Christmas Eve,Family,2014,86,6,1584
tt3783740,movie,Christmas Wedding Baby,Comedy,2014,112,6,75
tt3783740,movie,Christmas Wedding Baby,Drama,2014,112,6,75
tt3783740,movie,Christmas Wedding Baby,Family,2014,112,6,75
tt3786326,movie,The Christmas Switch,Family,2014,97,5.4,418
tt3801438,tvMovie,Grumpy Cat's Worst Christmas Ever,Comedy,2014,87,5,2585
tt3812404,tvMovie,Tom and Jerry Christmas Special,Animation,1987,60,6.8,19
tt3875310,movie,Kidnap - Bo's Most Exciting Holiday Ever,Family,2015,87,6.5,213
tt3889642,tvMovie,The Nine Lives of Christmas,Comedy,2014,86,7.2,4388
tt3889642,tvMovie,The Nine Lives of Christmas,Drama,2014,86,7.2,4388
tt3889642,tvMovie,The Nine Lives of Christmas,Family,2014,86,7.2,4388
tt3894188,movie,"Christmas, Again",Drama,2014,80,6.6,1180
tt3894188,movie,"Christmas, Again",Romance,2014,80,6.6,1180
tt3902554,video,kiss×sis: Christmas for Two,Animation,2009,25,6.3,111
tt3902554,video,kiss×sis: Christmas for Two,Comedy,2009,25,6.3,111
tt3902554,video,kiss×sis: Christmas for Two,Romance,2009,25,6.3,111
tt3915160,tvMovie,Correcting Christmas,Drama,2014,86,5.6,1253
tt3915160,tvMovie,Correcting Christmas,Romance,2014,86,5.6,1253
tt3917316,movie,Barcelona Christmas Night,Romance,2015,95,6.5,1012
tt3918686,movie,The Christmas Dragon,Drama,2014,106,4.5,800
tt3922320,tvMovie,An En Vogue Christmas,Drama,2014,86,5.7,223
tt3952328,video,Thomas & Friends: The Christmas Engines,Animation,2014,60,5.9,30
tt3952328,video,Thomas & Friends: The Christmas Engines,Family,2014,60,5.9,30
tt3961102,tvMovie,O. Henry's Christmas,Drama,1996,85,5.9,12
tt3970280,movie,A Magic Christmas,Family,2014,80,5.1,242
tt3991066,movie,A Dogwalker's Christmas Tale,Comedy,2015,86,5.1,1638
tt3991066,movie,A Dogwalker's Christmas Tale,Drama,2015,86,5.1,1638
tt3991066,movie,A Dogwalker's Christmas Tale,Family,2015,86,5.1,1638
tt3993802,tvMovie,Christmas Icetastrophe,Drama,2014,86,3.8,1585
tt4001526,movie,The Wizard's Christmas: Return of the Snow King,Animation,2016,80,5.2,40
tt4009460,movie,Kirk Cameron's Saving Christmas,Comedy,2014,79,1.3,16608
tt4009460,movie,Kirk Cameron's Saving Christmas,Family,2014,79,1.3,16608
tt4012254,tvMovie,A Cookie Cutter Christmas,Comedy,2014,84,5.9,2033
tt4012254,tvMovie,A Cookie Cutter Christmas,Romance,2014,84,5.9,2033
tt4049534,movie,Mule-Tide Christmas,Animation,2014,74,4,35
tt4055734,video,Peppa Pig: Peppa's Christmas,Animation,2007,60,6.6,31
tt4057146,movie,I'll Be Next Door for Christmas,Comedy,2018,100,5,808
tt4057146,movie,I'll Be Next Door for Christmas,Family,2018,100,5,808
tt4065316,tvMovie,Best Christmas Party Ever,Comedy,2014,84,6.3,2041
tt4065316,tvMovie,Best Christmas Party Ever,Drama,2014,84,6.3,2041
tt4065316,tvMovie,Best Christmas Party Ever,Romance,2014,84,6.3,2041
tt4065324,tvMovie,The Christmas Parade,Comedy,2014,85,5.9,1455
tt4065324,tvMovie,The Christmas Parade,Drama,2014,85,5.9,1455
tt4065324,tvMovie,The Christmas Parade,Family,2014,85,5.9,1455
tt4065336,tvMovie,"Signed, Sealed, Delivered for Christmas",Drama,2014,84,7.5,1580
tt4065336,tvMovie,"Signed, Sealed, Delivered for Christmas",Romance,2014,84,7.5,1580
tt4067684,movie,A Christmas to Remember,Comedy,2015,94,5.4,70
tt4067684,movie,A Christmas to Remember,Drama,2015,94,5.4,70
tt4067684,movie,A Christmas to Remember,Family,2015,94,5.4,70
tt4076824,movie,Beverly Hills Christmas,Family,2015,86,3.2,531
tt4084042,movie,Dad's Holiday,Comedy,2015,NA,4.5,43
tt4105700,movie,Holiday Breakup,Comedy,2016,88,4.4,622
tt4105700,movie,Holiday Breakup,Romance,2016,88,4.4,622
tt4159212,tvMovie,One Starry Christmas,Comedy,2014,83,6.5,2297
tt4159212,tvMovie,One Starry Christmas,Drama,2014,83,6.5,2297
tt4159212,tvMovie,One Starry Christmas,Romance,2014,83,6.5,2297
tt4177742,tvMovie,Christmas at Cartwright's,Comedy,2014,84,6.3,2084
tt4177742,tvMovie,Christmas at Cartwright's,Drama,2014,84,6.3,2084
tt4177742,tvMovie,Christmas at Cartwright's,Family,2014,84,6.3,2084
tt4179824,tvMovie,A Christmas Mystery,Drama,2014,88,4.9,588
tt4179824,tvMovie,A Christmas Mystery,Romance,2014,88,4.9,588
tt4180032,tvMovie,Christmas Under Wraps,Comedy,2014,88,6.2,6116
tt4180032,tvMovie,Christmas Under Wraps,Drama,2014,88,6.2,6116
tt4180032,tvMovie,Christmas Under Wraps,Romance,2014,88,6.2,6116
tt4194954,movie,Home Before the Holiday,Comedy,2017,45,8.4,12
tt4194954,movie,Home Before the Holiday,Family,2017,45,8.4,12
tt4200996,tvMovie,A Christmas Tail,Family,2014,87,5.2,384
tt4222522,tvMovie,The Christmas Shepherd,Drama,2014,84,6.7,1327
tt4222522,tvMovie,The Christmas Shepherd,Romance,2014,84,6.7,1327
tt4227386,movie,The Christmas Family,Comedy,2014,90,5,193
tt4227386,movie,The Christmas Family,Family,2014,90,5,193
tt4228832,movie,Keith Lowell Jensen: Atheist Christmas,Comedy,2014,58,7.9,19
tt4248606,tvMovie,Second Chance Christmas,Drama,2014,90,6.9,206
tt4248606,tvMovie,Second Chance Christmas,Family,2014,90,6.9,206
tt4264544,tvMovie,Marry Us for Christmas,Comedy,2014,90,5.5,188
tt4276834,tvMovie,A Perfect Christmas List,Comedy,2014,88,5.6,1235
tt4276834,tvMovie,A Perfect Christmas List,Drama,2014,88,5.6,1235
tt4276834,tvMovie,A Perfect Christmas List,Family,2014,88,5.6,1235
tt4280430,tvMovie,A Christmas Kiss II,Comedy,2014,88,5.9,2176
tt4280430,tvMovie,A Christmas Kiss II,Romance,2014,88,5.9,2176
tt4305318,tvMovie,A Christmas Dream,Family,1984,60,4.9,34
tt4321264,movie,Renfroe's Christmas,Drama,1997,72,4.6,21
tt4321264,movie,Renfroe's Christmas,Family,1997,72,4.6,21
tt4434688,tvMovie,The Spirit of Christmas,Drama,2015,91,6.4,7788
tt4434688,tvMovie,The Spirit of Christmas,Romance,2015,91,6.4,7788
tt4453560,movie,A Horse for Christmas,Family,2015,88,5.1,65
tt4558194,video,Christmas Trade,Comedy,2015,99,5,585
tt4558194,video,Christmas Trade,Family,2015,99,5,585
tt4587740,tvMovie,A Christmas Melody,Comedy,2015,83,6,2372
tt4587740,tvMovie,A Christmas Melody,Romance,2015,83,6,2372
tt4591840,movie,A Christmas Star,Family,2017,82,5.1,2019
tt4648986,tvMovie,A Prince for Christmas,Comedy,2015,87,6,2038
tt4648986,tvMovie,A Prince for Christmas,Drama,2015,87,6,2038
tt4648986,tvMovie,A Prince for Christmas,Romance,2015,87,6,2038
tt4649416,movie,Almost Christmas,Comedy,2016,111,6.1,7546
tt4649416,movie,Almost Christmas,Drama,2016,111,6.1,7546
tt4649416,movie,Almost Christmas,Romance,2016,111,6.1,7546
tt4675324,movie,The Christmas Reunion,Drama,2016,96,5.2,51
tt4675324,movie,The Christmas Reunion,Family,2016,96,5.2,51
tt4677298,movie,Christmas Dreams,Comedy,2015,80,5.4,82
tt4677298,movie,Christmas Dreams,Family,2015,80,5.4,82
tt4690134,movie,A Christmas Eve Miracle,Comedy,2015,80,3.7,346
tt4690134,movie,A Christmas Eve Miracle,Family,2015,80,3.7,346
tt4700190,movie,Wish for Christmas,Drama,2016,96,4.9,959
tt4700190,movie,Wish for Christmas,Family,2016,96,4.9,959
tt4760804,tvMovie,Dogstar: Christmas in Space,Animation,2016,93,7.4,30
tt4764944,tvMovie,Two Movie Guys' Intergalactic Holiday Showdown,Comedy,2011,30,5.9,10
tt4766018,tvMovie,Family for Christmas,Drama,2015,82,6.2,2543
tt4766018,tvMovie,Family for Christmas,Family,2015,82,6.2,2543
tt4767950,tvMovie,A Christmas Detour,Comedy,2015,85,6.1,3373
tt4767950,tvMovie,A Christmas Detour,Romance,2015,85,6.1,3373
tt4776578,movie,A Christmas Carol,Drama,2015,59,3.7,98
tt4776578,movie,A Christmas Carol,Family,2015,59,3.7,98
tt4843046,tvMovie,Northpole: Open for Christmas,Drama,2015,83,6.1,2013
tt4843046,tvMovie,Northpole: Open for Christmas,Family,2015,83,6.1,2013
tt4858404,movie,Holiday,Drama,2021,108,4.5,61
tt4885784,movie,Paris Holiday,Comedy,2015,114,5.6,180
tt4885784,movie,Paris Holiday,Romance,2015,114,5.6,180
tt4906164,movie,Mercy Christmas,Comedy,2017,83,5.3,964
tt4919762,tvMovie,A Royal Family Holiday,Comedy,2015,NA,6.2,71
tt4919764,tvMovie,Royal Family Christmas,Comedy,2015,NA,6.6,84
tt4921846,tvMovie,Christmas Truce,Drama,2015,88,5.6,501
tt4923846,movie,Christmas in the Smokies,Drama,2015,88,5.8,1667
tt4923846,movie,Christmas in the Smokies,Family,2015,88,5.8,1667
tt4923846,movie,Christmas in the Smokies,Romance,2015,88,5.8,1667
tt4923886,tvMovie,12 Drinks of Christmas,Family,2013,NA,7.2,11
tt4943236,tvMovie,Girlfriends of Christmas Past,Comedy,2016,90,5.1,953
tt4943236,tvMovie,Girlfriends of Christmas Past,Romance,2016,90,5.1,953
tt4943842,video,Thomas & Friends: Thomas' Christmas Carol,Animation,2015,55,6.3,21
tt4943842,video,Thomas & Friends: Thomas' Christmas Carol,Family,2015,55,6.3,21
tt4982260,tvMovie,A Gert Lush Christmas,Comedy,2015,60,5.8,303
tt4994884,movie,The X Mas Files,Animation,2016,86,7.8,13
tt4994884,movie,The X Mas Files,Comedy,2016,86,7.8,13
tt5014528,tvMovie,Just in Time for Christmas,Comedy,2015,96,6.4,2824
tt5014528,tvMovie,Just in Time for Christmas,Romance,2015,96,6.4,2824
tt5031014,tvMovie,Ice Sculpture Christmas,Comedy,2015,83,6.5,2318
tt5031014,tvMovie,Ice Sculpture Christmas,Drama,2015,83,6.5,2318
tt5031014,tvMovie,Ice Sculpture Christmas,Romance,2015,83,6.5,2318
tt5033114,tvMovie,Once Upon a Holiday,Comedy,2015,84,6.2,3495
tt5033114,tvMovie,Once Upon a Holiday,Drama,2015,84,6.2,3495
tt5033114,tvMovie,Once Upon a Holiday,Romance,2015,84,6.2,3495
tt5062804,tvMovie,The Christmas Note,Drama,2015,85,6.7,1468
tt5086384,movie,A Christmas in New York,Romance,2016,81,4.7,190
tt5097970,tvMovie,Angel of Christmas,Comedy,2015,84,6.2,2306
tt5097970,tvMovie,Angel of Christmas,Romance,2015,84,6.2,2306
tt5123866,movie,A Miracle on Christmas Lake,Family,2016,110,4.4,283
tt5130174,tvMovie,A Christmas Reunion,Comedy,2015,86,5.1,813
tt5130174,tvMovie,A Christmas Reunion,Romance,2015,86,5.1,813
tt5133572,tvMovie,Crown for Christmas,Comedy,2015,86,6.9,5429
tt5133572,tvMovie,Crown for Christmas,Drama,2015,86,6.9,5429
tt5133572,tvMovie,Crown for Christmas,Family,2015,86,6.9,5429
tt5133810,tvMovie,12 Gifts of Christmas,Comedy,2015,83,6.3,5127
tt5133810,tvMovie,12 Gifts of Christmas,Romance,2015,83,6.3,5127
tt5156770,tvMovie,Charming Christmas,Drama,2015,85,6.2,1923
tt5156770,tvMovie,Charming Christmas,Romance,2015,85,6.2,1923
tt5170710,tvMovie,A Baby for Christmas,Family,2015,85,5.4,178
tt5178596,movie,Operation Christmas List,Comedy,2016,88,4.6,95
tt5178596,movie,Operation Christmas List,Family,2016,88,4.6,95
tt5182120,tvMovie,I'm Not Ready for Christmas,Comedy,2015,84,6,2124
tt5182120,tvMovie,I'm Not Ready for Christmas,Drama,2015,84,6,2124
tt5182120,tvMovie,I'm Not Ready for Christmas,Family,2015,84,6,2124
tt5192136,tvMovie,The Moo Family Holiday Hoe-Down,Animation,1992,23,4.5,20
tt5192136,tvMovie,The Moo Family Holiday Hoe-Down,Family,1992,23,4.5,20
tt5194920,tvMovie,I Love Lucy Christmas Special,Comedy,2015,45,8.4,42
tt5196576,movie,For the Love of Christmas,Family,2016,NA,6.2,128
tt5204384,tvMovie,Christmas Incorporated,Comedy,2015,85,6.4,2271
tt5204384,tvMovie,Christmas Incorporated,Drama,2015,85,6.4,2271
tt5204384,tvMovie,Christmas Incorporated,Romance,2015,85,6.4,2271
tt5210078,tvMovie,On the Twelfth Day of Christmas,Comedy,2015,84,6.8,2183
tt5210078,tvMovie,On the Twelfth Day of Christmas,Romance,2015,84,6.8,2183
tt5225868,tvMovie,Ms. Velma's Most Incredibly Magnificent Christmas Week,Family,1976,59,2.2,52
tt5231402,tvMovie,The Flight Before Christmas,Comedy,2015,88,5.9,2006
tt5231402,tvMovie,The Flight Before Christmas,Romance,2015,88,5.9,2006
tt5235574,tvMovie,One Christmas Wish,Drama,2015,86,6.7,560
tt5235574,tvMovie,One Christmas Wish,Family,2015,86,6.7,560
tt5237552,tvMovie,A Gift Wrapped Christmas,Comedy,2015,87,7.1,1867
tt5237552,tvMovie,A Gift Wrapped Christmas,Drama,2015,87,7.1,1867
tt5237552,tvMovie,A Gift Wrapped Christmas,Family,2015,87,7.1,1867
tt5239710,tvMovie,The Christmas Gift,Drama,2015,85,5.3,764
tt5239710,tvMovie,The Christmas Gift,Family,2015,85,5.3,764
tt5239710,tvMovie,The Christmas Gift,Romance,2015,85,5.3,764
tt5247382,video,A Very Troma Christmas,Animation,2015,NA,6.7,23
tt5252134,tvMovie,Nickelodeon's Ho Ho Holiday Special,Comedy,2015,47,6.1,220
tt5265662,tvMovie,Christmas Land,Comedy,2015,84,5.8,2883
tt5265662,tvMovie,Christmas Land,Drama,2015,84,5.8,2883
tt5265662,tvMovie,Christmas Land,Family,2015,84,5.8,2883
tt5266444,tvMovie,Last Chance for Christmas,Family,2015,87,6.1,833
tt5266444,tvMovie,Last Chance for Christmas,Romance,2015,87,6.1,833
tt5269490,tvMovie,The Curse of Clara: A Holiday Tale,Animation,2015,30,7.7,13
tt5269490,tvMovie,The Curse of Clara: A Holiday Tale,Family,2015,30,7.7,13
tt5269968,tvMovie,Wish Upon a Christmas,Drama,2015,86,5.8,780
tt5269968,tvMovie,Wish Upon a Christmas,Romance,2015,86,5.8,780
tt5271120,movie,The Christmas Project,Comedy,2016,92,5.5,536
tt5271120,movie,The Christmas Project,Family,2016,92,5.5,536
tt5273610,video,The Hypothetical Star Wars Holiday Special,Comedy,2015,10,6.3,45
tt5283212,tvMovie,A Norman Rockwell Christmas Story,Family,1995,52,6.9,364
tt5295412,movie,Christmas with Cookie,Comedy,2016,53,4.7,82
tt5310622,tvMovie,Disney Parks Unforgettable Christmas Celebration,Family,2015,85,6.6,18
tt5314484,movie,Project: Puppies for Christmas,Family,2019,93,7.4,61
tt5334126,movie,Christmas in New York,Animation,2005,88,5.3,75
tt5334126,movie,Christmas in New York,Family,2005,88,5.3,75
tt5343450,video,Little Angels: The Brightest Christmas,Animation,2004,42,2.1,1045
tt5343450,video,Little Angels: The Brightest Christmas,Family,2004,42,2.1,1045
tt5485456,tvMovie,The Rooftop Christmas Tree,Family,2016,88,6.2,1117
tt5485456,tvMovie,The Rooftop Christmas Tree,Romance,2016,88,6.2,1117
tt5531536,movie,Santa Swap: Merry Christmas Mr. Andersen,Comedy,2016,70,6.3,820
tt5531536,movie,Santa Swap: Merry Christmas Mr. Andersen,Family,2016,70,6.3,820
tt5565200,movie,Let's Kill Grandpa This Christmas,Comedy,2017,79,4.2,215
tt5574012,tvMovie,Falling for Christmas,Drama,2016,87,6.2,1644
tt5574012,tvMovie,Falling for Christmas,Romance,2016,87,6.2,1644
tt5599940,tvMovie,Terrific Trucks Save Christmas,Family,2016,NA,5.6,27
tt5675936,tvMovie,Christmas Cookies,Drama,2016,84,6.4,2541
tt5675936,tvMovie,Christmas Cookies,Romance,2016,84,6.4,2541
tt5676118,tvMovie,A Wish For Christmas,Drama,2016,84,5.9,5042
tt5676118,tvMovie,A Wish For Christmas,Family,2016,84,5.9,5042
tt5713426,tvMovie,Dolly Parton's Christmas of Many Colors: Circle of Love,Drama,2016,85,7.7,1009
tt5713426,tvMovie,Dolly Parton's Christmas of Many Colors: Circle of Love,Family,2016,85,7.7,1009
tt5732522,movie,Holiday Makers,Comedy,2016,121,6.8,351
tt5757556,movie,A Unicorn for Christmas,Drama,2021,87,6.3,290
tt5757556,movie,A Unicorn for Christmas,Family,2021,87,6.3,290
tt5801302,movie,Santa Stole Our Dog: A Merry Doggone Christmas!,Family,2017,94,4.4,188
tt5813808,movie,A Detour for Christmas,Drama,2016,96,4.6,228
tt5822856,movie,The Christmas Family 2,Family,2016,90,4.5,120
tt5845712,tvMovie,A Firehouse Christmas,Comedy,2016,88,5.1,960
tt5845712,tvMovie,A Firehouse Christmas,Drama,2016,88,5.1,960
tt5845712,tvMovie,A Firehouse Christmas,Romance,2016,88,5.1,960
tt5853124,movie,A Doggone Christmas,Family,2016,82,4.2,229
tt5860940,tvMovie,I'll Be Home for Christmas,Drama,2016,84,6.1,2677
tt5860940,tvMovie,I'll Be Home for Christmas,Family,2016,84,6.1,2677
tt5860940,tvMovie,I'll Be Home for Christmas,Romance,2016,84,6.1,2677
tt5863634,tvMovie,A Perfect Christmas,Comedy,2016,84,6.1,1405
tt5863634,tvMovie,A Perfect Christmas,Family,2016,84,6.1,1405
tt5863634,tvMovie,A Perfect Christmas,Romance,2016,84,6.1,1405
tt5876496,movie,Last Christmas,Comedy,2016,NA,5,14
tt5882474,video,Punitive psychiatry: Antichristmas,Animation,2015,2,8.9,26
tt5902138,tvMovie,Christmas List,Comedy,2016,84,6.2,2139
tt5902138,tvMovie,Christmas List,Romance,2016,84,6.2,2139
tt5918710,tvMovie,Hank Zipzer's Christmas Catastrophe,Comedy,2016,84,6.5,117
tt5918710,tvMovie,Hank Zipzer's Christmas Catastrophe,Family,2016,84,6.5,117
tt5944496,tvMovie,Christmas Homecoming,Drama,2017,85,6.5,1576
tt5944496,tvMovie,Christmas Homecoming,Romance,2017,85,6.5,1576
tt5949946,tvMovie,My Christmas Dream,Comedy,2016,82,6.2,2094
tt5949946,tvMovie,My Christmas Dream,Romance,2016,82,6.2,2094
tt5952626,tvMovie,"Merry Christmas, Baby",Family,2015,82,5.4,148
tt5981802,tvMovie,A Christmas in Vermont,Comedy,2016,86,5.5,1207
tt5981802,tvMovie,A Christmas in Vermont,Romance,2016,86,5.5,1207
tt5990458,tvMovie,Holiday Joy,Comedy,2016,87,5.4,1017
tt5997848,tvMovie,The Christmas Cottage,Comedy,2017,90,6.3,2310
tt5997848,tvMovie,The Christmas Cottage,Drama,2017,90,6.3,2310
tt5997848,tvMovie,The Christmas Cottage,Romance,2017,90,6.3,2310
tt6014166,movie,This Is Our Christmas,Family,2018,79,3.3,188
tt6066786,movie,Tom and Jerry: Paws for a Holiday,Animation,2003,46,7.6,44
tt6077642,video,Lego Star Wars: Christmas Special,Animation,2008,2,6.8,10
tt6077642,video,Lego Star Wars: Christmas Special,Comedy,2008,2,6.8,10
tt6095976,movie,Merry Christmas Mr. Mo,Comedy,2016,101,6.9,77
tt6095976,movie,Merry Christmas Mr. Mo,Drama,2016,101,6.9,77
tt6095976,movie,Merry Christmas Mr. Mo,Family,2016,101,6.9,77
tt6104760,tvMovie,My Christmas Love,Comedy,2016,85,6.3,2848
tt6104760,tvMovie,My Christmas Love,Romance,2016,85,6.3,2848
tt6111830,tvMovie,A Husband for Christmas,Comedy,2016,87,5,661
tt6111830,tvMovie,A Husband for Christmas,Drama,2016,87,5,661
tt6111830,tvMovie,A Husband for Christmas,Romance,2016,87,5,661
tt6119048,tvMovie,An American Girl Story: Maryellen 1955 - Extraordinary Christmas,Family,2016,48,6.7,160
tt6131148,tvMovie,Love You Like Christmas,Drama,2016,90,6.4,2113
tt6131148,tvMovie,Love You Like Christmas,Romance,2016,90,6.4,2113
tt6132948,tvMovie,A Nutcracker Christmas,Drama,2016,86,6.5,1712
tt6132948,tvMovie,A Nutcracker Christmas,Family,2016,86,6.5,1712
tt6144460,movie,Smart Christmas,Comedy,2018,90,4.5,156
tt6144460,movie,Smart Christmas,Family,2018,90,4.5,156
tt6167116,tvMovie,Broadcasting Christmas,Comedy,2016,84,6,1992
tt6167116,tvMovie,Broadcasting Christmas,Drama,2016,84,6,1992
tt6167116,tvMovie,Broadcasting Christmas,Family,2016,84,6,1992
tt6185074,tvMovie,A Cinderella Christmas,Comedy,2016,93,6.2,3448
tt6185074,tvMovie,A Cinderella Christmas,Romance,2016,93,6.2,3448
tt6201840,video,Christmas Demolition,Comedy,2012,NA,6.5,13
tt6215212,tvMovie,Every Christmas Has a Story,Comedy,2016,82,6.1,1919
tt6215212,tvMovie,Every Christmas Has a Story,Romance,2016,82,6.1,1919
tt6217490,tvMovie,Looks Like Christmas,Comedy,2016,84,5.8,1094
tt6217490,tvMovie,Looks Like Christmas,Drama,2016,84,5.8,1094
tt6217490,tvMovie,Looks Like Christmas,Romance,2016,84,5.8,1094
tt6225520,movie,The Man Who Invented Christmas,Comedy,2017,104,7,17908
tt6225520,movie,The Man Who Invented Christmas,Drama,2017,104,7,17908
tt6228890,movie,Christmas Blood,Comedy,2017,104,4.2,465
tt6243612,tvMovie,The Christmas Swap,Comedy,2016,NA,5.6,153
tt6243722,tvMovie,Merry Ex-Mas,Comedy,2016,NA,6.4,86
tt6245488,tvMovie,Finding Father Christmas,Drama,2016,86,6.8,2558
tt6245488,tvMovie,Finding Father Christmas,Romance,2016,86,6.8,2558
tt6260218,tvMovie,Sound of Christmas,Drama,2016,84,6.4,1187
tt6260218,tvMovie,Sound of Christmas,Romance,2016,84,6.4,1187
tt6263260,tvMovie,A Heavenly Christmas,Drama,2016,93,6.4,2048
tt6263260,tvMovie,A Heavenly Christmas,Romance,2016,93,6.4,2048
tt6268168,video,Four Christmases: Gag Reel,Comedy,2009,3,6.4,744
tt6268170,video,Four Christmases: Holiday Moments,Comedy,2009,11,6.4,23
tt6269192,tvMovie,Journey Back to Christmas,Drama,2016,84,7,3145
tt6269192,tvMovie,Journey Back to Christmas,Family,2016,84,7,3145
tt6269700,tvMovie,Operation Christmas,Romance,2016,84,6.8,1792
tt6273004,tvMovie,Christmas in Homestead,Romance,2016,84,6.6,2648
tt6275674,tvMovie,A Puppy for Christmas,Comedy,2016,85,5.9,1149
tt6275674,tvMovie,A Puppy for Christmas,Drama,2016,85,5.9,1149
tt6275674,tvMovie,A Puppy for Christmas,Romance,2016,85,5.9,1149
tt6279602,tvMovie,A Dream of Christmas,Comedy,2016,84,6.7,2655
tt6279602,tvMovie,A Dream of Christmas,Drama,2016,84,6.7,2655
tt6279602,tvMovie,A Dream of Christmas,Family,2016,84,6.7,2655
tt6279922,tvMovie,A Christmas Adventure,Animation,1991,NA,5.8,10
tt6280318,video,The Christmas Dinosaur,Animation,2004,47,6.9,58
tt6280318,video,The Christmas Dinosaur,Comedy,2004,47,6.9,58
tt6280318,video,The Christmas Dinosaur,Family,2004,47,6.9,58
tt6284950,tvMovie,A Rose for Christmas,Drama,2017,84,6,1676
tt6284950,tvMovie,A Rose for Christmas,Romance,2017,84,6,1676
tt6285546,tvMovie,"Ruff-Ruff, Tweet and Dave: A Christmas Adventure",Animation,2016,22,7.2,12
tt6285546,tvMovie,"Ruff-Ruff, Tweet and Dave: A Christmas Adventure",Family,2016,22,7.2,12
tt6287174,movie,Pixi Saves Christmas,Animation,2016,91,7.2,81
tt6287174,movie,Pixi Saves Christmas,Family,2016,91,7.2,81
tt6288876,tvMovie,A Christmas to Remember,Comedy,2016,84,6.5,2648
tt6288876,tvMovie,A Christmas to Remember,Drama,2016,84,6.5,2648
tt6288876,tvMovie,A Christmas to Remember,Romance,2016,84,6.5,2648
tt6299366,movie,Lilly's Bewitched Christmas,Comedy,2017,100,5.6,93
tt6299366,movie,Lilly's Bewitched Christmas,Drama,2017,100,5.6,93
tt6299366,movie,Lilly's Bewitched Christmas,Family,2017,100,5.6,93
tt6301524,tvMovie,Christmas Cookie Challenge,Family,2015,60,6.6,10
tt6306564,movie,Wild Kratts: A Creature Christmas,Family,2015,47,6.4,34
