tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt0283285,tvMovie,Christmas Night with the Two Ronnies,christmas night with the two ronnies,1987,50,5.6,64
tt0283620,tvMovie,Take Peace! A Corgi Cottage Christmas with Tasha Tudor,take peace a corgi cottage christmas with tasha tudor,1998,45,6.9,19
tt0283851,video,The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,the adventures of marykate  ashley the case of the christmas caper,1995,30,4.1,122
tt0284362,video,O' Christmas Tree,o christmas tree,1999,48,6.2,132
tt0284946,video,Casper's Haunted Christmas,caspers haunted christmas,2000,84,4.5,1140
tt0285020,video,Disney Sing-Along-Songs: The Twelve Days of Christmas,disney singalongsongs the twelve days of christmas,1993,30,7.1,96
tt0285022,video,Disney Sing-Along-Songs: Very Merry Christmas Songs,disney singalongsongs very merry christmas songs,1988,27,7.7,224
tt0285192,tvMovie,Holiday Affair,holiday affair,2001,90,4.3,49
tt0285225,tvMovie,Inspector Gadget Saves Christmas,inspector gadget saves christmas,1992,22,5.6,295
tt0287029,video,Timmy's Gift: A Precious Moments Christmas,timmys gift a precious moments christmas,1991,23,7.2,91
tt0289415,video,Recess Christmas: Miracle on Third Street,recess christmas miracle on third street,2001,63,6.2,595
tt0289700,tvMovie,The Elf Who Saved Christmas,the elf who saved christmas,1992,30,6.6,39
tt0290182,tvMovie,Edith Ann's Christmas (Just Say Noël),edith anns christmas just say noël,1996,30,5,74
tt0290321,tvMovie,A Town Without Christmas,a town without christmas,2001,91,6.2,870
tt0291029,tvMovie,Babar and Father Christmas,babar and father christmas,1986,30,6.6,117
tt0291816,tvMovie,A Christmas Carol,a christmas carol,2000,75,6.8,601
tt0293550,video,The Real Story of O Christmas Tree,the real story of o christmas tree,1991,25,7.6,31
tt0293783,video,A Christmas Adventure ...From a Book Called Wisely's Tales,a christmas adventure from a book called wiselys tales,2001,50,5.4,78
tt0295473,movie,Merry Christmas,merry christmas,2001,98,4.5,1077
tt0296867,tvMovie,Christmas Box,christmas box,1976,60,6.2,15
tt0297017,tvMovie,The Bear Who Slept Through Christmas,the bear who slept through christmas,1973,30,6.7,271
tt0297169,video,Holiday in the Sun,holiday in the sun,2001,87,5,5027
tt0298580,tvMovie,Twice Upon a Christmas,twice upon a christmas,2001,90,5.3,683
tt0299947,tvMovie,The Greatest Christmas Moments of All Time!,the greatest christmas moments of all time,1997,60,6.2,11
tt0300195,video,Mickey's Magical Christmas: Snowed in at the House of Mouse,mickeys magical christmas snowed in at the house of mouse,2001,65,6.6,3740
tt0301475,tvMovie,A Disney Channel Christmas!!!!,a disney channel christmas,1983,90,7.5,191
tt0302301,video,Because It's Christmas: Barry Manilow,because its christmas barry manilow,1991,NA,7.8,19
tt0302411,tvMovie,The Christmas Messenger,the christmas messenger,1975,30,8.6,52
tt0303318,movie,Christmas at Wapos Bay,christmas at wapos bay,2002,50,6.5,10
tt0303725,tvMovie,The Bears Who Saved Christmas,the bears who saved christmas,1994,22,7.2,110
tt0303847,video,The Christmas Season Massacre,the christmas season massacre,2001,70,2.7,317
tt0304496,tvMovie,Once Upon a Christmas Time,once upon a christmas time,1959,60,7.5,21
tt0304555,video,Playboy Wet & Wild: Hot Holidays,playboy wet  wild hot holidays,1995,55,7.4,37
tt0305312,video,Bob the Builder: A Christmas to Remember,bob the builder a christmas to remember,2001,63,6.7,197
tt0305366,tvMovie,Christmas with the Stars,christmas with the stars,2001,NA,3.8,17
tt0305390,tvMovie,Coping with Christmas,coping with christmas,1995,25,5.3,13
tt0305767,tvMovie,The Little Crooked Christmas Tree,the little crooked christmas tree,1990,24,6.3,23
tt0306424,tvMovie,12 Tiny Christmas Tales,12 tiny christmas tales,2001,23,6.8,104
tt0308246,tvMovie,A Family Circus Christmas,a family circus christmas,1979,30,6.5,129
tt0308823,tvMovie,A Rugrats Kwanzaa Special,a rugrats kwanzaa special,2001,23,6.7,65
tt0314176,movie,Holiday in Seoul,holiday in seoul,1997,98,6.7,67
tt0315398,tvMovie,Christmas Rush,christmas rush,2002,100,5.1,793
tt0316352,movie,One Hell of a Christmas,one hell of a christmas,2002,95,3.2,332
tt0319404,tvMovie,Father Knows Best: Home for Christmas,father knows best home for christmas,1977,88,7.8,206
tt0321305,movie,Killers on Holiday,killers on holiday,2002,95,7,80
tt0321681,tvMovie,A Christmas Carol,a christmas carol,1994,NA,5.6,44
tt0324344,tvMovie,The Twelve Days of Christmas,the twelve days of christmas,1993,22,7.6,107
tt0326163,tvMovie,Skinflint: A Country Christmas Carol,skinflint a country christmas carol,1979,120,4.2,52
tt0328116,tvMovie,Mary Christmas,mary christmas,2002,100,6.6,538
tt0329098,video,Franklin's Magic Christmas,franklins magic christmas,2001,50,6.1,148
tt0329634,tvMovie,A Special Sesame Street Christmas,a special sesame street christmas,1978,60,7.3,147
tt0329737,tvMovie,It's a Very Merry Muppet Christmas Movie,its a very merry muppet christmas movie,2002,100,6.3,4484
tt0330149,tvMovie,A Christmas Carol,a christmas carol,1950,120,7,42
tt0330151,tvMovie,A Christmas Carol,a christmas carol,1981,110,4.4,33
tt0330152,tvMovie,The Christmas Shoes,the christmas shoes,2002,100,6.6,2818
tt0330768,tvMovie,A Pink Christmas,a pink christmas,1978,30,7.1,429
tt0331185,tvMovie,B.C.: A Special Christmas,bc a special christmas,1981,30,6.4,70
tt0331217,tvMovie,Christmas Eve on Sesame Street,christmas eve on sesame street,1978,60,8.4,1052
tt0331439,tvMovie,Bob Hope's Overseas Christmas Tours: Around the World with the Troops - 1941-1972,bob hopes overseas christmas tours around the world with the troops  19411972,1980,NA,7.8,194
tt0331997,movie,A Christmas Tail,a christmas tail,2000,91,6.2,124
tt0335093,tvMovie,The Fat Albert Christmas Special,the fat albert christmas special,1977,22,6.5,219
tt0336166,tvMovie,A Christmas Carol at Ford's Theatre,a christmas carol at fords theatre,1979,120,3.1,21
tt0337689,movie,Christmas on the Nile,christmas on the nile,2002,100,4.1,1754
tt0339343,tvMovie,The Man Who Saved Christmas,the man who saved christmas,2002,100,6.5,548
tt0343531,tvMovie,A Christmas Visitor,a christmas visitor,2002,100,6.9,1267
tt0344267,video,Remembering 'Roman Holiday',remembering roman holiday,2002,25,6.5,91
tt0344269,video,Restoring Roman Holiday,restoring roman holiday,2002,7,6.2,63
tt0345037,tvMovie,A Christmas Carol,a christmas carol,1943,60,5.1,48
tt0345039,tvMovie,A Christmas Carol,a christmas carol,1982,87,5,57
tt0346706,tvMovie,Carry on Again Christmas,carry on again christmas,1970,50,5.4,175
tt0346707,tvMovie,Carry on Christmas,carry on christmas,1969,50,5.9,321
tt0346750,movie,Christmas Child,christmas child,2004,96,6.2,641
tt0348254,tvMovie,The True Meaning of Christmas Specials,the true meaning of christmas specials,2002,44,6.6,95
tt0349502,tvMovie,The Great Christmas Movies,the great christmas movies,1998,90,6.1,33
tt0352082,movie,Blue Collar White Christmas,blue collar white christmas,2002,80,7,29
tt0355327,tvMovie,Christmas in Hawaii,christmas in hawaii,1981,60,6.2,27
tt0355790,movie,Thief on Holiday,thief on holiday,1958,NA,5.3,15
tt0356408,tvMovie,The Berenstain Bears' Christmas Tree,the berenstain bears christmas tree,1979,30,7.2,263
tt0359409,tvMovie,A Grandfather for Christmas,a grandfather for christmas,2002,90,4.8,28
tt0363240,movie,Christmas on Mars,christmas on mars,2008,83,5.2,814
tt0364998,tvMovie,Black Christmas,black christmas,1977,50,6.1,23
tt0365390,tvMovie,Finding John Christmas,finding john christmas,2003,90,6.3,851
tt0366307,tvMovie,The Christmas Orange,the christmas orange,2002,22,6.7,33
tt0366691,video,The Kudzu Christmas,the kudzu christmas,2002,87,6.9,28
tt0367623,tvMovie,Christmas Vacation 2: Cousin Eddie's Island Adventure,christmas vacation 2 cousin eddies island adventure,2003,83,2.7,3749
tt0369000,movie,Stella on Holiday,stella on holiday,1986,84,7.2,333
tt0369436,movie,Four Christmases,four christmases,2008,88,5.7,77785
tt0370767,movie,Mid-year Holiday,midyear holiday,1962,102,6.2,36
tt0372004,tvMovie,Undercover Christmas,undercover christmas,2003,87,6.3,990
tt0376932,video,The Town That Outlawed Christmas,the town that outlawed christmas,2000,88,6.7,27
tt0379215,movie,Christmas,christmas,2003,89,7.2,96
tt0380728,tvMovie,Stealing Christmas,stealing christmas,2003,89,5.7,972
tt0381268,movie,If It Snows on Christmas,if it snows on christmas,1998,101,4.5,19
tt0381942,tvMovie,A Carol Christmas,a carol christmas,2003,92,5.1,1272
tt0385567,tvMovie,A Boyfriend for Christmas,a boyfriend for christmas,2004,94,6.4,3389
tt0385737,movie,Happy Ero Christmas,happy ero christmas,2003,109,4.1,179
tt0386282,tvMovie,An American Idol Christmas,an american idol christmas,2003,60,4.6,85
tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown",i want a dog for christmas charlie brown,2003,43,7,1616
tt0388419,movie,Christmas with the Kranks,christmas with the kranks,2004,99,5.4,54829
tt0390302,tvMovie,The Nick at Nite Holiday Special,the nick at nite holiday special,2003,60,7.9,80
tt0390954,tvMovie,Casper's First Christmas,caspers first christmas,1979,30,6.7,268
tt0391404,video,The Powerpuff Girls: 'Twas the Fight Before Christmas,the powerpuff girls twas the fight before christmas,2003,44,7.2,636
tt0392009,tvMovie,A Flintstone Family Christmas,a flintstone family christmas,1993,23,6.4,469
tt0392794,tvMovie,The Spirit of Christmas,the spirit of christmas,1950,27,8,312
tt0392819,tvMovie,T.Bag's Christmas Carol,tbags christmas carol,1989,22,5.4,30
tt0393052,video,Another Christmas Story,another christmas story,2003,18,8.1,56
tt0393249,tvMovie,EastEnders: Christmas Party,eastenders christmas party,2003,65,6.2,25
tt0395968,tvMovie,The Christmas Truce,the christmas truce,2002,50,7.6,36
tt0396200,tvMovie,Santabear's First Christmas,santabears first christmas,1986,NA,7.1,26
tt0396209,movie,Holiday in Seoul,holiday in seoul,1956,90,5.9,40
tt0396517,tvMovie,Busted: Christmas for Everyone,busted christmas for everyone,2003,30,7.6,29
tt0396826,movie,Holiday with Minka,holiday with minka,1963,87,7.8,11
tt0396888,tvMovie,T.Bag's Christmas Ding Dong,tbags christmas ding dong,1990,25,7.1,14
tt0396889,tvMovie,T.Bag's Christmas Turkey,tbags christmas turkey,1991,25,7,13
tt0397368,video,A Christmas Too Many,a christmas too many,2007,94,3.7,508
tt0398094,tvMovie,Andy Williams - Best of Christmas,andy williams  best of christmas,2001,60,8.3,78
tt0398311,tvMovie,Scrooge: A Christmas Sarah,scrooge a christmas sarah,1990,30,5.9,40
tt0399837,video,VeggieTales: The Star of Christmas,veggietales the star of christmas,2002,48,7,453
tt0400299,tvMovie,Christmas in Kabul,christmas in kabul,2003,NA,5.4,13
tt0403452,movie,Christmas Rematch,christmas rematch,2004,99,6.8,899
tt0405006,tvMovie,Headin' Home for the Holidays,headin home for the holidays,1986,50,6.7,17
tt0405096,movie,Ladybirds' Christmas,ladybirds christmas,2001,54,7.1,248
tt0405615,video,The 12 Dogs of Christmas,the 12 dogs of christmas,2005,102,5.4,993
tt0405673,tvMovie,"All This, and Christmas Too!",all this and christmas too,1971,60,5.6,57
tt0406649,tvMovie,A Christmas Carol: The Musical,a christmas carol the musical,2004,97,6.3,2131
tt0407043,tvMovie,The Night B4 Christmas,the night b4 christmas,2003,70,5.2,62
tt0408814,tvMovie,George and the Christmas Star,george and the christmas star,1985,25,7.4,84
tt0408985,movie,Last Holiday,last holiday,2006,112,6.5,35192
tt0412366,tvMovie,Samantha: An American Girl Holiday,samantha an american girl holiday,2004,86,7,2159
tt0413447,tvMovie,Daddy Wanted for Christmas,daddy wanted for christmas,2003,90,6.6,64
tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,love hina christmas special silent eve,2000,46,6.9,488
tt0415097,video,Kids on Christmas,kids on christmas,2004,6,3.2,29
tt0415478,video,Adventures in Odyssey: Electric Christmas,adventures in odyssey electric christmas,1994,30,6.8,85
tt0415706,video,Christmas in Tinseltown,christmas in tinseltown,2004,7,3.8,28
tt0418599,movie,Christmas in Love,christmas in love,2004,118,4.2,1074
tt0419470,video,Bad Santa: Not Your Typical Christmas Movie,bad santa not your typical christmas movie,2004,9,7.4,359
tt0420550,movie,Christmas at Maxwell's,christmas at maxwells,2006,94,4.3,124
tt0421151,tvMovie,A Very Married Christmas,a very married christmas,2004,85,5,286
tt0424279,video,Mickey's Twice Upon a Christmas,mickeys twice upon a christmas,2004,68,6.4,5692
tt0424517,tvMovie,A Tuna Christmas,a tuna christmas,1996,NA,8.5,62
tt0427224,tvMovie,Eve's Christmas,eves christmas,2004,96,5.9,1198
tt0427269,video,Francesco's Friendly World: The Gifts of Christmas,francescos friendly world the gifts of christmas,1997,NA,8.3,17
tt0427430,tvMovie,Karroll's Christmas,karrolls christmas,2004,87,6,641
tt0431438,tvMovie,Very Cool Christmas,very cool christmas,2004,90,3.7,519
tt0434353,video,"Spacemen, Go-go Girls and the True Meaning of Christmas",spacemen gogo girls and the true meaning of christmas,2004,33,2.7,122
tt0435616,tvMovie,Christmas at Water's Edge,christmas at waters edge,2004,87,5.3,197
tt0436855,tvMovie,The Twelve Days of Christmas Eve,the twelve days of christmas eve,2004,85,5.7,1096
tt0439312,video,"Tales from the Grave, Volume 2: Happy Holidays",tales from the grave volume 2 happy holidays,2005,90,5.5,54
tt0439334,tvMovie,The Wish That Changed Christmas,the wish that changed christmas,1991,30,8,108
tt0439567,video,Felix the Cat Saves Christmas,felix the cat saves christmas,2003,71,4.9,146
tt0439734,video,Nine Dog Christmas,nine dog christmas,2002,59,5.4,146
tt0439856,tvMovie,The Trailer Park Boys Christmas Special,the trailer park boys christmas special,2004,57,8,3753
tt0440084,tvMovie,A Beachcombers Christmas,a beachcombers christmas,2004,120,6.7,47
tt0440205,tvMovie,Christmas Lights,christmas lights,2004,68,6.7,315
tt0440444,tvMovie,Grumpy Old Women at Christmas,grumpy old women at christmas,2004,60,7.7,33
tt0441610,tvMovie,The City That Forgot About Christmas,the city that forgot about christmas,1974,25,6.5,69
tt0441634,tvMovie,Home for Christmas,home for christmas,2002,55,7.1,23
tt0442666,tvMovie,Essential Poems for Christmas,essential poems for christmas,2004,60,7.9,23
tt0443476,video,Davey & Goliath's Snowboard Christmas,davey  goliaths snowboard christmas,2004,44,5.8,28
tt0443495,tvMovie,EastEnders: Christmas Party,eastenders christmas party,2004,60,9,18
tt0443734,movie,A Christmas Carol,a christmas carol,2004,75,5.1,139
tt0443759,video,Morecambe & Wise Christmas Cracker,morecambe  wise christmas cracker,1993,60,9,10
tt0444765,tvMovie,On Christmas Eve,on christmas eve,2005,45,6.4,18
tt0445929,tvMovie,A Bear's Christmas Tail,a bears christmas tail,2004,45,5.2,81
tt0447615,video,Christmas from Hollywood,christmas from hollywood,2003,72,7.6,187
tt0449027,tvMovie,Giada's Italian Holiday,giadas italian holiday,2005,NA,8.5,26
tt0449042,tvMovie,An Italian Christmas with Mario and Giada,an italian christmas with mario and giada,2004,60,7.9,11
tt0450827,tvMovie,A Christmas Tale,a christmas tale,2005,71,6.2,1767
tt0451073,movie,A Halfway House Christmas,a halfway house christmas,2005,50,3.9,135
tt0452599,tvMovie,A Christmas Carol,a christmas carol,1969,45,7.1,266
tt0452829,video,Nora's Christmas Gift,noras christmas gift,1989,45,8.3,58
tt0453451,movie,Mr. Bean's Holiday,mr beans holiday,2007,90,6.4,132186
tt0454082,movie,Black Christmas,black christmas,2006,95,4.7,29580
tt0457939,movie,The Holiday,the holiday,2006,136,6.9,308807
tt0459502,movie,Stolen Holidays,stolen holidays,2006,90,6.4,82
tt0461062,movie,Holiday,holiday,2006,NA,4.4,168
tt0462263,movie,Dreaming on Christmas,dreaming on christmas,2005,100,8.6,48
tt0464929,tvMovie,David Letterman's 2nd Annual Holiday Film Festival,david lettermans 2nd annual holiday film festival,1986,60,7.4,74
tt0464930,tvMovie,David Letterman's Holiday Film Festival,david lettermans holiday film festival,1985,60,8.1,72
tt0467516,movie,Christmas in August,christmas in august,2005,102,5.7,40
tt0468584,video,An X-Mas Message from David X. Cohen,an xmas message from david x cohen,2003,5,8.7,29
tt0475969,tvMovie,Home for the Holidays,home for the holidays,2005,87,5.8,272
tt0476448,video,Christmas with the Mormon Tabernacle Choir,christmas with the mormon tabernacle choir,1995,39,7.6,19
tt0477715,video,Ho Ho Nooooooo!!! It's Mr. Bill's Christmas Special!,ho ho nooooooo its mr bills christmas special,1996,30,5.9,43
tt0478863,video,Hermie & Friends: A Fruitcake Christmas,hermie  friends a fruitcake christmas,2005,45,6.6,41
tt0479152,tvMovie,Crazy for Christmas,crazy for christmas,2005,90,6.3,1349
tt0480008,tvMovie,Chasing Christmas,chasing christmas,2005,81,5.2,882
tt0480844,tvMovie,Recipe for a Perfect Christmas,recipe for a perfect christmas,2005,120,6.4,926
tt0483445,video,A Walt Disney Christmas,a walt disney christmas,1982,46,7.6,319
tt0485345,video,The Best Christmas Ever!,the best christmas ever,1990,56,6.9,78
tt0486292,tvMovie,A Christmas Wedding,a christmas wedding,2006,89,5.3,711
tt0487263,tvMovie,Marie Osmond's Merry Christmas,marie osmonds merry christmas,1986,NA,9.4,23
tt0491718,tvMovie,A Fairy Tale Christmas,a fairy tale christmas,2005,47,2.4,259
tt0493148,video,Mr. Christmas,mr christmas,2004,56,4.8,231
tt0493294,tvMovie,Red Boots for Christmas,red boots for christmas,1995,28,6.9,78
tt0494208,movie,Holiday Baggage,holiday baggage,2008,110,4.9,403
tt0494214,tvMovie,Brer Rabbit's Christmas Carol,brer rabbits christmas carol,1992,58,6,62
tt0494662,tvMovie,Bring Back... The Christmas Number One,bring back the christmas number one,2005,65,7.9,34
tt0495165,video,Noddy Saves Christmas,noddy saves christmas,2004,30,6.8,40
tt0495818,video,A Christmas Carol,a christmas carol,1994,49,5.7,161
tt0496411,movie,A Merry Little Christmas,a merry little christmas,2006,85,3.2,212
tt0497025,tvMovie,Christmas in Boston,christmas in boston,2005,90,6.1,2384
tt0497030,tvMovie,His and Her Christmas,his and her christmas,2005,89,5.1,715
tt0498016,video,Santa Claus Versus the Christmas Vixens,santa claus versus the christmas vixens,2002,15,9.1,33
tt0498246,video,Ray Charles Celebrates Gospel Christmas with the Voices of Jubilation,ray charles celebrates gospel christmas with the voices of jubilation,2003,90,7.7,16
tt0498361,movie,The Christmas Miracle of Jonathan Toomey,the christmas miracle of jonathan toomey,2007,91,6.4,1200
tt0499003,tvMovie,Christmas Comes to PacLand,christmas comes to pacland,1982,24,5.7,169
tt0499064,tvMovie,"Odmori se, zasluzio si: Christmas Special",odmori se zasluzio si christmas special,2005,45,8.4,45
