tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt15049912,tvMovie,A Chestnut Family Christmas,a chestnut family christmas,2021,83,5.9,203
tt1508256,movie,A Grandpa for Christmas,a grandpa for christmas,2009,85,5.7,14
tt15088982,movie,Killer Christmas Elves,killer christmas elves,2021,NA,6.3,26
tt15091462,tvMovie,The Enchanted Christmas Cake,the enchanted christmas cake,2021,84,5.4,636
tt15111214,movie,Secret Santa: A Christmas Adventure,secret santa a christmas adventure,2021,NA,7,35
tt15127022,tvMovie,A Picture Perfect Holiday,a picture perfect holiday,2021,87,5.8,347
tt15128214,movie,Holiday Hideaway,holiday hideaway,2022,96,8.2,44
tt15133668,tvMovie,Christmas Déjà Vu,christmas déjà vu,2021,92,5.5,150
tt15133684,movie,A Jenkins Family Christmas,a jenkins family christmas,2021,94,5.6,158
tt1516541,movie,Homeless for the Holidays,homeless for the holidays,2009,105,3.2,515
tt15167640,movie,Country Roads Christmas,country roads christmas,2022,85,6.2,57
tt15185022,movie,See You Next Christmas,see you next christmas,2021,99,5.5,275
tt15186426,movie,Christmas Is Canceled,christmas is canceled,2021,95,4.8,1569
tt15187842,tvMovie,Toying with the Holidays,toying with the holidays,2021,86,6.3,649
tt1519929,tvMovie,A Dog Named Christmas,a dog named christmas,2009,95,7.4,1373
tt15203648,movie,A Wiseguy Christmas,a wiseguy christmas,2021,NA,7.3,294
tt15205430,tvMovie,Coyote Creek Christmas,coyote creek christmas,2021,84,5.7,1480
tt15205728,tvMovie,Fixing Up Christmas,fixing up christmas,2021,86,5.9,478
tt15226096,tvMovie,The Nine Kittens of Christmas,the nine kittens of christmas,2021,84,6.6,1779
tt15233326,tvMovie,Furry Little Christmas,furry little christmas,2021,87,5.7,491
tt15235708,tvMovie,A Dickens of a Holiday!,a dickens of a holiday,2021,84,7.3,1399
tt1524572,video,The Oshima Gang: The Making of 'Merry Christmas Mr. Lawrence',the oshima gang the making of merry christmas mr lawrence,1983,30,6.5,21
tt15245738,movie,The Holiday Fix Up,the holiday fix up,2021,84,6.5,1003
tt15248422,movie,The King a Christmas Story from a Heavenly Perspective,the king a christmas story from a heavenly perspective,2021,NA,5.7,29
tt15254212,tvMovie,Christmas in Tune,christmas in tune,2021,87,7,698
tt15279930,movie,Another Christmas,another christmas,2021,73,5.1,18
tt15289090,tvMovie,Christmas on the Farm,christmas on the farm,2021,86,5.2,898
tt15294458,movie,Black Christmas: 2021 Remake,black christmas 2021 remake,2021,54,3.9,31
tt15302344,tvMovie,Candy Coated Christmas,candy coated christmas,2021,83,5.8,574
tt15316422,tvMovie,The Christmas Contest,the christmas contest,2021,83,5.8,1263
tt15348352,tvMovie,The Christmas Promise,the christmas promise,2021,84,6.7,1222
tt15353214,movie,'Twas the Fight Before Christmas,twas the fight before christmas,2021,91,6.3,755
tt15359506,tvMovie,The Great Christmas Switch,the great christmas switch,2021,84,6,506
tt15379406,movie,Christmas at the Holly Day Inn,christmas at the holly day inn,2023,88,5.3,88
tt15388610,movie,Zoey's Extraordinary Christmas,zoeys extraordinary christmas,2021,99,7.2,2232
tt1539985,tvMovie,Christmas with the King Family,christmas with the king family,2009,60,8.2,14
tt15410692,movie,The Magical Christmas Tree,the magical christmas tree,2021,NA,5.5,30
tt15412176,tvMovie,"Next Stop, Christmas",next stop christmas,2021,84,7,2580
tt1541785,tvMovie,Mid Life Christmas,mid life christmas,2009,59,6.5,108
tt15420960,tvMovie,A Christmas Together with You,a christmas together with you,2021,83,6.5,1169
tt1542347,movie,A Carol of Christmas,a carol of christmas,2005,101,5.3,24
tt15425920,tvMovie,Christmas in Harmony,christmas in harmony,2021,84,5.5,734
tt15450798,tvMovie,Hot Mess Holiday,hot mess holiday,2021,70,5.6,446
tt15463198,tvMovie,Our Christmas Journey,our christmas journey,2021,84,6.6,471
tt15484422,tvMovie,"You, Me & the Christmas Trees",you me  the christmas trees,2021,84,6.3,1289
tt15485160,tvMovie,A Holiday in Harlem,a holiday in harlem,2021,84,5.5,583
tt15502006,tvMovie,A Mrs. Miracle Christmas,a mrs miracle christmas,2021,84,7.3,946
tt1550321,movie,The Night Before Christmas,the night before christmas,1951,49,7.3,289
tt15508150,tvMovie,My Christmas Family Tree,my christmas family tree,2021,84,7.6,2338
tt15515030,tvMovie,An Ice Wine Christmas,an ice wine christmas,2021,84,5.1,350
tt15515260,tvMovie,Saying Yes to Christmas,saying yes to christmas,2021,87,5.8,351
tt15515414,tvMovie,Kirk Franklin's A Gospel Christmas,kirk franklins a gospel christmas,2021,87,6.5,316
tt15515460,tvMovie,My Favorite Christmas Melody,my favorite christmas melody,2021,87,5.5,260
tt15515522,tvMovie,Christmas Movie Magic,christmas movie magic,2021,87,6.3,659
tt15515750,tvMovie,Ghosts of Christmas Past,ghosts of christmas past,2021,87,6.4,701
tt15515882,tvMovie,Under the Christmas Tree,under the christmas tree,2021,87,5.8,875
tt1552113,tvMovie,Surviving the Holidays with Lewis Black,surviving the holidays with lewis black,2009,97,6.6,74
tt15524132,movie,Who Is Christmas Eve?,who is christmas eve,2021,90,6.9,75
tt15544202,video,WWE Ring in the Holiday,wwe ring in the holiday,2015,118,8.4,14
tt15565510,tvMovie,A Kiss Before Christmas,a kiss before christmas,2021,83,7.1,1812
tt15565704,movie,A Naija Christmas,a naija christmas,2021,121,4.9,440
tt15565724,movie,Grumpy Christmas,grumpy christmas,2021,87,4.5,433
tt15568228,movie,Saving Christmas Spirit,saving christmas spirit,2022,90,5.7,456
tt15655480,tvMovie,Christmas in My Heart,christmas in my heart,2021,84,6.5,1194
tt1567140,tvMovie,The Night Before the Night Before Christmas,the night before the night before christmas,2010,88,5.6,723
tt15691922,tvMovie,Christmas CEO,christmas ceo,2021,84,5.6,1050
tt1569470,video,NLO Spirit of Christmas,nlo spirit of christmas,2009,70,10,18
tt1570352,tvMovie,Christmas Dreams,christmas dreams,2009,60,6.6,30
tt15706104,tvMovie,Boyfriends of Christmas Past,boyfriends of christmas past,2021,84,6,1299
tt1570964,tvMovie,Curious George: A Very Monkey Christmas,curious george a very monkey christmas,2009,58,6.3,623
tt15716528,tvMovie,Joy for Christmas,joy for christmas,2021,86,6.2,745
tt1572008,tvMovie,A Nanny for Christmas,a nanny for christmas,2010,90,5.3,1821
tt15720718,tvMovie,Trolls Holiday in Harmony,trolls holiday in harmony,2021,26,6.1,536
tt1573475,movie,"Love, Guns & Christmas",love guns  christmas,2015,83,6.3,16
tt15739494,tvMovie,Christmas in Tahoe,christmas in tahoe,2021,83,6.3,1228
tt15758364,tvMovie,Christmas Sail,christmas sail,2021,84,6.2,1138
tt15758400,tvMovie,Open by Christmas,open by christmas,2021,84,6.9,1393
tt15766640,tvMovie,An Unexpected Christmas,an unexpected christmas,2021,83,6.9,2580
tt1577038,tvMovie,A Christmas Wish,a christmas wish,2011,97,6.5,2059
tt15771862,movie,Lacy's Christmas Do-Over,lacys christmas doover,2021,93,5.5,80
tt15771958,movie,Christmas in the Caribbean,christmas in the caribbean,2022,90,4.3,50
tt15772866,movie,Christmas with the Chosen: The Messengers,christmas with the chosen the messengers,2021,123,7.8,881
tt15783694,tvMovie,Merry Liddle Christmas Baby,merry liddle christmas baby,2021,84,6.5,329
tt1579220,tvMovie,A Christmas Celebration: Send Round the Song,a christmas celebration send round the song,1992,60,7.9,10
tt1579419,tvMovie,"Sun, Sex & Holiday Madness",sun sex  holiday madness,2010,NA,6.2,10
tt1579947,tvMovie,Dora's Christmas Carol Adventure,doras christmas carol adventure,2009,48,4.5,56
tt15800166,movie,Adventures in Christmasing,adventures in christmasing,2021,87,6.5,110
tt15800254,tvMovie,The Bitch Who Stole Christmas,the bitch who stole christmas,2021,86,5.5,861
tt15800378,tvMovie,Hip Hop Family Christmas,hip hop family christmas,2021,89,5.1,139
tt15800610,movie,A Family Matters Christmas,a family matters christmas,2022,86,5.3,54
tt1581275,movie,Christmas with Walt Disney,christmas with walt disney,2009,51,8,54
tt15819904,tvMovie,Royally Wrapped for Christmas,royally wrapped for christmas,2021,85,6.3,813
tt15824322,movie,Christmas with You,christmas with you,2022,89,5.6,7205
tt15829734,tvMovie,A Royal Queens Christmas,a royal queens christmas,2021,84,6.5,1416
tt15857304,tvMovie,Shaun the Sheep: The Flight Before Christmas,shaun the sheep the flight before christmas,2021,30,7.3,2437
tt15891306,tvMovie,Christmas in Toyland,christmas in toyland,2022,85,6.4,782
tt15904522,tvMovie,Christmas Time Is Here,christmas time is here,2021,85,5.4,702
tt1590844,tvMovie,A Child's Christmases in Wales,a childs christmases in wales,2009,59,7.3,160
tt15943556,tvMovie,Christmas at Castle Hart,christmas at castle hart,2021,84,6.2,1907
tt15978102,tvMovie,Angel Falls Christmas,angel falls christmas,2021,84,5,3701
tt15979222,tvMovie,A Kindhearted Christmas,a kindhearted christmas,2021,84,6.1,1847
tt1599293,video,Fred Hammond's Christmas... Who Needs It,fred hammonds christmas who needs it,2007,136,5.9,23
tt1601195,movie,Home by Christmas,home by christmas,2010,95,7.1,87
tt16047114,tvMovie,A Godwink Christmas: Miracle of Love,a godwink christmas miracle of love,2021,84,6.2,854
tt16047292,tvMovie,Christmas for Keeps,christmas for keeps,2021,84,5.2,593
tt16047670,tvMovie,Time for Them to Come Home for Christmas,time for them to come home for christmas,2021,84,7.2,1660
tt16048864,movie,A Christmas Carol,a christmas carol,2021,50,4.2,15
tt16057434,tvMovie,A Christmas Witness,a christmas witness,2021,84,5.4,254
tt1606191,movie,A Christmas Snow,a christmas snow,2009,110,6,874
tt1608159,video,Jim and Them Holiday Specials,jim and them holiday specials,2010,150,7.9,15
tt16103310,tvMovie,The Christmas Thief,the christmas thief,2021,84,5.6,204
tt16117078,movie,Days of Our Lives: A Very Salem Christmas,days of our lives a very salem christmas,2021,78,6.1,147
tt16148580,movie,Christmas Trees 8,christmas trees 8,2021,94,3.1,357
tt16150870,tvMovie,A Lot Like Christmas,a lot like christmas,2021,86,6.3,879
tt16150878,tvMovie,A Christmas Star,a christmas star,2021,84,6.5,914
tt16162574,movie,A Christmas Invitation,a christmas invitation,2022,NA,6.4,14
tt1617154,movie,On Holiday,on holiday,2010,85,7.6,61
tt16180532,movie,Letters at Christmas,letters at christmas,2022,NA,7,16
tt1618891,video,OVW: Christmas Chaos,ovw christmas chaos,2001,NA,6.2,16
tt1623143,tvMovie,Christmas Spirits,christmas spirits,1981,45,6.5,39
tt1626240,movie,Summertime Christmas,summertime christmas,2010,111,3.1,115
tt16274720,movie,Save Christmas,save christmas,2022,90,8.9,260
tt16275882,tvMovie,A Christmas Miracle for Daisy,a christmas miracle for daisy,2021,85,5.9,2602
tt16280514,tvMovie,Christmas Is You,christmas is you,2021,84,5.8,401
tt16282114,tvMovie,Eight Gifts of Hanukkah,eight gifts of hanukkah,2021,84,6.9,1081
tt16365840,tvMovie,The Christmas House 2: Deck Those Halls,the christmas house 2 deck those halls,2021,84,6.4,1083
tt16376618,tvMovie,A Very Boy Band Holiday,a very boy band holiday,2021,41,6.5,109
tt1640116,movie,Christmas with a Capital C,christmas with a capital c,2011,81,4.3,1107
tt1640714,movie,The Christmas Bunny,the christmas bunny,2010,98,6,853
tt16410192,tvMovie,Someday at Christmas,someday at christmas,2021,120,6.8,49
tt16421260,tvMovie,Beauty and the Beast: A Comic Relief Pantomime for Christmas,beauty and the beast a comic relief pantomime for christmas,2021,NA,6.5,37
tt16451308,movie,The Love of a King Christmas Movie Musical,the love of a king christmas movie musical,2021,66,7.6,13
tt1649752,video,Elmo's World: Happy Holidays!,elmos world happy holidays,2002,60,6.7,44
tt1651084,movie,Holiday,holiday,2010,90,5.7,208
tt1651146,tvMovie,The Christmas Tree,the christmas tree,1991,43,1.4,854
tt1656695,movie,Nixon and Hogan Smoke Christmas,nixon and hogan smoke christmas,2010,71,3.9,34
tt1663628,movie,Christmas Mail,christmas mail,2010,89,5.3,1891
tt1663950,video,The Untold Christmas Story,the untold christmas story,2008,78,8.1,11
tt1678037,movie,A Holiday Heist,a holiday heist,2011,90,3.9,349
tt1681372,movie,Caesar and Otto's Deadly Xmas,caesar and ottos deadly xmas,2012,83,3.6,194
tt1691012,tvMovie,The Dog Who Saved Christmas Vacation,the dog who saved christmas vacation,2010,89,3.7,466
tt1692235,movie,A Cadaver Christmas,a cadaver christmas,2011,85,4.6,833
tt16985078,movie,No Good Deed: A Crowdfunding Holiday Heist,no good deed a crowdfunding holiday heist,2021,53,7.8,47
tt16985198,movie,The Christmas Spirit,the christmas spirit,2022,89,6.8,17
tt1699511,movie,Haunted Holiday,haunted holiday,2010,100,3.4,659
tt1699746,tvMovie,Christmas Cupid,christmas cupid,2010,85,5.4,4018
tt17013954,tvMovie,LEGO Friends: Holiday Special,lego friends holiday special,2021,21,6,27
tt17057126,movie,Christmas at the Holly Hotel,christmas at the holly hotel,2022,85,3.9,303
tt17058290,tvMovie,Christmas with the Sex Pistols,christmas with the sex pistols,2013,60,7.1,11
tt1708658,tvMovie,November Christmas,november christmas,2010,96,7.5,2033
tt1711525,movie,Office Christmas Party,office christmas party,2016,105,5.9,85255
tt1717155,tvMovie,Holly and Hal Moose: Our Uplifting Christmas Adventure,holly and hal moose our uplifting christmas adventure,2008,50,6.8,19
tt1720276,tvMovie,The Town Christmas Forgot,the town christmas forgot,2010,84,5.7,876
tt17220704,movie,A Christmas Story Christmas,a christmas story christmas,2022,98,6.7,16778
tt1722515,movie,Home for Christmas,home for christmas,2010,90,6.1,1123
tt1730762,tvMovie,On Strike for Christmas,on strike for christmas,2010,87,5.2,965
tt1733111,tvMovie,Cancel Christmas,cancel christmas,2010,87,5.5,608
tt17371496,tvMovie,Meeting Mr. Christmas,meeting mr christmas,2022,90,6,304
tt1738298,movie,Christmas in South Africa,christmas in south africa,2010,105,3.3,813
tt17492000,movie,Merry Ex-Mas,merry exmas,2022,NA,5.9,218
tt17500912,movie,A Wesley Christmas,a wesley christmas,2022,NA,6.1,177
tt17542540,movie,Christmas with the Campbells,christmas with the campbells,2022,88,5.4,1422
tt1754658,movie,The Magic of Christmas II,the magic of christmas ii,2010,74,7.6,11
tt1754946,movie,Holidays by the Sea,holidays by the sea,2011,77,5.6,411
tt1756835,movie,The Wizard's Christmas,the wizards christmas,2014,90,5.2,42
tt1764607,video,Spot's Magical Christmas,spots magical christmas,1995,30,7.6,59
tt1765664,movie,A Christmas Miracle,a christmas miracle,2009,NA,7.5,11
tt17663776,tvMovie,A Royal Christmas Match,a royal christmas match,2022,85,5.5,293
tt1783367,video,Santa Preys for X-mas,santa preys for xmas,2010,3,8.5,22
tt1785287,tvMovie,An Old Fashioned Christmas,an old fashioned christmas,2010,88,5.9,467
tt1789982,video,We Wish You a Turtle Christmas,we wish you a turtle christmas,1994,25,2.2,434
tt1790621,tvMovie,A Kiss for Christmas,a kiss for christmas,2011,96,6.1,4940
tt1795004,movie,The Last Holiday,the last holiday,2009,50,7.1,45
tt1798141,video,Disney's Christmas Favorites,disneys christmas favorites,2008,58,5.9,113
tt1806954,movie,Lost Christmas,lost christmas,2011,89,7,1494
tt1807047,tvMovie,The Night Before Christmas Carol,the night before christmas carol,2010,57,5.8,23
tt18077672,tvMovie,Jolly Good Christmas,jolly good christmas,2022,90,6.6,1335
tt1807892,tvMovie,Holiday Engagement,holiday engagement,2011,97,6,4150
tt1811319,video,My Dog's Christmas Miracle,my dogs christmas miracle,2011,91,4.6,295
tt1813195,tvMovie,Bob Hope's Cross-Country Christmas,bob hopes crosscountry christmas,1991,60,8.2,15
tt1813773,tvMovie,At Home for Christmas,at home for christmas,2011,84,5.8,113
tt18178194,tvMovie,A Tiny Home Christmas,a tiny home christmas,2022,90,5.3,252
tt18239364,movie,The Christmas Challenge,the christmas challenge,2022,86,4.8,42
tt1825712,tvMovie,Christmas Spirit,christmas spirit,2011,88,3.8,154
tt18260368,movie,A Christmas Gift,a christmas gift,2022,90,6.2,45
tt18263854,movie,The Christmas Games,the christmas games,2022,NA,6.9,28
tt18278400,tvMovie,Cloudy with a Chance of Christmas,cloudy with a chance of christmas,2022,90,5.6,337
tt1828976,tvMovie,"Good Luck Charlie, It's Christmas!",good luck charlie its christmas,2011,90,6.3,7057
tt1829005,tvMovie,Maxine's Christmas Carol,maxines christmas carol,2000,30,5.7,32
tt18315972,tvMovie,A Merry Single Christmas,a merry single christmas,2022,88,5.1,215
tt1834319,movie,The Christmas Tango,the christmas tango,2011,102,7.1,3697
tt18350906,tvMovie,A Country Christmas Harmony,a country christmas harmony,2022,87,5.2,352
tt18350946,tvMovie,Steppin' Into the Holiday,steppin into the holiday,2022,87,6.4,713
tt18350998,movie,Cupid's Christmas,cupids christmas,2022,84,5.1,66
tt1835916,tvMovie,CBeebies Christmas Panto 2010: Aladdin,cbeebies christmas panto 2010 aladdin,2010,NA,7.1,13
tt18361702,tvMovie,A Holiday Spectacular,a holiday spectacular,2022,84,7.2,1220
tt18396434,movie,A Home for the Holidays,a home for the holidays,2023,93,6,38
tt1846442,tvMovie,12 Dates of Christmas,12 dates of christmas,2011,90,6.3,7803
tt1847615,movie,All I Want Is Christmas,all i want is christmas,2012,100,5.4,588
tt18546988,movie,Christmas in Wolf Creek,christmas in wolf creek,2022,86,4.6,54
tt1855134,video,Beethoven's Christmas Adventure,beethovens christmas adventure,2011,90,4.4,1656
tt1856053,movie,"Little Brother, Big Trouble: A Christmas Adventure",little brother big trouble a christmas adventure,2012,79,5.6,1306
tt18687904,movie,Holidays,holidays,2022,87,7.1,15
tt1874537,video,Christmas in January,christmas in january,1991,46,5.3,16
tt18884832,tvMovie,Christmas Class Reunion,christmas class reunion,2022,84,6.1,955
tt18937582,movie,Catfish Christmas,catfish christmas,2022,NA,7.8,13
tt18938222,movie,The Christmas Tapes,the christmas tapes,2022,100,5.8,93
tt18949684,movie,The Sound of Christmas,the sound of christmas,2022,95,7.1,194
tt1895321,tvMovie,Christmas Lodge,christmas lodge,2011,86,6,2693
tt19037878,tvMovie,Sappy Holiday,sappy holiday,2022,91,6.5,387
tt19083430,movie,A Holiday I Do,a holiday i do,2023,NA,6.8,56
tt1918936,tvMovie,Mariah Carey: Merry Christmas to You,mariah carey merry christmas to you,2010,60,4.9,61
tt19264600,tvMovie,Catering Christmas,catering christmas,2022,86,6.4,1794
tt1926540,tvMovie,Extreme Christmas Trees,extreme christmas trees,2011,60,6.5,41
tt19394150,tvMovie,A Cozy Christmas Inn,a cozy christmas inn,2022,84,6.1,973
tt19408396,tvMovie,A Royal Christmas on Ice,a royal christmas on ice,2022,85,5.2,451
tt1942787,tvMovie,3 Holiday Tails,3 holiday tails,2011,88,5.6,828
tt1949552,movie,Holiday Road,holiday road,2012,NA,6.7,57
tt19499500,tvMovie,Fit for Christmas,fit for christmas,2022,88,5.7,588
tt19499664,tvMovie,Must Love Christmas,must love christmas,2022,87,6.5,504
tt19511660,movie,A True Christmas,a true christmas,2022,86,5.7,20
tt19514490,tvMovie,Christmas on Mistletoe Lake,christmas on mistletoe lake,2022,87,5.6,347
tt1954334,movie,Christmas with the Dead,christmas with the dead,2012,88,6.1,90
tt1957867,movie,Christmas in Compton,christmas in compton,2012,93,4.6,320
tt19723342,movie,Delivery by Christmas,delivery by christmas,2022,97,5.5,862
tt1982735,movie,Killer Holiday,killer holiday,2013,89,3.1,678
tt1984279,video,The Swan Princess: Christmas,the swan princess christmas,2012,83,3.1,1350
tt19848022,video,The Nightmare Before Christmas: The Original Poem,the nightmare before christmas the original poem,2008,12,7.6,27
tt19867870,movie,A Miracle Before Christmas,a miracle before christmas,2022,103,5.6,136
tt19895682,tvMovie,My Favorite Christmas Tree,my favorite christmas tree,2022,90,6,446
tt19898828,tvMovie,A Merry Christmas Wish,a merry christmas wish,2022,86,6.1,951
tt2006707,tvMovie,Christmas Comes Home to Canaan,christmas comes home to canaan,2011,85,5.6,494
tt2008491,tvMovie,Trading Christmas,trading christmas,2010,87,6.9,1839
tt20115364,tvMovie,Campfire Christmas,campfire christmas,2022,84,5.4,639
tt20191820,movie,Colorado Christmas,colorado christmas,2023,94,4.6,72
tt20193354,tvMovie,Ghosts of Christmas Always,ghosts of christmas always,2022,84,7.6,1567
tt20220954,tvMovie,Scentsational Christmas,scentsational christmas,2022,87,5.6,294
tt2022482,movie,Nothing for Christmas,nothing for christmas,2011,94,7.9,32
tt2024354,tvMovie,A Christmas Wedding Tail,a christmas wedding tail,2011,90,4.3,715
tt20258516,tvMovie,We Need A Little Christmas,we need a little christmas,2022,85,6.6,623
tt2034761,movie,Journey to the Christmas Star,journey to the christmas star,2012,80,5.7,1681
tt2039366,tvMovie,Lucky Christmas,lucky christmas,2011,86,5.5,1284
tt2039389,tvMovie,The Case for Christmas,the case for christmas,2011,88,5.9,753
tt2039390,tvMovie,The Christmas Pageant,the christmas pageant,2011,87,5.5,599
tt2041534,video,A Madea Christmas,a madea christmas,2011,152,4.2,1088
tt2043993,tvMovie,No Sleep 'Til Christmas,no sleep til christmas,2018,90,6.5,2905
tt20445598,movie,Christmas on Repeat,christmas on repeat,2022,89,5.4,208
tt2048854,movie,Hercules Saves Christmas,hercules saves christmas,2012,79,3.1,178
tt20561114,movie,Christmas on Mistletoe Farm,christmas on mistletoe farm,2022,102,4.5,1722
tt2072025,tvMovie,12 Wishes of Christmas,12 wishes of christmas,2011,87,5.4,846
tt2076815,video,Buck Denver Asks... Why Do We Call It Christmas?,buck denver asks why do we call it christmas,2011,50,9,29
tt20782936,movie,Christmas Holidate,christmas holidate,2023,84,2.8,14
tt2078672,tvMovie,Love's Christmas Journey,loves christmas journey,2011,172,6.4,809
tt2079513,tvMovie,hoops&yoyo Ruin Christmas,hoopsyoyo ruin christmas,2011,22,6,116
tt2081367,movie,So This Is Christmas,so this is christmas,2013,115,4.1,797
tt2083355,movie,The Best Man Holiday,the best man holiday,2013,123,6.6,16657
tt20866718,tvMovie,The Christmas Checklist,the christmas checklist,2022,90,6.7,43
tt2086905,movie,"Ryang-kang-do: Merry Christmas, North!",ryangkangdo merry christmas north,2011,95,8.7,42
tt20876910,tvMovie,We Wish You a Married Christmas,we wish you a married christmas,2022,84,5.9,1085
tt20876930,tvMovie,"Planes, Trains, and Christmas Trees",planes trains and christmas trees,2022,85,5.8,291
tt20892688,tvMovie,Inventing the Christmas Prince,inventing the christmas prince,2022,84,6.6,701
tt2091240,video,Barbie: A Perfect Christmas,barbie a perfect christmas,2011,74,5.4,1262
tt20917338,movie,Scrooge: A Christmas Carol,scrooge a christmas carol,2022,96,6.2,6795
tt2094052,movie,Mandie and the Forgotten Christmas,mandie and the forgotten christmas,2011,107,5,400
tt2094146,tvMovie,The Heart of Christmas,the heart of christmas,2011,86,6.8,1225
tt2098799,movie,A Country Christmas,a country christmas,2013,91,5.4,407
tt2100546,tvMovie,Ice Age: A Mammoth Christmas,ice age a mammoth christmas,2011,26,6.4,11016
tt2104836,video,A Christmas Carol,a christmas carol,2008,100,4.8,23
tt21054736,movie,Teddy's Christmas,teddys christmas,2022,76,6.2,265
tt21058846,tvMovie,My Grown-Up Christmas List,my grownup christmas list,2022,85,6.6,1196
tt21063466,tvMovie,A Royal Corgi Christmas,a royal corgi christmas,2022,84,5.8,713
tt21072238,tvMovie,A Christmas to Treasure,a christmas to treasure,2022,89,4.9,486
tt2110388,movie,All American Christmas Carol,all american christmas carol,2013,88,4.5,616
tt2112127,tvMovie,Christmas Magic,christmas magic,2011,84,6.6,1587
tt21148452,tvMovie,Christmas Plus One,christmas plus one,2022,92,6.2,425
tt21156616,tvMovie,Christmas Party Crashers,christmas party crashers,2022,84,5.7,157
tt2119555,movie,The Unusual Calling of Charlie Christmas,the unusual calling of charlie christmas,2012,108,8.2,37
tt21220756,tvMovie,A Christmas Masquerade,a christmas masquerade,2022,88,5.3,341
tt21308838,video,Aunty Donna: Always Room for Christmas Pud,aunty donna always room for christmas pud,2018,4,9.3,24
tt2131447,movie,A Christmas Carol,a christmas carol,1979,89,3.2,25
tt2131450,tvMovie,A Night at the Movies: Merry Christmas!,a night at the movies merry christmas,2011,58,7.2,157
tt21329252,tvMovie,Destined at Christmas,destined at christmas,2022,86,6.9,817
tt21334846,tvMovie,The Christmas Retreat,the christmas retreat,2022,90,6.1,493
tt2134036,tvMovie,A Very Pink Christmas,a very pink christmas,2011,22,6.6,103
tt21365830,movie,Christmas Craft Fair Massacre,christmas craft fair massacre,2022,NA,2.7,25
tt21365892,movie,It's Christmas Again,its christmas again,2022,88,7.2,59
tt2136823,tvMovie,Christmas at River Cottage,christmas at river cottage,1999,24,8.8,20
tt2137011,video,Ice Age: A Mammoth Christmas Swingin' Jingle Bells Music Video,ice age a mammoth christmas swingin jingle bells music video,2011,2,7.2,18
tt21373340,tvMovie,Christmas in Rockwell,christmas in rockwell,2022,83,6.2,76
tt21373840,tvMovie,Faith Heist: A Christmas Caper,faith heist a christmas caper,2022,NA,5,46
tt21374064,movie,Christmas Lucky Charm,christmas lucky charm,2022,90,5.4,174
tt21374548,tvMovie,Christmas on the Slopes,christmas on the slopes,2022,NA,6,207
tt21375082,movie,Christmas in Maple Hills,christmas in maple hills,2023,NA,7.1,141
tt21390078,tvMovie,Rolling Into Christmas,rolling into christmas,2022,NA,7.3,100
tt2140625,movie,The Last Family Holidays,the last family holidays,2013,96,6.1,20
tt21411946,movie,Bringing Back Christmas,bringing back christmas,2023,NA,9.9,20
tt21430254,movie,Our Christmas Love Story,our christmas love story,2022,110,7.9,17
tt2145851,tvMovie,RiffTrax Live: Christmas Shorts-stravaganza!,rifftrax live christmas shortsstravaganza,2009,95,7.8,220
tt2145949,video,VeggieTales: The Toy That Saved Christmas,veggietales the toy that saved christmas,1996,34,7,183
tt2148871,movie,Bloody Christmas,bloody christmas,2012,90,4.7,38
tt2151272,movie,Every Day Is a Holiday,every day is a holiday,2012,NA,8.4,16
tt2156911,movie,The Elf Who Stole Christmas,the elf who stole christmas,2011,69,6.9,14
tt2156981,movie,Silent Night: The Story of the First Christmas,silent night the story of the first christmas,2000,50,6.8,51
tt21603520,tvMovie,Time for Him to Come Home for Christmas,time for him to come home for christmas,2022,84,7.5,1728
tt2160401,tvMovie,The Real Story of Christmas,the real story of christmas,2010,NA,6.9,22
tt2160409,tvMovie,The Toys That Made Christmas,the toys that made christmas,2011,90,7.1,28
tt21614582,movie,RiffTrax Presents: Beyond Christmas,rifftrax presents beyond christmas,2017,NA,6.4,16
tt21663620,movie,The Holiday Dating Guide,the holiday dating guide,2022,90,6.2,410
tt2170474,movie,Walter & Tandoori's Christmas,walter  tandooris christmas,2011,85,5.8,36
tt2170758,tvMovie,Celtic Thunder: Christmas,celtic thunder christmas,2009,61,8.3,40
tt21803326,movie,A Christmas Heist,a christmas heist,2023,NA,3.5,11
tt21817374,movie,Christmas Ransom,christmas ransom,2022,84,4.6,254
tt2181853,tvMovie,"It's Christmas, Carol!",its christmas carol,2012,87,5.8,1011
tt21821260,movie,A Christmas Open House,a christmas open house,2022,88,5.1,244
tt21821322,tvMovie,Designing Christmas,designing christmas,2022,87,5.9,264
tt21821424,movie,A Gingerbread Christmas,a gingerbread christmas,2022,85,6,331
tt21821886,movie,One Delicious Christmas,one delicious christmas,2022,84,6.1,152
tt21841642,tvMovie,A Maple Valley Christmas,a maple valley christmas,2022,85,6.3,1120
tt2186358,movie,The Unattainably Perfect Gay Christmas,the unattainably perfect gay christmas,2013,69,6.6,102
tt21868598,movie,My Christmas Fiancé,my christmas fiancé,2022,92,4.6,235
tt21871754,movie,All I Want for Christmas,all i want for christmas,2022,86,6,46
tt21906206,movie,Hotel for the Holidays,hotel for the holidays,2022,84,5.2,1210
tt21933082,tvMovie,Dolly Parton's Mountain Magic Christmas,dolly partons mountain magic christmas,2022,85,5.7,513
tt21935558,tvMovie,The Art of Christmas,the art of christmas,2022,85,5.9,275
