gamename,date,year,month,avg,peak
Left 4 Dead 2,2020-02-29,2020,2,12795.14,25124
Left 4 Dead 2,2020-03-31,2020,3,13195.54,21184
Left 4 Dead 2,2020-04-30,2020,4,14553.07,42699
Left 4 Dead 2,2020-05-31,2020,5,11952.38,18881
Left 4 Dead 2,2020-06-30,2020,6,11295.42,23371
Left 4 Dead 2,2020-07-31,2020,7,14667.76,25107
Left 4 Dead 2,2020-08-31,2020,8,12629.07,18679
Left 4 Dead 2,2020-09-30,2020,9,21013.86,100965
Left 4 Dead 2,2020-10-31,2020,10,21455.05,47697
Left 4 Dead 2,2020-11-30,2020,11,18380.67,39300
Left 4 Dead 2,2020-12-31,2020,12,18330.04,33893
Left 4 Dead 2,2021-01-31,2021,1,19585.17,34475
Left 4 Dead 2,2021-02-28,2021,2,16659.87,23915
METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-30,2015,9,43150.94,90952
METAL GEAR SOLID V: THE PHANTOM PAIN,2015-10-31,2015,10,15096.58,35068
METAL GEAR SOLID V: THE PHANTOM PAIN,2015-11-30,2015,11,5665.37,14141
METAL GEAR SOLID V: THE PHANTOM PAIN,2015-12-31,2015,12,4724.56,8629
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-01-31,2016,1,6946.46,15691
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-02-29,2016,2,4634.53,8430
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-03-31,2016,3,3244.58,5738
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-04-30,2016,4,2495.68,4676
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-05-31,2016,5,2736.38,8513
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-06-30,2016,6,3800.01,7069
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-07-31,2016,7,3797.57,7109
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-08-31,2016,8,3141.32,5242
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-09-30,2016,9,2687.1,4750
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-10-31,2016,10,2272.63,4165
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-11-30,2016,11,2154.24,4787
METAL GEAR SOLID V: THE PHANTOM PAIN,2016-12-31,2016,12,2980.58,5426
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-01-31,2017,1,3449.92,6279
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-02-28,2017,2,2614.1,4572
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-03-31,2017,3,2150.44,3934
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-04-30,2017,4,1859.48,3070
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-05-31,2017,5,2039.8,3283
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-06-30,2017,6,2083.23,3816
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-07-31,2017,7,2686.81,4383
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-08-31,2017,8,2211.33,3526
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-09-30,2017,9,1922.8,3189
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-10-31,2017,10,1827.13,3206
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-11-30,2017,11,1753.53,3292
METAL GEAR SOLID V: THE PHANTOM PAIN,2017-12-31,2017,12,2099.69,3436
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-01-31,2018,1,2288.92,3554
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-02-28,2018,2,2123.87,3694
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-03-31,2018,3,1965.65,3687
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-04-30,2018,4,1646.63,2879
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-05-31,2018,5,1585.64,2508
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-06-30,2018,6,1811.8,3799
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-07-31,2018,7,2522.12,3966
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-08-31,2018,8,1982.34,3347
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-09-30,2018,9,1895.45,3320
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-10-31,2018,10,1645.24,2897
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-11-30,2018,11,1735.13,3004
METAL GEAR SOLID V: THE PHANTOM PAIN,2018-12-31,2018,12,2028.96,3197
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-01-31,2019,1,1947.93,3159
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-02-28,2019,2,1632.32,2602
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-03-31,2019,3,1464.91,2489
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-04-30,2019,4,1187.32,2019
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-05-31,2019,5,1263.42,2233
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-06-30,2019,6,1517.2,3332
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-07-31,2019,7,2309.8,4048
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-08-31,2019,8,1756.86,2808
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-09-30,2019,9,1480.29,2493
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-10-31,2019,10,1294,2242
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-11-30,2019,11,1474.23,2972
METAL GEAR SOLID V: THE PHANTOM PAIN,2019-12-31,2019,12,1783.79,3134
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-01-31,2020,1,1544.47,2607
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-02-29,2020,2,1324.9,2082
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-03-31,2020,3,1308.85,2035
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-04-30,2020,4,1479.78,2150
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-05-31,2020,5,3459.75,6504
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-06-30,2020,6,2180.53,4774
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-07-31,2020,7,3399.27,5404
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-08-31,2020,8,2292.09,3536
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-09-30,2020,9,2018.58,3814
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-10-31,2020,10,1949.25,3351
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-11-30,2020,11,1697.82,3324
METAL GEAR SOLID V: THE PHANTOM PAIN,2020-12-31,2020,12,1989.95,3183
METAL GEAR SOLID V: THE PHANTOM PAIN,2021-01-31,2021,1,2207.35,3461
METAL GEAR SOLID V: THE PHANTOM PAIN,2021-02-28,2021,2,1977.99,3040
MORDHAU,2019-05-31,2019,5,28446.47,60204
MORDHAU,2019-06-30,2019,6,12927.64,27822
MORDHAU,2019-07-31,2019,7,7089.16,13523
MORDHAU,2019-08-31,2019,8,4425.97,8034
MORDHAU,2019-09-30,2019,9,3780.41,7883
MORDHAU,2019-10-31,2019,10,3092.73,5575
MORDHAU,2019-11-30,2019,11,2937.5,5653
MORDHAU,2019-12-31,2019,12,3950.23,8379
MORDHAU,2020-01-31,2020,1,4541.93,8714
MORDHAU,2020-02-29,2020,2,4054,7461
MORDHAU,2020-03-31,2020,3,4280.42,9401
MORDHAU,2020-04-30,2020,4,4414.02,7973
MORDHAU,2020-05-31,2020,5,4445.12,8717
MORDHAU,2020-06-30,2020,6,3750.56,6946
MORDHAU,2020-07-31,2020,7,3772.18,6436
MORDHAU,2020-08-31,2020,8,3230.17,5119
MORDHAU,2020-09-30,2020,9,4136.1,10501
MORDHAU,2020-10-31,2020,10,4139.22,7587
MORDHAU,2020-11-30,2020,11,3548.59,6041
MORDHAU,2020-12-31,2020,12,3410.57,6390
MORDHAU,2021-01-31,2021,1,3911.97,6674
MORDHAU,2021-02-28,2021,2,3500.64,5642
Monster Hunter: World,2018-08-31,2018,8,188291.24,329333
Monster Hunter: World,2018-09-30,2018,9,88575.17,227644
Monster Hunter: World,2018-10-31,2018,10,41395.45,122588
Monster Hunter: World,2018-11-30,2018,11,34336.66,122496
Monster Hunter: World,2018-12-31,2018,12,37970.69,93833
Monster Hunter: World,2019-01-31,2019,1,42307.88,97088
Monster Hunter: World,2019-02-28,2019,2,30445.04,62427
Monster Hunter: World,2019-03-31,2019,3,16683.53,38456
Monster Hunter: World,2019-04-30,2019,4,19642.64,51840
Monster Hunter: World,2019-05-31,2019,5,24706.77,59524
Monster Hunter: World,2019-06-30,2019,6,22671.25,59244
Monster Hunter: World,2019-07-31,2019,7,38048.77,91104
Monster Hunter: World,2019-08-31,2019,8,35779.93,72823
Monster Hunter: World,2019-09-30,2019,9,37898.62,97996
Monster Hunter: World,2019-10-31,2019,10,30940.29,73764
Monster Hunter: World,2019-11-30,2019,11,22666.75,60774
Monster Hunter: World,2019-12-31,2019,12,30498.98,69511
Monster Hunter: World,2020-01-31,2020,1,113236.24,284090
Monster Hunter: World,2020-02-29,2020,2,106811.93,224419
Monster Hunter: World,2020-03-31,2020,3,78026.05,219544
Monster Hunter: World,2020-04-30,2020,4,64197.78,149860
Monster Hunter: World,2020-05-31,2020,5,43703.71,106972
Monster Hunter: World,2020-06-30,2020,6,24145.61,51086
Monster Hunter: World,2020-07-31,2020,7,48079.8,144000
Monster Hunter: World,2020-08-31,2020,8,33785.62,74252
Monster Hunter: World,2020-09-30,2020,9,28377.83,62376
Monster Hunter: World,2020-10-31,2020,10,47069.19,121990
Monster Hunter: World,2020-11-30,2020,11,24913.25,57301
Monster Hunter: World,2020-12-31,2020,12,25810.45,55776
Monster Hunter: World,2021-01-31,2021,1,30795.24,56758
Monster Hunter: World,2021-02-28,2021,2,23905.37,42501
Mount & Blade II: Bannerlord,2016-10-31,2016,10,0.25,6
Mount & Blade II: Bannerlord,2020-04-30,2020,4,113492.99,248034
Mount & Blade II: Bannerlord,2020-05-31,2020,5,31529.86,77878
Mount & Blade II: Bannerlord,2020-06-30,2020,6,14921.1,26040
Mount & Blade II: Bannerlord,2020-07-31,2020,7,11979.4,20337
Mount & Blade II: Bannerlord,2020-08-31,2020,8,11701.85,19173
Mount & Blade II: Bannerlord,2020-09-30,2020,9,11078.31,18990
Mount & Blade II: Bannerlord,2020-10-31,2020,10,10878.09,19883
Mount & Blade II: Bannerlord,2020-11-30,2020,11,9801.8,15870
Mount & Blade II: Bannerlord,2020-12-31,2020,12,9834.1,17782
Mount & Blade II: Bannerlord,2021-01-31,2021,1,13377.37,20790
Mount & Blade II: Bannerlord,2021-02-28,2021,2,12331.63,19507
NBA 2K20,2019-09-30,2019,9,15886.25,31353
NBA 2K20,2019-10-31,2019,10,11123.59,20268
NBA 2K20,2019-11-30,2019,11,10499.27,19531
NBA 2K20,2019-12-31,2019,12,12126.01,20953
NBA 2K20,2020-01-31,2020,1,13803.73,27529
NBA 2K20,2020-02-29,2020,2,20183.86,35131
NBA 2K20,2020-03-31,2020,3,20442.64,33858
NBA 2K20,2020-04-30,2020,4,18067.17,37175
NBA 2K20,2020-05-31,2020,5,17462.46,29072
NBA 2K20,2020-06-30,2020,6,16774.96,33076
NBA 2K20,2020-07-31,2020,7,22884.1,38023
NBA 2K20,2020-08-31,2020,8,23347.53,48367
NBA 2K20,2020-09-30,2020,9,19945.63,44087
NBA 2K20,2020-10-31,2020,10,13608.92,27323
NBA 2K20,2020-11-30,2020,11,10930.09,22683
NBA 2K20,2020-12-31,2020,12,9512.79,20062
NBA 2K20,2021-01-31,2021,1,9679.62,17680
NBA 2K20,2021-02-28,2021,2,8506.83,16336
No Man's Sky,2016-08-31,2016,8,36976.41,212321
No Man's Sky,2016-09-30,2016,9,2982.79,9254
No Man's Sky,2016-10-31,2016,10,774.14,2172
No Man's Sky,2016-11-30,2016,11,900.28,8090
No Man's Sky,2016-12-31,2016,12,2145.01,6498
No Man's Sky,2017-01-31,2017,1,869.6,2220
No Man's Sky,2017-02-28,2017,2,508,1097
No Man's Sky,2017-03-31,2017,3,1805.89,7023
No Man's Sky,2017-04-30,2017,4,847.28,1869
No Man's Sky,2017-05-31,2017,5,562.13,1052
No Man's Sky,2017-06-30,2017,6,651.19,1781
No Man's Sky,2017-07-31,2017,7,827.48,1694
No Man's Sky,2017-08-31,2017,8,4895.45,19017
No Man's Sky,2017-09-30,2017,9,2146.1,5733
No Man's Sky,2017-10-31,2017,10,1035.08,2277
No Man's Sky,2017-11-30,2017,11,933.2,1915
No Man's Sky,2017-12-31,2017,12,905.3,1874
No Man's Sky,2018-01-31,2018,1,930.32,1938
No Man's Sky,2018-02-28,2018,2,708.16,1406
No Man's Sky,2018-03-31,2018,3,557.85,1047
No Man's Sky,2018-04-30,2018,4,631.43,1203
No Man's Sky,2018-05-31,2018,5,782.81,1942
No Man's Sky,2018-06-30,2018,6,1035.41,2047
No Man's Sky,2018-07-31,2018,7,14554.19,96954
No Man's Sky,2018-08-31,2018,8,28083,83156
No Man's Sky,2018-09-30,2018,9,5911.01,15099
No Man's Sky,2018-10-31,2018,10,3078.88,6291
No Man's Sky,2018-11-30,2018,11,3833.24,8569
No Man's Sky,2018-12-31,2018,12,4730.73,9118
No Man's Sky,2019-01-31,2019,1,3302.08,7621
No Man's Sky,2019-02-28,2019,2,2268.59,4573
No Man's Sky,2019-03-31,2019,3,2051.77,5892
No Man's Sky,2019-04-30,2019,4,2607.54,4971
No Man's Sky,2019-05-31,2019,5,2986.3,7478
No Man's Sky,2019-06-30,2019,6,2675.05,6055
No Man's Sky,2019-07-31,2019,7,3789.93,6914
No Man's Sky,2019-08-31,2019,8,20605.32,61535
No Man's Sky,2019-09-30,2019,9,9019.4,27831
No Man's Sky,2019-10-31,2019,10,3877.12,8568
No Man's Sky,2019-11-30,2019,11,2824.54,9918
No Man's Sky,2019-12-31,2019,12,5303.24,11029
No Man's Sky,2020-01-31,2020,1,5270.44,10613
No Man's Sky,2020-02-29,2020,2,6700.82,17980
No Man's Sky,2020-03-31,2020,3,5919.73,13493
No Man's Sky,2020-04-30,2020,4,11263.19,25414
No Man's Sky,2020-05-31,2020,5,6654.77,12089
No Man's Sky,2020-06-30,2020,6,6562.3,11736
No Man's Sky,2020-07-31,2020,7,9572.2,21844
No Man's Sky,2020-08-31,2020,8,6906.51,14929
No Man's Sky,2020-09-30,2020,9,8526.01,34739
No Man's Sky,2020-10-31,2020,10,12431.63,30502
No Man's Sky,2020-11-30,2020,11,8488,16326
No Man's Sky,2020-12-31,2020,12,6691.06,11954
No Man's Sky,2021-01-31,2021,1,6639.96,12707
No Man's Sky,2021-02-28,2021,2,7005.63,15126
PAYDAY 2,2012-08-31,2012,8,0,0
PAYDAY 2,2012-09-30,2012,9,0,0
PAYDAY 2,2012-10-31,2012,10,0,0
PAYDAY 2,2012-11-30,2012,11,0,0
PAYDAY 2,2012-12-31,2012,12,0,0
PAYDAY 2,2013-01-31,2013,1,1.48,19
PAYDAY 2,2013-02-28,2013,2,5.4,24
PAYDAY 2,2013-03-31,2013,3,4.06,24
PAYDAY 2,2013-04-30,2013,4,4,22
PAYDAY 2,2013-05-31,2013,5,7.58,30
PAYDAY 2,2013-06-30,2013,6,13.27,49
PAYDAY 2,2013-07-31,2013,7,7.49,29
PAYDAY 2,2013-08-31,2013,8,16650.14,57346
PAYDAY 2,2013-09-30,2013,9,10972.14,26789
PAYDAY 2,2013-10-31,2013,10,5388.48,11033
PAYDAY 2,2013-11-30,2013,11,5513.66,15145
PAYDAY 2,2013-12-31,2013,12,7296.12,16216
PAYDAY 2,2014-01-31,2014,1,7091.43,16595
PAYDAY 2,2014-02-28,2014,2,4933.55,11440
PAYDAY 2,2014-03-31,2014,3,9971.62,55122
PAYDAY 2,2014-04-30,2014,4,7485.55,15132
PAYDAY 2,2014-05-31,2014,5,6270.88,37936
PAYDAY 2,2014-06-30,2014,6,19795.08,63749
PAYDAY 2,2014-07-31,2014,7,23715.34,57166
PAYDAY 2,2014-08-31,2014,8,13578.25,24444
PAYDAY 2,2014-09-30,2014,9,9856.53,20422
PAYDAY 2,2014-10-31,2014,10,22766.07,72242
PAYDAY 2,2014-11-30,2014,11,19787.63,59664
PAYDAY 2,2014-12-31,2014,12,15913.14,30874
PAYDAY 2,2015-01-31,2015,1,14174.72,32516
PAYDAY 2,2015-02-28,2015,2,8797.82,15942
PAYDAY 2,2015-03-31,2015,3,27031.23,81105
PAYDAY 2,2015-04-30,2015,4,11518.3,27669
PAYDAY 2,2015-05-31,2015,5,7879.36,13968
PAYDAY 2,2015-06-30,2015,6,13673.41,33870
PAYDAY 2,2015-07-31,2015,7,12318.47,21018
PAYDAY 2,2015-08-31,2015,8,16450.02,63535
PAYDAY 2,2015-09-30,2015,9,11898.11,24367
PAYDAY 2,2015-10-31,2015,10,17046.6,52376
PAYDAY 2,2015-11-30,2015,11,13660.61,39452
PAYDAY 2,2015-12-31,2015,12,13089.32,28093
PAYDAY 2,2016-01-31,2016,1,15847.69,32383
PAYDAY 2,2016-02-29,2016,2,11371.32,25887
PAYDAY 2,2016-03-31,2016,3,11656.06,39426
PAYDAY 2,2016-04-30,2016,4,11196.9,31146
PAYDAY 2,2016-05-31,2016,5,7086.68,14320
PAYDAY 2,2016-06-30,2016,6,14852.36,43415
PAYDAY 2,2016-07-31,2016,7,14500.3,34862
PAYDAY 2,2016-08-31,2016,8,8363.55,13300
PAYDAY 2,2016-09-30,2016,9,7841.13,20667
PAYDAY 2,2016-10-31,2016,10,14543.49,41053
PAYDAY 2,2016-11-30,2016,11,10628.98,25703
PAYDAY 2,2016-12-31,2016,12,9658.08,20295
PAYDAY 2,2017-01-31,2017,1,9812.31,20706
PAYDAY 2,2017-02-28,2017,2,10786.49,26869
PAYDAY 2,2017-03-31,2017,3,7164.58,13400
PAYDAY 2,2017-04-30,2017,4,16205.8,52906
PAYDAY 2,2017-05-31,2017,5,8958.99,16274
PAYDAY 2,2017-06-30,2017,6,80779.88,247628
PAYDAY 2,2017-07-31,2017,7,55126.4,99900
PAYDAY 2,2017-08-31,2017,8,41585.08,62561
PAYDAY 2,2017-09-30,2017,9,36370,56590
PAYDAY 2,2017-10-31,2017,10,43218.68,92426
PAYDAY 2,2017-11-30,2017,11,37052.26,57822
PAYDAY 2,2017-12-31,2017,12,36786.11,57345
PAYDAY 2,2018-01-31,2018,1,32810.9,55630
PAYDAY 2,2018-02-28,2018,2,33034.63,51694
PAYDAY 2,2018-03-31,2018,3,31802.64,58940
PAYDAY 2,2018-04-30,2018,4,28489.83,90893
PAYDAY 2,2018-05-31,2018,5,26969.03,48832
PAYDAY 2,2018-06-30,2018,6,25880.28,40947
PAYDAY 2,2018-07-31,2018,7,23875.53,38734
PAYDAY 2,2018-08-31,2018,8,16014.57,23537
PAYDAY 2,2018-09-30,2018,9,12398.73,20667
PAYDAY 2,2018-10-31,2018,10,12563.07,21503
PAYDAY 2,2018-11-30,2018,11,14515.53,24849
PAYDAY 2,2018-12-31,2018,12,13910.37,22339
PAYDAY 2,2019-01-31,2019,1,9556.7,15172
PAYDAY 2,2019-02-28,2019,2,8544.67,14436
PAYDAY 2,2019-03-31,2019,3,7694.13,12873
PAYDAY 2,2019-04-30,2019,4,7923.24,13599
PAYDAY 2,2019-05-31,2019,5,9289.78,21198
PAYDAY 2,2019-06-30,2019,6,9656.1,18877
PAYDAY 2,2019-07-31,2019,7,14420.25,23207
PAYDAY 2,2019-08-31,2019,8,10991.91,17440
PAYDAY 2,2019-09-30,2019,9,9533.44,15128
PAYDAY 2,2019-10-31,2019,10,11366.29,27181
PAYDAY 2,2019-11-30,2019,11,28520.82,56187
PAYDAY 2,2019-12-31,2019,12,24293.44,37817
PAYDAY 2,2020-01-31,2020,1,20294.08,39376
PAYDAY 2,2020-02-29,2020,2,18555.42,31830
PAYDAY 2,2020-03-31,2020,3,21027.94,36273
PAYDAY 2,2020-04-30,2020,4,25319.54,39419
PAYDAY 2,2020-05-31,2020,5,35338.15,61728
PAYDAY 2,2020-06-30,2020,6,29398.47,56703
PAYDAY 2,2020-07-31,2020,7,30649.83,48473
PAYDAY 2,2020-08-31,2020,8,31718.94,46799
PAYDAY 2,2020-09-30,2020,9,28495.77,45610
PAYDAY 2,2020-10-31,2020,10,29746.94,54123
PAYDAY 2,2020-11-30,2020,11,31999.64,57837
PAYDAY 2,2020-12-31,2020,12,30042.9,56740
PAYDAY 2,2021-01-31,2021,1,29201.19,54841
PAYDAY 2,2021-02-28,2021,2,26164.82,44327
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-03-31,2017,3,17551.14,67846
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-04-30,2017,4,69794.98,140104
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-05-31,2017,5,107441.6,189456
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-06-30,2017,6,139902.24,267194
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-07-31,2017,7,229701.7,481291
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-08-31,2017,8,389527.42,874171
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-09-30,2017,9,660192.74,1550463
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-10-31,2017,10,1086638.87,2390946
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-11-30,2017,11,1334170.09,2915723
PLAYERUNKNOWN'S BATTLEGROUNDS,2017-12-31,2017,12,1436158.51,3080769
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-01-31,2018,1,1584886.77,3236027
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-02-28,2018,2,1391015.3,2934761
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-03-31,2018,3,1295408.59,2799269
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-04-30,2018,4,1107181.8,2456361
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-05-31,2018,5,876180.64,2175704
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-06-30,2018,6,800668.23,1750216
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-07-31,2018,7,688620.42,1350463
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-08-31,2018,8,619320.48,1260894
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-09-30,2018,9,542607.05,1125229
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-10-31,2018,10,469141.74,1048662
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-11-30,2018,11,418159.48,895650
PLAYERUNKNOWN'S BATTLEGROUNDS,2018-12-31,2018,12,473541.26,1109766
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-01-31,2019,1,497803.25,1084606
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-02-28,2019,2,437959.1,931754
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-03-31,2019,3,417812.51,931407
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-04-30,2019,4,390100.9,886255
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-05-31,2019,5,385840.59,817595
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-06-30,2019,6,363083.37,745960
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-07-31,2019,7,352888.88,745224
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-08-31,2019,8,358530.96,750941
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-09-30,2019,9,311444.31,660864
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-10-31,2019,10,287133.41,637870
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-11-30,2019,11,305659.39,695920
PLAYERUNKNOWN'S BATTLEGROUNDS,2019-12-31,2019,12,308445.45,686239
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-01-31,2020,1,275363.04,645414
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-02-29,2020,2,257584.32,606689
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-03-31,2020,3,228467.17,562028
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-04-30,2020,4,242847.28,913075
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-05-31,2020,5,243258.78,553121
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-06-30,2020,6,230329.74,546359
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-07-31,2020,7,211700.3,469568
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-08-31,2020,8,192492.61,443390
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-09-30,2020,9,169093.71,403693
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-10-31,2020,10,162585.64,381079
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-11-30,2020,11,179520.26,438919
PLAYERUNKNOWN'S BATTLEGROUNDS,2020-12-31,2020,12,189233.58,444680
PLAYERUNKNOWN'S BATTLEGROUNDS,2021-01-31,2021,1,201247.19,451998
PLAYERUNKNOWN'S BATTLEGROUNDS,2021-02-28,2021,2,198957.52,447390
Paladins,2016-09-30,2016,9,21029.32,48004
Paladins,2016-10-31,2016,10,29277.14,56149
Paladins,2016-11-30,2016,11,28116.97,60566
Paladins,2016-12-31,2016,12,22029.66,38993
Paladins,2017-01-31,2017,1,23446.78,41509
Paladins,2017-02-28,2017,2,24781.25,48745
Paladins,2017-03-31,2017,3,24806.11,50413
Paladins,2017-04-30,2017,4,24374.63,43444
Paladins,2017-05-31,2017,5,24569.24,46204
Paladins,2017-06-30,2017,6,25993.91,44772
Paladins,2017-07-31,2017,7,25248.16,41268
Paladins,2017-08-31,2017,8,25029.12,43505
Paladins,2017-09-30,2017,9,23315.15,45615
Paladins,2017-10-31,2017,10,20618.15,39205
Paladins,2017-11-30,2017,11,20194.83,39392
Paladins,2017-12-31,2017,12,17981.45,33617
Paladins,2018-01-31,2018,1,20476.93,38563
Paladins,2018-02-28,2018,2,17230.07,33557
Paladins,2018-03-31,2018,3,15862.73,33985
Paladins,2018-04-30,2018,4,16502.71,30742
Paladins,2018-05-31,2018,5,18218.66,34990
Paladins,2018-06-30,2018,6,18351.84,33663
Paladins,2018-07-31,2018,7,17847.17,33794
Paladins,2018-08-31,2018,8,16910.43,27655
Paladins,2018-09-30,2018,9,14074.38,28759
Paladins,2018-10-31,2018,10,14438.1,28335
Paladins,2018-11-30,2018,11,15362.52,33440
Paladins,2018-12-31,2018,12,14880.47,30059
Paladins,2019-01-31,2019,1,15018.07,28070
Paladins,2019-02-28,2019,2,12828.57,25946
Paladins,2019-03-31,2019,3,11935.11,22141
Paladins,2019-04-30,2019,4,11621.09,22250
Paladins,2019-05-31,2019,5,11461.08,20808
Paladins,2019-06-30,2019,6,12487.38,20787
Paladins,2019-07-31,2019,7,12601.19,21159
Paladins,2019-08-31,2019,8,13132.13,22956
Paladins,2019-09-30,2019,9,12082.67,22180
Paladins,2019-10-31,2019,10,10896.04,20045
Paladins,2019-11-30,2019,11,12343.76,23223
Paladins,2019-12-31,2019,12,12501.71,21122
Paladins,2020-01-31,2020,1,13883.41,26050
Paladins,2020-02-29,2020,2,12944.78,23114
Paladins,2020-03-31,2020,3,13920.79,25560
Paladins,2020-04-30,2020,4,16994.88,28658
Paladins,2020-05-31,2020,5,14322.13,28367
Paladins,2020-06-30,2020,6,10537.02,17921
Paladins,2020-07-31,2020,7,10141.15,17726
Paladins,2020-08-31,2020,8,10225.23,16893
Paladins,2020-09-30,2020,9,8414.26,14374
Paladins,2020-10-31,2020,10,8012.12,16679
Paladins,2020-11-30,2020,11,9265.41,16035
Paladins,2020-12-31,2020,12,8752.76,14585
Paladins,2021-01-31,2021,1,10025.56,17456
Paladins,2021-02-28,2021,2,10083.53,18501
Path of Exile,2013-10-31,2013,10,19346.91,34371
