gamename,date,year,month,avg,peak
Path of Exile,2013-11-30,2013,11,16265.71,32066
Path of Exile,2013-12-31,2013,12,10365.44,19838
Path of Exile,2014-01-31,2014,1,8356.92,15468
Path of Exile,2014-02-28,2014,2,6003.51,11782
Path of Exile,2014-03-31,2014,3,8593.97,19489
Path of Exile,2014-04-30,2014,4,5785.36,10266
Path of Exile,2014-05-31,2014,5,4485.12,8630
Path of Exile,2014-06-30,2014,6,3900.81,6713
Path of Exile,2014-07-31,2014,7,4137.7,6922
Path of Exile,2014-08-31,2014,8,7828.96,24493
Path of Exile,2014-09-30,2014,9,9192.63,19303
Path of Exile,2014-10-31,2014,10,5839.72,10832
Path of Exile,2014-11-30,2014,11,4336.33,8257
Path of Exile,2014-12-31,2014,12,6516.11,13689
Path of Exile,2015-01-31,2015,1,7171.77,12184
Path of Exile,2015-02-28,2015,2,5473.61,9982
Path of Exile,2015-03-31,2015,3,4873.11,9857
Path of Exile,2015-04-30,2015,4,5249.5,9761
Path of Exile,2015-05-31,2015,5,5417.41,9818
Path of Exile,2015-06-30,2015,6,4032.39,6689
Path of Exile,2015-07-31,2015,7,13529.23,32284
Path of Exile,2015-08-31,2015,8,11254.87,23239
Path of Exile,2015-09-30,2015,9,5676.56,10759
Path of Exile,2015-10-31,2015,10,5819.86,11805
Path of Exile,2015-11-30,2015,11,4745.88,10025
Path of Exile,2015-12-31,2015,12,9699.81,22345
Path of Exile,2016-01-31,2016,1,9702.54,18744
Path of Exile,2016-02-29,2016,2,5953.71,10241
Path of Exile,2016-03-31,2016,3,16752.61,37266
Path of Exile,2016-04-30,2016,4,10619.47,22159
Path of Exile,2016-05-31,2016,5,5700.75,11266
Path of Exile,2016-06-30,2016,6,11733.93,26111
Path of Exile,2016-07-31,2016,7,7425.06,13960
Path of Exile,2016-08-31,2016,8,5043.76,8356
Path of Exile,2016-09-30,2016,9,16543.96,33220
Path of Exile,2016-10-31,2016,10,11993.74,23384
Path of Exile,2016-11-30,2016,11,8549.98,15690
Path of Exile,2016-12-31,2016,12,23766,46807
Path of Exile,2017-01-31,2017,1,16478.72,30442
Path of Exile,2017-02-28,2017,2,10793.92,18905
Path of Exile,2017-03-31,2017,3,28219.33,65200
Path of Exile,2017-04-30,2017,4,17342.3,34829
Path of Exile,2017-05-31,2017,5,10923.39,19390
Path of Exile,2017-06-30,2017,6,10099.82,18274
Path of Exile,2017-07-31,2017,7,9032.2,17660
Path of Exile,2017-08-31,2017,8,46477.36,98110
Path of Exile,2017-09-30,2017,9,28679.63,60597
Path of Exile,2017-10-31,2017,10,14870.82,31448
Path of Exile,2017-11-30,2017,11,10933.53,28475
Path of Exile,2017-12-31,2017,12,30957.38,70314
Path of Exile,2018-01-31,2018,1,26181.87,51656
Path of Exile,2018-02-28,2018,2,12815.64,27843
Path of Exile,2018-03-31,2018,3,36504.62,81781
Path of Exile,2018-04-30,2018,4,21416.57,45570
Path of Exile,2018-05-31,2018,5,15657,42316
Path of Exile,2018-06-30,2018,6,42051.05,95824
Path of Exile,2018-07-31,2018,7,19985.68,42784
Path of Exile,2018-08-31,2018,8,13004.31,75364
Path of Exile,2018-09-30,2018,9,36108.86,75484
Path of Exile,2018-10-31,2018,10,19520.61,39108
Path of Exile,2018-11-30,2018,11,14546.23,27484
Path of Exile,2018-12-31,2018,12,51321.88,123462
Path of Exile,2019-01-31,2019,1,36766.27,77233
Path of Exile,2019-02-28,2019,2,14212.75,33488
Path of Exile,2019-03-31,2019,3,35984.73,111114
Path of Exile,2019-04-30,2019,4,18953.84,40773
Path of Exile,2019-05-31,2019,5,13104.09,33842
Path of Exile,2019-06-30,2019,6,48491.09,113258
Path of Exile,2019-07-31,2019,7,26414.26,53530
Path of Exile,2019-08-31,2019,8,10943.65,25500
Path of Exile,2019-09-30,2019,9,25260.17,74653
Path of Exile,2019-10-31,2019,10,14907.46,31634
Path of Exile,2019-11-30,2019,11,12076.74,24832
Path of Exile,2019-12-31,2019,12,41688.04,117757
Path of Exile,2020-01-31,2020,1,39978.76,84600
Path of Exile,2020-02-29,2020,2,17581.66,41010
Path of Exile,2020-03-31,2020,3,42332.85,132508
Path of Exile,2020-04-30,2020,4,39235.06,73985
Path of Exile,2020-05-31,2020,5,18854.3,39620
Path of Exile,2020-06-30,2020,6,30079.25,125432
Path of Exile,2020-07-31,2020,7,34840.9,64732
Path of Exile,2020-08-31,2020,8,18829.49,38067
Path of Exile,2020-09-30,2020,9,32050.11,121595
Path of Exile,2020-10-31,2020,10,38437.27,75814
Path of Exile,2020-11-30,2020,11,17842.89,37936
Path of Exile,2020-12-31,2020,12,12697.63,36730
Path of Exile,2021-01-31,2021,1,47685.61,157091
Path of Exile,2021-02-28,2021,2,46919.9,90539
Phasmophobia,2020-10-31,2020,10,44993.03,112241
Phasmophobia,2020-11-30,2020,11,36602.96,99089
Phasmophobia,2020-12-31,2020,12,21998.04,45537
Phasmophobia,2021-01-31,2021,1,20104.56,42360
Phasmophobia,2021-02-28,2021,2,13464.19,29465
Realm Royale,2018-06-30,2018,6,32811.94,104557
Realm Royale,2018-07-31,2018,7,9171.83,23576
Realm Royale,2018-08-31,2018,8,3902.47,9299
Realm Royale,2018-09-30,2018,9,1512.45,3807
Realm Royale,2018-10-31,2018,10,1165.62,2744
Realm Royale,2018-11-30,2018,11,2055.29,4698
Realm Royale,2018-12-31,2018,12,2187.88,4377
Realm Royale,2019-01-31,2019,1,3011.53,8271
Realm Royale,2019-02-28,2019,2,4358.76,10406
Realm Royale,2019-03-31,2019,3,2949.97,5699
Realm Royale,2019-04-30,2019,4,2413.71,4563
Realm Royale,2019-05-31,2019,5,2089.43,4001
Realm Royale,2019-06-30,2019,6,2297.2,4247
Realm Royale,2019-07-31,2019,7,2160.33,3561
Realm Royale,2019-08-31,2019,8,1871.27,2913
Realm Royale,2019-09-30,2019,9,1596.02,2858
Realm Royale,2019-10-31,2019,10,1554.61,3663
Realm Royale,2019-11-30,2019,11,1377.22,2513
Realm Royale,2019-12-31,2019,12,1378.81,2362
Realm Royale,2020-01-31,2020,1,1514.52,2666
Realm Royale,2020-02-29,2020,2,1693.67,3104
Realm Royale,2020-03-31,2020,3,2010.41,3486
Realm Royale,2020-04-30,2020,4,2300.13,3530
Realm Royale,2020-05-31,2020,5,1846.17,3096
Realm Royale,2020-06-30,2020,6,1422.61,2435
Realm Royale,2020-07-31,2020,7,1311.33,1908
Realm Royale,2020-08-31,2020,8,1284.27,1879
Realm Royale,2020-09-30,2020,9,1084.92,1709
Realm Royale,2020-10-31,2020,10,954.69,1612
Realm Royale,2020-11-30,2020,11,925.24,1578
Realm Royale,2020-12-31,2020,12,903.78,1455
Realm Royale,2021-01-31,2021,1,1024.71,1765
Realm Royale,2021-02-28,2021,2,1014.05,1745
Resident Evil 2,2019-01-31,2019,1,40205.7,74024
Resident Evil 2,2019-02-28,2019,2,11281.02,34786
Resident Evil 2,2019-03-31,2019,3,2930.07,7672
Resident Evil 2,2019-04-30,2019,4,1401.41,3365
Resident Evil 2,2019-05-31,2019,5,1263.92,3117
Resident Evil 2,2019-06-30,2019,6,849.55,1831
Resident Evil 2,2019-07-31,2019,7,956.05,1800
Resident Evil 2,2019-08-31,2019,8,721.41,1282
Resident Evil 2,2019-09-30,2019,9,692.37,1495
Resident Evil 2,2019-10-31,2019,10,689.19,2145
Resident Evil 2,2019-11-30,2019,11,1165.52,4251
Resident Evil 2,2019-12-31,2019,12,3416.83,6055
Resident Evil 2,2020-01-31,2020,1,2851.56,5556
Resident Evil 2,2020-02-29,2020,2,2609.56,6077
Resident Evil 2,2020-03-31,2020,3,2518.13,5432
Resident Evil 2,2020-04-30,2020,4,3662.67,7418
Resident Evil 2,2020-05-31,2020,5,1525.26,3251
Resident Evil 2,2020-06-30,2020,6,1236.39,2162
Resident Evil 2,2020-07-31,2020,7,983.52,1735
Resident Evil 2,2020-08-31,2020,8,723.99,1164
Resident Evil 2,2020-09-30,2020,9,901.35,2171
Resident Evil 2,2020-10-31,2020,10,880.54,2150
Resident Evil 2,2020-11-30,2020,11,1084.55,2428
Resident Evil 2,2020-12-31,2020,12,1099.98,2113
Resident Evil 2,2021-01-31,2021,1,1557.17,3600
Resident Evil 2,2021-02-28,2021,2,1492.34,2704
RimWorld,2016-05-31,2016,5,1.27,3
RimWorld,2016-06-30,2016,6,1.93,6
RimWorld,2016-07-31,2016,7,4700.59,14984
RimWorld,2016-08-31,2016,8,7807.85,13484
RimWorld,2016-09-30,2016,9,6123.16,10259
RimWorld,2016-10-31,2016,10,4522.13,8604
RimWorld,2016-11-30,2016,11,3949.07,6218
RimWorld,2016-12-31,2016,12,5140.94,11727
RimWorld,2017-01-31,2017,1,8305.95,13447
RimWorld,2017-02-28,2017,2,6385.31,10340
RimWorld,2017-03-31,2017,3,5593.8,9027
RimWorld,2017-04-30,2017,4,5343.21,8261
RimWorld,2017-05-31,2017,5,5702.37,11795
RimWorld,2017-06-30,2017,6,7332.94,12135
RimWorld,2017-07-31,2017,7,6718.67,10193
RimWorld,2017-08-31,2017,8,6124.95,9167
RimWorld,2017-09-30,2017,9,5737.71,9066
RimWorld,2017-10-31,2017,10,5753.01,9188
RimWorld,2017-11-30,2017,11,7031.69,14223
RimWorld,2017-12-31,2017,12,8400.45,14244
RimWorld,2018-01-31,2018,1,7674.39,12072
RimWorld,2018-02-28,2018,2,6379.57,10030
RimWorld,2018-03-31,2018,3,6223.99,9644
RimWorld,2018-04-30,2018,4,6508.88,10001
RimWorld,2018-05-31,2018,5,6297.99,9555
RimWorld,2018-06-30,2018,6,6518.26,9500
RimWorld,2018-07-31,2018,7,7802.86,12450
RimWorld,2018-08-31,2018,8,7449.17,11169
RimWorld,2018-09-30,2018,9,9627.73,15159
RimWorld,2018-10-31,2018,10,13007.56,28380
RimWorld,2018-11-30,2018,11,13297.56,23774
RimWorld,2018-12-31,2018,12,10097.42,15760
RimWorld,2019-01-31,2019,1,11907.63,18208
RimWorld,2019-02-28,2019,2,11672,18211
RimWorld,2019-03-31,2019,3,10593.21,15920
RimWorld,2019-04-30,2019,4,10633.26,16900
RimWorld,2019-05-31,2019,5,10834.25,16594
RimWorld,2019-06-30,2019,6,10375.04,15280
RimWorld,2019-07-31,2019,7,10041.86,15208
RimWorld,2019-08-31,2019,8,11416.53,16719
RimWorld,2019-09-30,2019,9,10463.4,16282
RimWorld,2019-10-31,2019,10,10045.15,15923
RimWorld,2019-11-30,2019,11,10029.64,15292
RimWorld,2019-12-31,2019,12,9969.46,15356
RimWorld,2020-01-31,2020,1,12110.73,18083
RimWorld,2020-02-29,2020,2,15436.96,38204
RimWorld,2020-03-31,2020,3,26111.78,41637
RimWorld,2020-04-30,2020,4,17571.78,25649
RimWorld,2020-05-31,2020,5,14814.16,21491
RimWorld,2020-06-30,2020,6,14297.36,19981
RimWorld,2020-07-31,2020,7,15243.38,20531
RimWorld,2020-08-31,2020,8,16529.27,23344
RimWorld,2020-09-30,2020,9,15326.43,22093
RimWorld,2020-10-31,2020,10,13851.02,19572
RimWorld,2020-11-30,2020,11,14769.24,20737
RimWorld,2020-12-31,2020,12,14277.14,22168
RimWorld,2021-01-31,2021,1,18661.34,26982
RimWorld,2021-02-28,2021,2,18423.33,26260
Ring of Elysium,2018-09-30,2018,9,26225.99,52044
Ring of Elysium,2018-10-31,2018,10,17710.02,36527
Ring of Elysium,2018-11-30,2018,11,15835.91,49131
Ring of Elysium,2018-12-31,2018,12,27690.03,63435
Ring of Elysium,2019-01-31,2019,1,25527.26,58576
Ring of Elysium,2019-02-28,2019,2,13995.65,37054
Ring of Elysium,2019-03-31,2019,3,10809.97,23035
Ring of Elysium,2019-04-30,2019,4,9086.41,19979
Ring of Elysium,2019-05-31,2019,5,8281.85,17369
Ring of Elysium,2019-06-30,2019,6,8123.73,18919
Ring of Elysium,2019-07-31,2019,7,6724.19,13927
Ring of Elysium,2019-08-31,2019,8,6838.11,17982
Ring of Elysium,2019-09-30,2019,9,6011.49,13220
Ring of Elysium,2019-10-31,2019,10,5245.75,11773
Ring of Elysium,2019-11-30,2019,11,4682.21,9929
Ring of Elysium,2019-12-31,2019,12,4061.91,8627
Ring of Elysium,2020-01-31,2020,1,4070.24,9147
Ring of Elysium,2020-02-29,2020,2,3763.94,7924
Ring of Elysium,2020-03-31,2020,3,3292.09,7590
Ring of Elysium,2020-04-30,2020,4,2734.37,11594
Ring of Elysium,2020-05-31,2020,5,1614.17,3622
Ring of Elysium,2020-06-30,2020,6,1342.67,2826
Ring of Elysium,2020-07-31,2020,7,1152.27,2368
Ring of Elysium,2020-08-31,2020,8,1263.03,2845
Ring of Elysium,2020-09-30,2020,9,1228.03,2706
Ring of Elysium,2020-10-31,2020,10,1111.64,2449
Ring of Elysium,2020-11-30,2020,11,1032.53,2308
Ring of Elysium,2020-12-31,2020,12,1171.89,2867
Ring of Elysium,2021-01-31,2021,1,1346.57,2603
Ring of Elysium,2021-02-28,2021,2,1311.68,2534
Risk of Rain 2,2019-04-30,2019,4,21406.83,54085
Risk of Rain 2,2019-05-31,2019,5,8105.01,17593
Risk of Rain 2,2019-06-30,2019,6,5204.26,23817
Risk of Rain 2,2019-07-31,2019,7,4491.45,9032
Risk of Rain 2,2019-08-31,2019,8,3014.64,4946
Risk of Rain 2,2019-09-30,2019,9,6510.93,22317
Risk of Rain 2,2019-10-31,2019,10,4471.81,8592
Risk of Rain 2,2019-11-30,2019,11,2718.21,4420
Risk of Rain 2,2019-12-31,2019,12,7172.19,21395
Risk of Rain 2,2020-01-31,2020,1,7753.84,15061
Risk of Rain 2,2020-02-29,2020,2,5645.91,9544
Risk of Rain 2,2020-03-31,2020,3,5353.44,38104
Risk of Rain 2,2020-04-30,2020,4,18430.64,64501
Risk of Rain 2,2020-05-31,2020,5,5601.93,10349
Risk of Rain 2,2020-06-30,2020,6,3584.73,5839
Risk of Rain 2,2020-07-31,2020,7,4531.83,6344
Risk of Rain 2,2020-08-31,2020,8,25249.95,71033
Risk of Rain 2,2020-09-30,2020,9,12877.78,24530
Risk of Rain 2,2020-10-31,2020,10,5591.63,9952
Risk of Rain 2,2020-11-30,2020,11,5227.68,8984
Risk of Rain 2,2020-12-31,2020,12,5297.05,10075
Risk of Rain 2,2021-01-31,2021,1,7120.88,12044
Risk of Rain 2,2021-02-28,2021,2,5151.47,8037
Rocket League,2015-06-30,2015,6,1.92,25
Rocket League,2015-07-31,2015,7,10789.62,29027
Rocket League,2015-08-31,2015,8,19144.34,35686
Rocket League,2015-09-30,2015,9,17439.88,34391
Rocket League,2015-10-31,2015,10,16709.27,32204
Rocket League,2015-11-30,2015,11,16276.41,37175
Rocket League,2015-12-31,2015,12,20397.42,44875
Rocket League,2016-01-31,2016,1,24187.59,46114
Rocket League,2016-02-29,2016,2,25698.97,50359
Rocket League,2016-03-31,2016,3,24542.79,45882
Rocket League,2016-04-30,2016,4,29199.3,102684
Rocket League,2016-05-31,2016,5,25541.31,58210
Rocket League,2016-06-30,2016,6,26120.83,55029
Rocket League,2016-07-31,2016,7,29447.91,58676
Rocket League,2016-08-31,2016,8,27556.29,48136
Rocket League,2016-09-30,2016,9,32689.19,79304
Rocket League,2016-10-31,2016,10,31774.27,59526
Rocket League,2016-11-30,2016,11,29231.05,55526
Rocket League,2016-12-31,2016,12,35187.88,70352
Rocket League,2017-01-31,2017,1,35232.83,69669
Rocket League,2017-02-28,2017,2,33265.25,61648
Rocket League,2017-03-31,2017,3,33763.69,74330
Rocket League,2017-04-30,2017,4,34683.2,65384
Rocket League,2017-05-31,2017,5,33273.94,82254
Rocket League,2017-06-30,2017,6,32661.75,64075
Rocket League,2017-07-31,2017,7,35005.62,68232
Rocket League,2017-08-31,2017,8,30287.68,52612
Rocket League,2017-09-30,2017,9,31315.43,70230
Rocket League,2017-10-31,2017,10,36249.81,73684
Rocket League,2017-11-30,2017,11,30787.97,60120
Rocket League,2017-12-31,2017,12,35983.93,65275
Rocket League,2018-01-31,2018,1,32583.13,60535
Rocket League,2018-02-28,2018,2,32428.13,62492
Rocket League,2018-03-31,2018,3,31200.08,63578
Rocket League,2018-04-30,2018,4,30214.75,60632
Rocket League,2018-05-31,2018,5,27809.87,66081
Rocket League,2018-06-30,2018,6,32067.31,64307
Rocket League,2018-07-31,2018,7,36623.52,82303
Rocket League,2018-08-31,2018,8,30807.02,55817
Rocket League,2018-09-30,2018,9,35890.2,75882
Rocket League,2018-10-31,2018,10,34714.24,67221
Rocket League,2018-11-30,2018,11,32858.99,63278
Rocket League,2018-12-31,2018,12,35315.53,67952
Rocket League,2019-01-31,2019,1,34320.88,64262
Rocket League,2019-02-28,2019,2,31841.03,62023
Rocket League,2019-03-31,2019,3,31435.93,61242
Rocket League,2019-04-30,2019,4,32594.36,67493
Rocket League,2019-05-31,2019,5,34608.96,69472
Rocket League,2019-06-30,2019,6,35466.57,69615
Rocket League,2019-07-31,2019,7,34768.81,65907
Rocket League,2019-08-31,2019,8,31006.72,57617
Rocket League,2019-09-30,2019,9,30338.37,59529
Rocket League,2019-10-31,2019,10,33048.79,68388
Rocket League,2019-11-30,2019,11,32519.97,60075
Rocket League,2019-12-31,2019,12,39973.71,80213
Rocket League,2020-01-31,2020,1,41923.12,81639
Rocket League,2020-02-29,2020,2,40592.15,80454
Rocket League,2020-03-31,2020,3,48445.13,119124
Rocket League,2020-04-30,2020,4,54133.15,100771
Rocket League,2020-05-31,2020,5,45615.55,79770
Rocket League,2020-06-30,2020,6,41136.6,72502
Rocket League,2020-07-31,2020,7,41893.27,71681
Rocket League,2020-08-31,2020,8,41201.98,70357
Rocket League,2020-09-30,2020,9,53108.19,146902
Rocket League,2020-10-31,2020,10,72355.61,140667
Rocket League,2020-11-30,2020,11,67550.39,128577
Rocket League,2020-12-31,2020,12,65765.07,135714
Rocket League,2021-01-31,2021,1,59449.16,112482
Rocket League,2021-02-28,2021,2,53723.01,103429
Rust,2013-12-31,2013,12,9205.77,22571
Rust,2014-01-31,2014,1,24874.82,51872
Rust,2014-02-28,2014,2,34753.45,58973
Rust,2014-03-31,2014,3,24874.13,48870
Rust,2014-04-30,2014,4,17658.98,31321
Rust,2014-05-31,2014,5,13150.96,24306
Rust,2014-06-30,2014,6,11938.23,18081
Rust,2014-07-31,2014,7,10132.47,15027
Rust,2014-08-31,2014,8,8740.55,12764
Rust,2014-09-30,2014,9,6346.7,11040
Rust,2014-10-31,2014,10,6372.55,12294
Rust,2014-11-30,2014,11,5384.12,12062
Rust,2014-12-31,2014,12,6151.4,11826
Rust,2015-01-31,2015,1,10591.06,22303
Rust,2015-02-28,2015,2,9372.69,20267
Rust,2015-03-31,2015,3,8270.49,16341
Rust,2015-04-30,2015,4,8136.74,16636
Rust,2015-05-31,2015,5,13819.82,25625
Rust,2015-06-30,2015,6,13735.65,27177
Rust,2015-07-31,2015,7,13817.71,22622
Rust,2015-08-31,2015,8,14870.06,25352
Rust,2015-09-30,2015,9,12410.86,24075
Rust,2015-10-31,2015,10,13106.11,24201
Rust,2015-11-30,2015,11,13061.63,26697
Rust,2015-12-31,2015,12,18474.06,38110
Rust,2016-01-31,2016,1,27647.06,50628
Rust,2016-02-29,2016,2,32394.57,61260
Rust,2016-03-31,2016,3,27267.6,55147
Rust,2016-04-30,2016,4,25605.94,49920
Rust,2016-05-31,2016,5,25497.88,47100
Rust,2016-06-30,2016,6,25360.97,45791
Rust,2016-07-31,2016,7,30949.75,64555
Rust,2016-08-31,2016,8,30432.53,50364
Rust,2016-09-30,2016,9,26269.79,50680
Rust,2016-10-31,2016,10,24406.17,48435
Rust,2016-11-30,2016,11,22879.2,47571
Rust,2016-12-31,2016,12,28974.92,49147
Rust,2017-01-31,2017,1,33999.91,63843
Rust,2017-02-28,2017,2,36403.55,68103
Rust,2017-03-31,2017,3,32438.98,66194
Rust,2017-04-30,2017,4,28588.81,53621
Rust,2017-05-31,2017,5,25380.27,46948
Rust,2017-06-30,2017,6,29285.43,48228
Rust,2017-07-31,2017,7,29563.1,53425
Rust,2017-08-31,2017,8,25558.02,43117
Rust,2017-09-30,2017,9,21595.41,40577
Rust,2017-10-31,2017,10,25760.5,49984
Rust,2017-11-30,2017,11,28147.23,57223
Rust,2017-12-31,2017,12,32974,60373
Rust,2018-01-31,2018,1,34668.81,67410
Rust,2018-02-28,2018,2,33507.28,68204
Rust,2018-03-31,2018,3,29074.81,57873
Rust,2018-04-30,2018,4,26047.04,51233
Rust,2018-05-31,2018,5,23893.78,46328
Rust,2018-06-30,2018,6,30308.9,54779
Rust,2018-07-31,2018,7,36659.19,65952
Rust,2018-08-31,2018,8,31488.28,53885
Rust,2018-09-30,2018,9,27319.2,48430
Rust,2018-10-31,2018,10,31820.22,58564
Rust,2018-11-30,2018,11,37706.36,70969
Rust,2018-12-31,2018,12,42622.28,70775
Rust,2019-01-31,2019,1,46201.3,85208
Rust,2019-02-28,2019,2,42431.42,77622
Rust,2019-03-31,2019,3,40725.29,77896
Rust,2019-04-30,2019,4,38200.78,72544
Rust,2019-05-31,2019,5,35780.66,67338
Rust,2019-06-30,2019,6,45132.57,81658
Rust,2019-07-31,2019,7,62259.96,93595
Rust,2019-08-31,2019,8,58531.24,88929
Rust,2019-09-30,2019,9,49636.12,80293
Rust,2019-10-31,2019,10,46704.38,82827
Rust,2019-11-30,2019,11,43507.96,74292
Rust,2019-12-31,2019,12,49094.84,81928
Rust,2020-01-31,2020,1,51620.39,97340
Rust,2020-02-29,2020,2,50075.2,92016
Rust,2020-03-31,2020,3,58442.03,102296
Rust,2020-04-30,2020,4,67504.05,125415
Rust,2020-05-31,2020,5,57344.65,102051
Rust,2020-06-30,2020,6,50417.72,93513
Rust,2020-07-31,2020,7,58238.72,97741
Rust,2020-08-31,2020,8,53287.65,89147
Rust,2020-09-30,2020,9,46430.53,76611
Rust,2020-10-31,2020,10,48550.8,80422
Rust,2020-11-30,2020,11,55408.03,101365
Rust,2020-12-31,2020,12,61171.65,97445
Rust,2021-01-31,2021,1,142117.25,244394
Rust,2021-02-28,2021,2,117742.27,224276
Sea of Thieves,2020-06-30,2020,6,29454.49,66632
Sea of Thieves,2020-07-31,2020,7,21810.25,59104
Sea of Thieves,2020-08-31,2020,8,12358.85,29221
Sea of Thieves,2020-09-30,2020,9,9681.4,26959
Sea of Thieves,2020-10-31,2020,10,6266.54,13235
Sea of Thieves,2020-11-30,2020,11,10692.52,27087
Sea of Thieves,2020-12-31,2020,12,13250.22,45381
Sea of Thieves,2021-01-31,2021,1,21555.18,52916
Sea of Thieves,2021-02-28,2021,2,15068.31,27909
Sekiro: Shadows Die Twice,2019-03-31,2019,3,68631.95,124334
Sekiro: Shadows Die Twice,2019-04-30,2019,4,20061.47,60604
Sekiro: Shadows Die Twice,2019-05-31,2019,5,6138.7,16701
Sekiro: Shadows Die Twice,2019-06-30,2019,6,3236.91,6271
Sekiro: Shadows Die Twice,2019-07-31,2019,7,3012.92,6094
Sekiro: Shadows Die Twice,2019-08-31,2019,8,2367.08,4910
Sekiro: Shadows Die Twice,2019-09-30,2019,9,1912.79,3586
Sekiro: Shadows Die Twice,2019-10-31,2019,10,1606.33,3252
Sekiro: Shadows Die Twice,2019-11-30,2019,11,1749.12,7557
Sekiro: Shadows Die Twice,2019-12-31,2019,12,5413.34,13135
Sekiro: Shadows Die Twice,2020-01-31,2020,1,6479.8,13236
Sekiro: Shadows Die Twice,2020-02-29,2020,2,5920.12,11906
Sekiro: Shadows Die Twice,2020-03-31,2020,3,4562.74,8538
Sekiro: Shadows Die Twice,2020-04-30,2020,4,5688.59,11533
Sekiro: Shadows Die Twice,2020-05-31,2020,5,4115.48,7582
Sekiro: Shadows Die Twice,2020-06-30,2020,6,3493.34,8663
Sekiro: Shadows Die Twice,2020-07-31,2020,7,5230.28,9346
Sekiro: Shadows Die Twice,2020-08-31,2020,8,4029.15,7691
Sekiro: Shadows Die Twice,2020-09-30,2020,9,3165.83,6853
Sekiro: Shadows Die Twice,2020-10-31,2020,10,3338.75,17807
Sekiro: Shadows Die Twice,2020-11-30,2020,11,6277.83,17521
Sekiro: Shadows Die Twice,2020-12-31,2020,12,4728.43,11236
Sekiro: Shadows Die Twice,2021-01-31,2021,1,4585.57,9449
Sekiro: Shadows Die Twice,2021-02-28,2021,2,5386.72,9956
Sid Meier's Civilization V,2012-07-31,2012,7,27448.46,50756
Sid Meier's Civilization V,2012-08-31,2012,8,22285.13,39110
Sid Meier's Civilization V,2012-09-30,2012,9,19561.09,34696
Sid Meier's Civilization V,2012-10-31,2012,10,19029.27,35714
Sid Meier's Civilization V,2012-11-30,2012,11,20404.77,39677
Sid Meier's Civilization V,2012-12-31,2012,12,25455.38,50891
Sid Meier's Civilization V,2013-01-31,2013,1,29119.93,58386
Sid Meier's Civilization V,2013-02-28,2013,2,24141.09,44966
Sid Meier's Civilization V,2013-03-31,2013,3,24185.26,43780
Sid Meier's Civilization V,2013-04-30,2013,4,21436.1,39478
Sid Meier's Civilization V,2013-05-31,2013,5,20945.25,36679
Sid Meier's Civilization V,2013-06-30,2013,6,26589.61,67729
Sid Meier's Civilization V,2013-07-31,2013,7,41162.37,91020
Sid Meier's Civilization V,2013-08-31,2013,8,34642.97,64123
Sid Meier's Civilization V,2013-09-30,2013,9,29641.46,58003
Sid Meier's Civilization V,2013-10-31,2013,10,32112.16,63023
Sid Meier's Civilization V,2013-11-30,2013,11,29159.73,54473
Sid Meier's Civilization V,2013-12-31,2013,12,37702.97,70367
Sid Meier's Civilization V,2014-01-31,2014,1,38742.84,77825
Sid Meier's Civilization V,2014-02-28,2014,2,38385.74,72416
Sid Meier's Civilization V,2014-03-31,2014,3,34497.24,64115
Sid Meier's Civilization V,2014-04-30,2014,4,32269.36,57627
Sid Meier's Civilization V,2014-05-31,2014,5,31518.7,56011
Sid Meier's Civilization V,2014-06-30,2014,6,35856.9,71677
Sid Meier's Civilization V,2014-07-31,2014,7,37487.92,65738
Sid Meier's Civilization V,2014-08-31,2014,8,39050.39,80375
Sid Meier's Civilization V,2014-09-30,2014,9,34043.35,66292
Sid Meier's Civilization V,2014-10-31,2014,10,31553.26,55493
Sid Meier's Civilization V,2014-11-30,2014,11,29299.78,55229
Sid Meier's Civilization V,2014-12-31,2014,12,31635.81,58038
Sid Meier's Civilization V,2015-01-31,2015,1,34806.88,62502
Sid Meier's Civilization V,2015-02-28,2015,2,32965.1,59719
Sid Meier's Civilization V,2015-03-31,2015,3,34929.57,67160
Sid Meier's Civilization V,2015-04-30,2015,4,30526.44,55583
Sid Meier's Civilization V,2015-05-31,2015,5,30757.77,52490
Sid Meier's Civilization V,2015-06-30,2015,6,31191.88,53711
Sid Meier's Civilization V,2015-07-31,2015,7,31062.63,51898
Sid Meier's Civilization V,2015-08-31,2015,8,34500.89,60338
Sid Meier's Civilization V,2015-09-30,2015,9,30071.83,52194
Sid Meier's Civilization V,2015-10-31,2015,10,30652.22,53106
Sid Meier's Civilization V,2015-11-30,2015,11,30982.87,58683
Sid Meier's Civilization V,2015-12-31,2015,12,38341.93,69206
Sid Meier's Civilization V,2016-01-31,2016,1,42606.75,78252
Sid Meier's Civilization V,2016-02-29,2016,2,42423.98,74716
Sid Meier's Civilization V,2016-03-31,2016,3,37001.98,65453
Sid Meier's Civilization V,2016-04-30,2016,4,34055.3,59108
Sid Meier's Civilization V,2016-05-31,2016,5,40971.7,87959
Sid Meier's Civilization V,2016-06-30,2016,6,38524.52,70936
Sid Meier's Civilization V,2016-07-31,2016,7,43326.5,73683
Sid Meier's Civilization V,2016-08-31,2016,8,38355.84,62143
Sid Meier's Civilization V,2016-09-30,2016,9,36845.89,67413
Sid Meier's Civilization V,2016-10-31,2016,10,39757.04,72026
Sid Meier's Civilization V,2016-11-30,2016,11,30328.79,52910
