id_player,Born,City,Cntry,Nat,Ht,Wt,Last_Name,First_Name,Position,Team,GP,G,A,TOI,TOI_GP
1,30.04.1988,Hamilton,CAN,CAN,69,170,Abbott,Spencer,LW,CHI,1,0,0,514,8.57
2,25.02.1987,Muskegon,USA,USA,74,218,Abdelkader,Justin,LW/RW,DET,64,7,14,63969,16.65
3,23.09.1993,Stockholm,SWE,SWE,71,196,Aberg,Pontus,LW,NSH,15,1,1,11102,12.33
4,01.12.1991,Johnston,USA,USA,70,208,Acciari,Noel,C,BOS,29,2,3,18047,10.23
5,30.04.1992,Morristown,USA,USA,72,202,Agostino,Kenny,LW,STL,7,1,2,5366,12.78
6,26.07.1997,Rauma,FIN,FIN,71,172,Aho,Sebastian,RW/LW,CAR,82,24,25,82591,16.78
7,24.09.1988,Burnaby,CAN,CAN,75,219,Alzner,Karl,D,WSH,82,3,10,97371,19.8
8,07.05.1994,Burlington,CAN,CAN,75,221,Anderson,Josh,RW,CBJ,78,17,12,56253,12.02
9,27.10.1996,Malmö,SWE,SWE,73,214,Andersson,Rasmus,D,CGY,1,0,0,1113,18.55
10,17.05.1991,Pickering,CAN,CAN,73,210,Andreoff,Andy,LW/C,L.A,36,0,2,22888,10.6
11,21.03.1993,Zurich,CHE,CHE,70,188,Andrighetto,Sven,RW,COL/MTL,46,7,17,38550,13.97
12,24.05.1988,Yaroslavl,RUS,RUS,76,198,Anisimov,Artem,C/LW,CHI,64,22,23,68529,17.85
13,06.10.1992,Regina,CAN,CAN,70,176,Archibald,Josh,RW,PIT,10,3,0,6519,10.87
14,31.05.1993,Pori,FIN,FIN,75,205,Armia,Joel,RW,WPG,57,10,9,51769,15.13
15,08.04.1993,Skellefteå,SWE,SWE,69,180,Arvidsson,Viktor,LW/RW,NSH,80,31,30,82343,17.15
16,06.08.1994,London,CAN,CAN,74,188,Athanasiou,Andreas,C,DET,64,18,11,51703,13.47
17,05.06.1989,Riverside,USA,USA,68,182,Atkinson,Cam,RW,CBJ,82,35,27,88972,18.08
18,16.06.1993,Bobcaygeon,CAN,CAN,76,230,Austin,Brady,D,BUF,5,0,0,4827,16.08
19,27.07.1989,Ivry-sur-Seine,FRA,FRA,71,191,Auvitu,Yohann,D/LW,N.J,25,2,2,23405,15.6
20,01.05.1984,Minneapolis,USA,USA,75,221,Backes,David,RW/C,BOS,74,17,21,76007,17.05
21,17.03.1989,Vasteras,SWE,SWE,73,199,Backlund,Mikael,C,CGY,81,22,31,85565,17.6
22,23.11.1987,Gävle,SWE,SWE,73,213,Backstrom,Nicklas,C,WSH,82,23,63,89839,18.27
23,05.10.1992,Bern,CHE,CHE,71,192,Baertschi,Sven,LW,VAN,68,18,17,64773,15.88
24,27.10.1991,Anchorage,USA,USA,75,195,Bailey,Casey,RW/C,OTT,7,0,0,3358,8
25,02.10.1989,Bowmanville,CAN,CAN,73,210,Bailey,Josh,RW/LW/C,NYI,82,13,43,90388,18.37
26,01.07.1995,Buffalo,USA,USA,75,214,Bailey,Justin,RW,BUF,32,2,2,20414,10.63
27,04.08.1995,Ottawa,CAN,CAN,73,206,Baptiste,Nicholas,RW,BUF,14,3,1,7761,9.23
28,14.12.1995,Moscow,RUS,RUS,72,180,Barbashev,Ivan,C,STL,30,5,7,21224,11.78
29,07.02.1994,Pittsburgh,USA,USA,72,193,Barber,Riley,RW,WSH,3,0,0,1544,8.58
30,23.03.1990,Montreal,CAN,CAN,73,207,Barberio,Mark,D,COL/MTL,60,2,11,65740,18.27
31,02.09.1995,Tampere,FIN,FIN,75,213,Barkov,Aleksander,C,FLA,61,21,31,71010,19.4
32,26.07.1991,Victoria,CAN,CAN,70,190,Barrie,Tyson,D,COL,74,7,31,103486,23.3
33,04.06.1988,Pittsburgh,USA,USA,73,196,Bartkowski,Matt,D,CGY,24,1,1,22158,15.38
34,26.05.1997,Coquitlam,CAN,CAN,72,182,Barzal,Mathew,C,NYI,2,0,0,1170,9.75
35,07.01.1987,Owen sound,CAN,CAN,72,205,Bass,Cody,C,NSH,9,0,0,3654,6.77
36,16.10.1985,Calgary,CAN,CAN,75,215,Beagle,Jay,C/RW,WSH,81,13,17,66251,13.63
37,04.06.1980,Sorel,CAN,CAN,73,208,Beauchemin,Francois,D,COL,81,5,13,104566,21.52
38,05.12.1992,Strathroy,CAN,CAN,74,205,Beaulieu,Nathan,D,MTL,74,4,24,86490,19.48
39,08.06.1997,Sorel-Tracy,CAN,CAN,71,170,Beauvillier,Anthony,C/LW,NYI,66,9,15,51563,13.02
40,13.05.1991,St. Catharines,CAN,CAN,74,203,Beck,Taylor,LW,EDM/NYR,5,0,0,2643,8.82
41,07.06.1988,Windsor,CAN,CAN,72,203,Beleskey,Matt,LW,BOS,49,3,5,39001,13.17
42,06.03.1985,Le Blanc-Mesnil,FRA,FRA,72,198,Bellemare,Pierre-Edouard,LW/C,PHI,82,4,4,63814,12.97
43,18.07.1989,Victoria,CAN,CAN,74,210,Benn,Jamie,LW,DAL,77,26,43,89507,19.37
44,26.07.1987,Victoria,CAN,CAN,74,200,Benn,Jordie,D,DAL/MTL,71,4,13,77900,18.28
45,27.11.1991,Gardena,USA,USA,74,195,Bennett,Beau,RW/LW,N.J,65,8,11,52876,13.72
46,20.06.1996,Holland Landing,CAN,CAN,73,186,Bennett,Sam,C,CGY,81,13,13,72839,14.98
47,25.05.1994,Edmonton,CAN,CAN,73,195,Benning,Matthew,D,EDM,62,3,12,61791,16.62
48,24.07.1985,Ancienne-Lorette,CAN,CAN,73,195,Bergeron,Patrice,C,BOS,79,21,32,92065,19.33
49,02.06.1988,Västerås,SWE,SWE,76,223,Berglund,Patrik,C/LW,STL,82,23,11,78668,15.98
50,05.04.1994,Fribourg,CHE,CHE,70,186,Bertschy,Christoph,C,MIN,5,0,1,2440,8.13
51,24.02.1995,Sudbury,CAN,CAN,72,198,Bertuzzi,Tyler,LW,DET,7,0,0,3825,9.1
52,09.03.1986,Bowmanville,CAN,CAN,76,223,Bickell,Bryan,LW,CAR,11,1,0,6891,10.43
53,04.04.1988,Montreal,CAN,CAN,70,193,Biega,Alex,D,VAN,36,0,3,28444,13.17
54,16.06.1981,Grimsby,CAN,CAN,73,200,Bieksa,Kevin,D,ANA,81,3,11,91130,18.75
55,15.07.1990,Island Park,USA,USA,73,210,Bitetto,Anthony,D,NSH,29,0,7,20538,11.8
56,10.04.1995,Herning,DNK,DNK,72,175,Bjorkstrand,Oliver,RW,CBJ,26,6,7,21980,14.08
57,17.07.1992,Minneapolis,USA,USA,78,218,Bjugstad,Nick,C,FLA,54,7,7,42615,13.15
58,18.07.1994,Markham,CAN,CAN,72,200,Blandisi,Joseph,LW/C,N.J,27,3,6,21643,13.37
59,14.03.1995,Molnlycke,SWE,SWE,72,201,Blidh,Anton,LW,BOS,19,1,1,10006,8.78
60,15.12.1986,Toronto,CAN,CAN,76,217,Blunden,Mike,RW,OTT,2,0,0,974,8.12
61,16.12.1989,Brondby,DNK,DNK,72,210,Boedker,Mikkel,LW/RW,S.J,81,10,16,69738,14.27
62,25.02.1997,Burnsville,USA,USA,73,191,Boeser,Brock,RW,VAN,9,4,1,8755,16.22
63,15.07.1990,Massena,USA,USA,75,228,Bogosian,Zach,D,BUF,56,2,9,67493,20.08
64,13.05.1986,Charlotte,USA,USA,75,209,Boll,Jared,RW,ANA,51,0,3,17793,5.82
65,20.04.1988,Hartford,USA,USA,73,196,Bonino,Nick,C,PIT,80,18,19,79931,16.65
66,12.07.1989,Ottawa,CAN,CAN,73,216,Borowiecki,Mark,D,OTT,70,1,2,58845,14.02
67,18.03.1989,Thunder Bay,CAN,CAN,76,221,Bortuzzo,Robert,D,STL,38,1,3,32118,14.08
68,08.09.1993,Lansing,USA,USA,70,195,Boucher,Reid,C/LW,N.J/NSH/VAN,39,6,4,27909,11.73
69,25.03.1990,Provost,CAN,CAN,74,208,Bouma,Lance,C/LW/RW,CGY,61,3,4,41528,11.35
70,31.05.1992,Shawinigan,CAN,CAN,71,198,Bournival,Michael,LW,T.B,19,2,1,11568,10.15
71,23.09.1990,Rimouski,CAN,CAN,70,206,Bourque,Gabriel,LW/RW,COL,6,0,0,4032,11.2
72,10.12.1981,Lac La Biche,CAN,CAN,74,217,Bourque,Rene,RW/LW,COL,65,12,6,54382,13.95
73,27.09.1983,Edmonton,CAN,CAN,76,221,Bouwmeester,Jay,D,STL,81,1,14,108889,22.4
74,19.01.1984,Edmonton,CAN,CAN,74,227,Boychuk,Johnny,D,NYI,66,6,17,82095,20.73
75,18.12.1984,Hingham,USA,USA,78,244,Boyle,Brian,C/LW,T.B/TOR,75,13,12,58649,13
76,19.03.1986,Regina,CAN,CAN,73,195,Bozak,Tyler,C,TOR,78,18,37,76890,16.45
77,22.09.1987,Hull,CAN,CAN,73,204,Brassard,Derick,C,OTT,81,14,25,84461,17.38
78,10.02.1987,Minneapolis,USA,USA,74,205,Braun,Justin,D,S.J,81,4,9,97589,19.98
79,07.06.1990,Chatham,CAN,CAN,73,182,Brodie,T.J.,D,CGY,82,6,30,116019,23.58
80,12.07.1993,Karlstad,SWE,SWE,73,193,Brodin,Jonas,D,MIN,68,3,22,79838,19.55
81,25.05.1984,St. Paul,CAN,CAN,74,212,Brodziak,Kyle,C,STL,69,8,7,46394,11.2
82,19.06.1993,Ham Lake,USA,USA,73,218,Brodzinski,Jonny,C,L.A,6,0,2,4423,12.28
83,17.08.1985,Vancouver,CAN,CAN,75,215,Brouwer,Troy,RW,CGY,74,13,12,72029,16.22
84,14.01.1994,Toronto,CAN,CAN,72,185,Brown,Connor,RW,TOR,82,20,16,79733,16.1
85,04.11.1984,Ithaca,USA,USA,72,216,Brown,Dustin,RW/LW,L.A,80,14,22,76801,16
86,02.07.1990,Burnsville,USA,USA,70,169,Brown,J.T.,RW,T.B,64,3,3,39824,10.37
87,29.05.1992,Bloomfield Hills,USA,USA,73,210,Brown,Patrick,C,CAR,14,0,0,8160,9.72
88,17.04.1995,Cherepovets,RUS,RUS,74,193,Buchnevich,Pavel,RW/LW,NYR,41,8,12,32616,13.25
89,09.02.1995,Klagenfurt,AUT,SWE,75,205,Burakovsky,Andre,LW/C,WSH,64,12,23,50931,13.27
90,11.12.1988,Abington,USA,USA,73,207,Burgdoerfer,Erik,D,BUF,2,0,0,1340,11.17
91,21.10.1991,Kazan,RUS,RUS,73,180,Burmistrov,Alex,C/RW,ARI/WPG,49,5,11,39266,13.35
92,09.03.1985,Barrie,CAN,CAN,77,230,Burns,Brent,D/RW,S.J,82,29,47,122324,24.93
93,11.04.1981,Pincourt,CAN,CAN,73,197,Burrows,Alex,LW/RW,OTT/VAN,75,15,16,65910,14.63
94,27.10.1986,St. Louis,USA,USA,73,196,Butler,Chris,D,STL,1,0,0,1288,21.47
95,27.03.1985,Roseau,USA,USA,77,260,Byfuglien,Dustin,D/RW,WPG,80,13,39,131734,27.45
96,27.04.1989,Ottawa,CAN,CAN,69,160,Byron,Paul,LW/C/RW,MTL,81,22,21,73228,15.07
97,20.06.1994,Pickering,CAN,CAN,70,185,Caggiula,Drake,LW/C,EDM,60,7,11,47647,13.23
98,17.08.1991,Whittier,USA,USA,72,190,Callahan,Mitch,RW,DET,4,0,0,1635,6.82
99,21.03.1985,Rochester,USA,USA,70,187,Callahan,Ryan,RW,T.B,18,2,2,15274,14.15
100,24.12.1989,Brandon,CAN,CAN,71,188,Calvert,Matt,LW,CBJ,65,10,5,52054,13.35
101,08.06.1982,Toronto,CAN,CAN,69,185,Cammalleri,Mike,LW/C,N.J,61,10,21,63519,17.35
102,23.05.1979,Strathroy,CAN,CAN,70,192,Campbell,Brian,D,CHI,80,5,12,88462,18.43
103,09.08.1986,Bayport,USA,USA,71,197,Cannone,Patrick,C,MIN,3,0,0,1419,7.88
104,24.09.1988,Boston,USA,USA,73,198,Carey,Paul,C,WSH,6,0,0,3773,10.48
105,25.09.1984,Anchorage,USA,USA,72,197,Carle,Matt,D,NSH,6,0,1,4732,13.15
106,26.11.1996,Colorado Springs,USA,USA,77,203,Carlo,Brandon,D,BOS,82,6,10,102414,20.72
107,10.01.1990,Natick,USA,USA,75,215,Carlson,John,D,WSH,72,9,28,98106,22.7
108,02.01.1997,Orebro,SWE,SWE,76,191,Carlsson,Gabriel,D,CBJ,2,0,1,2055,17.13
109,18.01.1991,Oviedo,USA,USA,72,195,Carpenter,Ryan,C,S.J,11,2,2,6853,10.38
110,01.11.1991,Sherwood Park,CAN,CAN,72,188,Carr,Daniel,LW,MTL,33,2,7,20306,10.25
111,13.04.1994,Orland Park,USA,USA,71,195,Carrick,Connor,D,TOR,67,2,6,65671,16.35
112,08.10.1996,Quebec City,CAN,CAN,71,174,Carrier,Alex,D,NSH,2,0,0,1247,10.4
113,20.12.1994,LaSalle,CAN,CAN,74,212,Carrier,William,LW,BUF,41,5,3,22142,9
114,01.01.1985,London,CAN,CAN,75,217,Carter,Jeff,C/RW,L.A,82,32,34,88717,18.03
115,21.12.1993,Ottawa,CAN,CAN,74,207,Ceci,Cody,D,OTT,79,2,15,109992,23.2
116,02.08.1995,Zilina,SVK,SVK,74,202,Cehlarik,Peter,LW/RW,BOS,11,0,2,9183,13.92
117,30.01.1997,Sainte-Marie,CAN,CAN,74,190,Chabot,Thomas,D,OTT,1,0,0,429,7.15
118,09.04.1992,Ile Bizard,CAN,CAN,74,204,Chaput,Michael,C,VAN,68,4,5,44970,11.02
119,18.03.1977,Trencin,SVK,SVK,81,250,Chara,Zdeno,D,BOS,75,9,19,104997,23.22
120,09.05.1991,Hamilton,CAN,CAN,75,219,Chiarot,Ben,D,WPG,59,2,10,54237,15.32
121,01.10.1990,Montreal,CAN,CAN,76,208,Chiasson,Alex,RW,CGY,81,12,12,65069,13.38
122,02.05.1979,Edmonton,CAN,CAN,75,216,Chimera,Jason,LW/RW,NYI,82,20,13,64270,13.05
123,27.04.1987,Thunder Bay,CAN,USA,72,191,Chorney,Taylor,D,WSH,18,1,4,15405,14.27
124,31.03.1998,Boca Raton,USA,USA,75,200,Chychrun,Jakob,D,ARI,68,7,13,68000,16.67
125,27.02.1991,Toronto,CAN,CAN,71,201,Cizikas,Casey,C,NYI,59,8,17,49230,13.9
126,24.11.1992,Stockholm,SWE,SWE,73,200,Claesson,Fredrik,D,OTT,33,3,8,26016,13.13
127,26.10.1992,Niagara Falls,USA,USA,72,196,Clendening,Adam,D,NYR,31,2,9,29406,15.82
128,13.01.1991,Ayr,CAN,CAN,74,211,Clifford,Kyle,LW/C,L.A,73,6,6,46968,10.72
129,18.11.1987,Welland,CAN,CAN,71,218,Clutterbuck,Cal,RW,NYI,66,5,15,55429,14
130,27.02.1985,Shaunavon,CAN,CAN,77,223,Coburn,Braydon,D,T.B,80,5,7,80335,16.73
131,14.06.1987,Toronto,CAN,CAN,70,184,Cogliano,Andrew,LW/C/RW,ANA,82,16,19,74479,15.13
132,30.01.1990,Calgary,CAN,CAN,77,221,Colborne,Joe,C/LW/RW,COL,62,4,4,39800,10.7
133,21.02.1989,Ann Arbor,USA,USA,73,219,Cole,Ian,D,PIT,81,5,21,96325,19.82
134,28.11.1991,Plano,USA,USA,71,200,Coleman,Blake,C/LW,N.J,23,1,1,17728,12.85
135,18.02.1986,Meadow Lake,CAN,CAN,73,202,Comeau,Blake,LW/RW,COL,77,8,12,69229,14.97
136,08.04.1995,Northbrook,USA,USA,72,193,Compher,J.T.,LW/C,COL,21,3,2,18811,14.93
137,14.12.1989,Burlington,CAN,CAN,68,180,Conacher,Cory,C/LW,T.B,11,1,3,7631,11.57
138,06.08.1986,Trenton,USA,USA,71,188,Condra,Erik,RW,T.B,13,0,0,7519,9.63
139,23.02.1990,Edmonton,CAN,CAN,74,205,Connauton,Kevin,D,ARI,24,0,1,18910,13.13
140,02.05.1992,Campbell River,CAN,CAN,75,194,Connolly,Brett,RW/LW,WSH,66,15,8,42331,10.68
141,09.12.1996,Shelby Twp.,USA,USA,73,182,Connor,Kyle,LW,WPG,20,2,3,14665,12.22
142,08.07.1994,Ann Arbor,USA,USA,73,206,Copp,Andrew,C,WPG,64,9,8,47398,12.35
143,26.03.1993,Toronto,CAN,CAN,72,205,Corrado,Frank,D,PIT/TOR,4,0,0,2585,10.77
144,20.07.1993,Belleville,CAN,CAN,70,188,Cousins,Nick,C/LW,PHI,60,6,10,43204,12
145,28.03.1989,Guelph,CAN,CAN,73,200,Couture,Logan,C/LW,S.J,73,25,27,77114,17.63
146,07.12.1992,Phoenix,USA,CAN,75,211,Couturier,Sean,C,PHI,66,14,20,73045,18.45
147,02.03.1992,E. Weymouth,USA,USA,75,221,Coyle,Charlie,C/RW,MIN,82,18,38,82174,16.7
148,15.07.1985,Prince Albert,CAN,CAN,75,220,Cracknell,Adam,RW/C,DAL,69,10,6,43305,10.47
149,26.10.1992,Toronto,CAN,CAN,72,192,Cramarossa,Joseph,C/LW,ANA/VAN,59,4,6,35208,9.95
150,07.08.1987,Cole Harbour,CAN,CAN,71,200,Crosby,Sidney,C,PIT,75,44,45,89450,19.88
151,23.06.1997,Mt. Brydges,CAN,CAN,76,220,Crouse,Lawson,LW,ARI,72,5,7,51358,11.88
152,02.11.1976,Virginia,USA,USA,73,200,Cullen,Matt,C/LW,PIT,72,13,18,60128,13.92
153,12.12.1992,Detroit,USA,USA,69,160,Czarnik,Austin,C,BOS,49,5,8,38267,13.02
154,06.07.1991,Katrineholm,SWE,SWE,75,207,Dahlbeck,Klas,D,CAR,43,2,4,35832,13.88
155,09.10.1983,Toronto,CAN,CAN,71,195,Daley,Trevor,D,PIT,56,5,14,68471,20.38
156,01.11.1989,Paris,CAN,CAN,74,199,Dalpe,Zac,C,MIN,9,1,2,4620,8.55
157,24.02.1993,Victoriaville,CAN,CAN,73,193,Danault,Phillip,LW/C,MTL,82,13,27,76662,15.58
158,30.11.1994,Eisenstadt,AUT,SVK,71,212,Dano,Marko,C/LW/RW,WPG,38,4,7,24361,10.68
159,27.03.1995,Repentigny,CAN,CAN,73,180,Dauphin,Laurent,C,ARI,24,2,1,15710,10.92
160,21.08.1991,Lethbridge,CAN,CAN,74,210,Davidson,Brandon,D,EDM/MTL,38,0,3,35841,15.72
161,09.05.1991,Carp,CAN,CAN,73,197,de Haan,Calvin,D,NYI,82,5,20,97653,19.85
162,20.05.1995,Arvika,SWE,SWE,75,214,De la Rose,Jacob,LW,MTL,9,0,0,5890,10.9
163,08.02.1994,Laval,CAN,CAN,71,175,Dea,Jean-Sebastien,C,PIT,1,0,0,678,11.3
164,24.10.1995,Sewell,USA,USA,71,183,Deangelo,Anthony,D,ARI,39,5,9,40000,17.1
165,07.03.1990,Detroit,USA,USA,75,192,DeKeyser,Danny,D,DET,82,4,8,107976,21.93
166,24.06.1990,Stouffville,CAN,CAN,72,195,Del Zotto,Michael,D,PHI,51,6,12,59682,19.5
167,01.05.1993,London,CAN,CAN,73,195,Demelo,Dylan,D,S.J,25,1,7,23839,15.9
168,09.06.1988,Dorval,CAN,CAN,73,200,Demers,Jason,D,FLA,81,9,19,95309,19.62
169,14.09.1986,Laurier-Station,CAN,CAN,67,176,Desharnais,David,C,EDM/MTL,49,6,8,36628,12.47
170,27.07.1986,Lively,CAN,CAN,73,195,Desjardins,Andrew,LW/C,CHI,46,0,1,25948,9.4
171,22.02.1991,LaSalle,CAN,CAN,73,216,Deslauriers,Nicolas,LW,BUF,42,0,2,18688,7.42
172,27.07.1991,Laval,CAN,CAN,76,218,Despres,Simon,D,ANA,1,0,0,968,16.13
173,09.10.1993,Toronto,CAN,CAN,72,200,Di Giuseppe,Phillip,LW,CAR,36,1,6,26559,12.3
174,04.07.1995,Georgetown,CAN,CAN,74,205,Dickinson,Jason,C,DAL,10,2,0,7074,11.78
175,20.02.1989,Toronto,CAN,CAN,71,174,Didomenico,Chris,C/RW,OTT,3,0,0,1983,11.02
176,13.11.1990,New Westminster,CAN,CAN,76,230,Dillon,Brenden,D,S.J,81,2,8,80031,16.38
177,10.10.1976,Halkirk,CAN,CAN,73,223,Doan,Shane,RW/LW,ARI,74,6,21,66813,15.05
178,02.03.1995,Winnipeg,CAN,CAN,70,198,Domi,Max,LW/C,ARI,59,9,29,60112,16.98
179,13.04.1992,Raahe,FIN,FIN,72,190,Donskoi,Joonas,RW,S.J,61,6,11,50548,13.68
180,20.12.1986,Kindersley,CAN,CAN,72,192,Dorsett,Derek,RW,VAN,14,1,3,8343,9.93
181,24.03.1994,Cambridge,CAN,CAN,75,210,Dotchin,Jake,D,T.B,35,0,11,38701,18.43
182,08.12.1989,London,CAN,CAN,73,195,Doughty,Drew,D,L.A,82,12,32,133550,27.15
183,27.05.1990,Huntsville,USA,USA,74,196,Dowd,Nic,C,L.A,70,6,16,52314,12.45
184,01.10.1990,Calgary,CAN,CAN,70,185,Dowling,Justin,C,DAL,9,0,2,5654,10.47
185,27.10.1995,Cologne,DEU,DEU,73,216,Draisaitl,Leon,C,EDM,82,29,48,92909,18.88
186,28.03.1995,Ste-Agathe,CAN,CAN,71,188,Drouin,Jonathan,LW,T.B,73,21,32,77555,17.7
187,29.04.1986,Anchorage,USA,USA,74,218,Dubinsky,Brandon,C/LW,CBJ,80,12,29,85898,17.9
188,16.01.1991,Haliburton,CAN,CAN,71,195,Duchene,Matt,C/LW,COL,77,18,23,84565,18.28
189,26.08.1995,Pointe-Claire,CAN,CAN,71,185,Duclair,Anthony,LW/RW,ARI,58,5,10,46282,13.3
190,25.07.1994,Regina,CAN,CAN,72,183,Dumba,Matt,D,MIN,76,11,23,92686,20.32
191,06.10.1990,Ville Degelis,CAN,CAN,70,190,Dumont,Gabriel,C,T.B,39,2,2,22627,9.67
192,06.09.1991,Biddeford,USA,USA,76,207,Dumoulin,Brian,D,PIT,70,1,14,86294,20.53
193,02.02.1996,Palos,USA,USA,72,187,Dvorak,Christian,C/LW,ARI,78,15,18,73086,15.62
194,09.03.1992,Wheaton,USA,USA,72,187,Dzingel,Ryan,LW/RW/C,OTT,81,14,18,69926,14.38
195,24.05.1991,Winnipeg,CAN,CAN,72,190,Eakin,Cody,C,DAL,60,3,9,60535,16.82
196,01.05.1984,Calgary,CAN,USA,72,200,Eaves,Patrick,RW/LW,ANA/DAL,79,32,19,77776,16.42
197,15.05.1990,Regina,CAN,CAN,71,184,Eberle,Jordan,RW/C,EDM,82,20,31,82497,16.75
198,21.04.1986,Ostersund,SWE,SWE,75,214,Edler,Alex,D,VAN,68,6,15,99200,24.32
199,28.06.1993,Brandon,CAN,CAN,76,220,Edmundson,Joel,D,STL,69,3,12,73562,17.77
200,14.02.1996,Aalborg,DNK,DNK,72,172,Ehlers,Nikolaj,LW,WPG,82,25,39,86032,17.48
201,28.10.1996,North Chelmsford,USA,USA,74,196,Eichel,Jack,C,BUF,61,24,33,72908,19.92
202,07.02.1996,Windsor,CAN,CAN,76,216,Ekblad,Aaron,D,FLA,68,10,11,87557,21.47
203,24.05.1990,Borlange,SWE,SWE,76,215,Ekholm,Mattias,D,NSH,82,3,20,115415,23.45
204,17.07.1991,Karlskrona,SWE,SWE,74,200,Ekman-Larsson,Oliver,D,ARI,79,12,27,116677,24.62
205,16.04.1995,Cornwall,CAN,CAN,73,210,Elie,Remi,LW,DAL,18,1,6,16875,15.63
206,08.05.1989,Rodovre,DNK,DNK,74,207,Eller,Lars,C/LW/RW,WSH,81,12,13,67558,13.9
207,03.01.1991,Hamilton,CAN,CAN,70,180,Ellis,Ryan,D,NSH,71,16,22,102052,23.95
208,25.04.1986,Togliatti,RUS,RUS,74,218,Emelin,Alexei,D,MTL,76,2,8,97227,21.32
209,03.04.1982,Edmonton,CAN,CAN,74,214,Engelland,Deryk,D,CGY,81,4,12,89083,18.33
210,21.01.1996,Stockholm,SWE,SWE,75,189,Englund,Andreas,D,OTT,5,0,0,3189,10.58
211,06.10.1989,Edmonton,CAN,CAN,69,175,Ennis,Tyler,LW/C/RW,BUF,51,5,8,39278,12.83
212,05.11.1984,Nordingra,SWE,SWE,70,180,Enstrom,Tobias,D,WPG,60,1,13,78856,21.9
213,02.03.1984,Karlskrona,SWE,SWE,76,220,Ericsson,Jonathan,D,DET,51,1,8,58815,19.22
214,17.07.1985,Gothenburg,SWE,SWE,74,196,Eriksson,Loui,LW/C,VAN,65,11,13,72843,18.67
215,29.01.1997,Karlstad,SWE,SWE,74,197,Eriksson Ek,Joel,C/RW/LW,MIN,15,3,4,9551,10.62
216,20.04.1995,New Haven,USA,USA,73,214,Erne,Adam,LW,T.B,26,3,0,18419,11.8
217,16.06.1992,Long Beach,USA,USA,73,212,Etem,Emerson,LW/RW,ANA,3,0,0,1585,8.8
218,22.01.1996,Mississauga,CAN,CAN,70,195,Fabbri,Robby,C/LW,STL,51,11,18,47764,15.62
219,09.01.1994,Vitkov,CZE,CZE,75,210,Faksa,Radek,C,DAL,80,12,21,77628,16.17
220,11.10.1988,Snowflake,CAN,CAN,77,222,Falk,Justin,D,BUF,52,0,8,42738,13.7
221,21.01.1989,North Andover,USA,USA,70,190,Farnham,Bobby,RW,MTL,3,0,0,1489,8.27
222,28.07.1995,Milwaukee,USA,USA,74,209,Fasching,Hudson,RW,BUF,10,0,1,6245,10.42
223,02.12.1991,Nassjo,SWE,SWE,72,190,Fast,Jesper,RW/LW,NYR,68,6,15,56290,13.8
224,20.03.1992,South St.Paul,USA,USA,72,215,Faulk,Justin,D,CAR,75,17,20,104133,23.13
225,15.05.1987,Nashua,USA,USA,75,212,Fayne,Mark,D,EDM,4,0,2,1900,7.92
226,04.06.1988,Edmonton,CAN,CAN,73,198,Fedun,Taylor,D,BUF,27,0,7,21649,13.37
227,07.09.1985,Winkler,CAN,CAN,76,212,Fehr,Eric,C/RW,PIT/TOR,53,6,5,34751,10.93
228,20.04.1992,Swan River,CAN,CAN,74,208,Ferland,Micheal,LW/RW,CGY,76,15,10,52736,11.57
229,22.07.1996,St. Gallen,CHE,CHE,70,193,Fiala,Kevin,LW,NSH,54,11,5,43780,13.52
230,09.05.1980,Edmonton,CAN,CAN,71,205,Fiddler,Vernon,C/LW,N.J/NSH,59,2,2,41249,11.55
231,20.03.1984,Vantaa,FIN,FIN,72,196,Filppula,Valtteri,C/LW,PHI/T.B,79,12,30,82505,17.4
232,15.04.1997,Chicago,USA,USA,74,214,Fischer,Christian,RW,ARI,7,3,0,5177,12.33
233,05.06.1980,Peterborough,CAN,CAN,73,216,Fisher,Mike,C,NSH,72,18,24,71785,16.62
234,26.07.1988,Lynnfield,USA,USA,73,183,Flynn,Brian,C/RW,MTL,51,6,4,36921,12.07
235,10.08.1991,Buffalo,USA,CAN,75,228,Foligno,Marcus,LW,BUF,80,13,10,74264,15.47
236,31.10.1987,Buffalo,USA,USA,72,205,Foligno,Nick,LW/RW,CBJ,79,26,25,87336,18.43
237,09.02.1991,Gothenburg,SWE,SWE,75,204,Folin,Christian,D,MIN,51,2,6,45700,14.93
238,04.03.1992,Duluth,USA,USA,76,216,Forbort,Derek,D,L.A,82,2,16,98971,20.12
239,31.10.1996,Stockholm,SWE,SWE,73,184,Forsbacka Karlsson,Jakob,C,BOS,1,0,0,505,8.42
240,13.08.1994,Ostervala,SWE,SWE,73,205,Forsberg,Filip,LW/C/RW,NSH,82,31,27,91109,18.52
241,12.06.1996,Linkoping,SWE,SWE,72,186,Forsling,Gustav,D,CHI,38,2,3,33787,14.82
242,05.12.1991,Windsor,CAN,USA,73,207,Fowler,Cam,D,ANA,80,11,28,119271,24.85
243,08.08.1987,Sicamous,CAN,CAN,77,224,Franson,Cody,D,BUF,68,3,16,75408,18.48
244,05.10.1993,Pelhrimov,CZE,CZE,73,194,Frk,Martin,RW,CAR,2,0,0,1000,8.33
245,12.03.1991,Winkler,CAN,CAN,72,205,Froese,Byron,C,T.B/TOR,6,0,0,3798,10.55
